,UKF243,UKF248,UKF275,UKF296,UKF304,UKF334,ZH1007nec
HALLMARK_ADIPOGENESIS,0.11260851631167643,-0.004017161814985167,0.0018881627157909227,0.008978799108283619,0.03111635972614841,-0.02411326770421215,0.12259840113328903
HALLMARK_ALLOGRAFT_REJECTION,-0.1052369117656788,-0.03331499194905553,0.10635459781350878,-0.036777522917168605,-0.02668688318980266,-0.0015640871620344586,-0.03524717025924067
HALLMARK_ANDROGEN_RESPONSE,0.08598375580468817,-0.03710253001506125,0.08364914351447333,-0.005791895413552871,-0.0426458684894799,0.020823588478834164,0.08368307903176127
HALLMARK_ANGIOGENESIS,-0.01716577989643959,-0.051370245264483985,0.012397765454634248,-0.0409890971751679,-0.06396787557532085,0.036733977588944346,0.14050080878314664
HALLMARK_APICAL_JUNCTION,0.11270289059783431,-0.026920637858220835,0.020776985269776685,0.03410051191908926,0.026954062268481724,0.03317937084701657,0.09364059237648915
HALLMARK_APICAL_SURFACE,0.053518466976522384,-0.018688255019913422,0.08471247999473454,0.06856214225803818,-0.05493161424141561,-0.0029439598130913355,0.09407448240400203
HALLMARK_APOPTOSIS,0.07028904482170517,-0.047465621577203375,0.09952010983285794,0.07378511258518237,-0.023103604832415508,-0.03636850694816343,-0.005667619867861548
HALLMARK_BILE_ACID_METABOLISM,0.09002081434569315,0.02110776366228862,0.030619608645652434,0.08607198270258964,-0.0438184466837473,0.007459192965033126,0.07673439155803766
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.13634470249534106,0.022990482403421907,-0.03552897226405466,0.012569294776420692,-0.05068599632716926,0.04771311582629277,0.09512618978482242
HALLMARK_COAGULATION,0.1481763766590983,-0.05766215031800036,0.0711891258230948,0.013584634110388636,-0.07163664447609625,0.01368075105056178,0.03955012131486231
HALLMARK_COMPLEMENT,0.029745537599093604,-0.020200295456981706,0.06816377180543577,-0.014992906071396339,-0.02057455635034089,0.004108655954157865,0.07559875594740009
HALLMARK_DNA_REPAIR,0.08838616247152105,0.024244100649024606,0.06588838507169925,0.021307525970035632,0.09442358605235011,0.03021742766230237,0.10678163218526403
HALLMARK_E2F_TARGETS,0.03896153684935466,0.01892599140341727,0.047352820248267556,0.027940029096314718,0.04610271182791233,-0.008071610141352017,0.05598351631652307
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11249416207081848,-0.06330707276819465,-0.0005454914503209139,0.005490408217363453,-0.06310075774611427,0.012602819746940282,0.05590918856053136
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.13024869431715494,0.019002969776490044,0.03216171806378826,0.05216968891732651,0.022888336610647778,-0.049515318606646874,0.09094790473602911
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05840447125048966,0.004324812093178128,0.07959195120871035,-0.022841109833495896,0.05062248761616045,0.049943316874743425,0.08569058249041595
HALLMARK_FATTY_ACID_METABOLISM,-0.013428944689289022,0.012277478249456308,0.007732083228815245,0.020625366321051823,0.0019547153834506355,-0.019807694727263063,0.05902347949071306
HALLMARK_G2M_CHECKPOINT,0.05493039242241126,-0.0023492986318256895,0.060304665262664085,-0.01961296363572392,0.046829848746235594,0.02502243501607156,0.030367817033018375
HALLMARK_GLYCOLYSIS,0.10201437491208049,0.013221620169060292,-0.08833067771711865,0.029639220324329245,0.07048004554747425,-0.006527378199392494,0.11277363594610382
HALLMARK_HEDGEHOG_SIGNALING,0.02654409876829137,0.025070176944863368,-0.04575490775647317,0.04455242447795729,0.07654478938726798,-0.02008597978305417,0.09096021483263741
HALLMARK_HEME_METABOLISM,0.0985087567060167,0.0006016651260525926,0.028493455649989962,0.020491781677029877,0.04940916798464211,0.042766377379844234,0.12348939985250575
HALLMARK_HYPOXIA,0.03267987229646412,0.032514987949686595,0.02420766336557269,-0.001233296902995186,0.03772169410550214,0.046600688005221234,0.04915664507394237
HALLMARK_IL2_STAT5_SIGNALING,0.058945704409241934,0.008593820447427451,-0.037761780618621836,0.01318154544507382,-0.0539499805731796,-0.006320323790444178,0.11819636197555651
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.11421590652083388,-0.04227017010132324,0.05444388586225245,-0.08291377681350914,-0.047408720572177376,0.05031102273685599,0.12702879789497312
HALLMARK_INFLAMMATORY_RESPONSE,0.033483348197437,-0.03608525217819198,-0.032242705371284784,0.029334832430077753,-0.03532332482102456,0.008441490264214471,0.0768372404297006
