,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.05142320661478925,0.009410896885551771,0.04813071759618712,0.11055628657867671,-0.06326327067968358,0.023755738414743578,0.03487166839089724,0.06934893502750111,0.10432474532647651,-0.020340057687616774,0.019725349739501904,-0.024810756720660593
HALLMARK_ALLOGRAFT_REJECTION,0.011651975139597705,-0.00034596431945568433,0.011933439385985914,0.143467671876924,-0.006521709593979159,0.02710479930905175,0.03617951695689311,-0.06964193256521127,0.09668993168114043,-0.06014623708849301,0.023447083241531486,0.003547379058527418
HALLMARK_ANDROGEN_RESPONSE,0.04351231708215179,0.10100963672779804,0.017044093234848047,0.13589782389600222,0.03460073414681173,0.0249590758649427,0.04619054784884195,0.06958995335718418,0.033112090846903766,-0.03292194505089569,0.004095608289599999,0.0021141110512014035
HALLMARK_ANGIOGENESIS,0.08033450491452215,0.03317874038484113,-0.004883992187439093,0.14806957578744334,0.042845146980598034,-0.02009974904299128,0.04728079867433015,0.023526780227364125,-0.0012875002295880972,0.04314195120532282,-0.05508367810622451,0.07896151782384285
HALLMARK_APICAL_JUNCTION,0.02100603495450738,0.01093507204760793,0.03233766748017852,0.13933696182134636,0.02677611435703616,0.06862461148134665,0.11440490134982705,0.1389913666729623,0.09563972585796672,0.011556961379321095,0.043509726385384646,-0.0009841772257471264
HALLMARK_APICAL_SURFACE,0.014503332950571463,-0.04748603595723293,0.011508023619016535,-0.08999199138359296,-0.03629891576520409,0.03559971036697018,0.11107832758740296,0.11541435401844571,-0.0007968911847311987,-0.00814590799774484,0.06120363859841821,0.02523165097002924
HALLMARK_APOPTOSIS,0.009892174842645445,0.0281709322271339,0.009699736575424833,0.020656825230939993,0.034713678221177276,-0.05087253459248829,-0.03244949382312625,0.053773351617472,0.10703140414688031,0.04711086827539056,0.012475220911653758,-0.0045153332498486
HALLMARK_BILE_ACID_METABOLISM,-0.0025927270129637576,-0.0150337783243143,0.00603293010129919,0.13254167807360503,-0.02122283291600299,0.03557054833051737,0.08201152088585614,0.05242029515196756,0.03169721514976211,-0.028605144904701046,0.08017596075628124,-0.047126523566167776
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05283397399519027,0.007127237006403613,-0.005848689057535512,0.10163999672352743,0.043104872248831694,0.015265348746924735,0.11890440768701172,0.10538471254638881,0.028229787030879607,-0.04154237121829746,0.08156511287381507,-0.014371383449015538
HALLMARK_COAGULATION,0.04031853428691028,-0.0070283943993881106,0.024697088610457735,0.11211193552280833,0.03515027505560992,0.016849155440918778,0.07646162946770062,0.07976510167609945,0.16566568083767,-0.023655090765581362,-0.0322116256756752,0.03680604748269349
HALLMARK_COMPLEMENT,0.0749221489851366,-0.045573739015465804,0.01649532453363159,0.12746980263497296,-0.00623563484832591,0.0006893686630507841,0.014318290158187849,0.019736889579684485,0.05647574377262575,-0.00762336860220484,-0.015285749775485857,-0.007522638821944453
HALLMARK_DNA_REPAIR,0.046899916889995286,0.08898473781662952,0.014480202592602022,0.16779100463959765,-0.006624325078952948,0.05286639635020924,0.07250911267636062,0.059281875013707956,0.12145883516662732,-0.030744737167694644,0.02090938892814637,-0.04093074719542398
HALLMARK_E2F_TARGETS,-0.006371017823944579,0.008596786724606878,-0.0023550947115819174,0.15378421961915847,0.027805347495755455,0.031084142448087333,0.12072561694042488,0.014317701548180654,0.022089846257546987,-0.0037524832908706674,0.02853098385332674,-0.04025451930712449
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03504006547722783,0.06559932005012088,0.046539418525102,0.12519286735243051,0.05396732694472316,0.015117960416676977,0.03736616798499131,0.10454962651824332,0.13455720434063206,0.03206213154523205,-0.00979751228164694,0.025584042855874654
