,UKF243,UKF248,UKF255,UKF260,UKF266,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0442580141388658,0.00542667475088697,0.1066099369004896,0.033082919981785565,0.02950956225118072,0.01807823902043058,-0.08985627257490841,0.020121980003464067,0.03608509584648089,0.08992932765660565,0.24052051371880837,0.1251339286348816,0.12199303894944978,0.08365786776037468,0.013468112785907878,0.11552681609826254,0.12768790001290628
HALLMARK_ALLOGRAFT_REJECTION,-0.06279097782693653,-0.08019720641353338,0.09810473983673712,-0.021457135961622527,0.08054069158772645,-0.06618336810855854,-0.07838992373752382,0.024791359334822564,-0.06108661998124667,0.035830730790706,0.1716775347107761,0.019028025442215175,0.10749584181471175,0.029749411978471915,-0.022591360331708422,0.04560640541732854,-0.03198902040999513
HALLMARK_ANDROGEN_RESPONSE,0.014305259694759464,0.03389980806789597,0.06138810678468496,0.07117824067495654,0.07910608780857568,-0.0722826197424109,-0.053879855436880404,0.018471179855400217,-0.03226574321348478,0.12301183106599296,0.15680231209848486,0.15453977236024663,0.11339535066718057,0.06558801377785353,0.039376498313866935,0.07444034070759764,0.14005978373358766
HALLMARK_ANGIOGENESIS,0.012969934677030965,0.052540460345592274,0.10149290248770478,-0.11427007025484914,0.1755353952790045,-0.09776733895794466,0.07153455121546436,0.130081432698192,0.043238754516610065,0.03142152119006576,-0.08138888259367831,0.118304765274491,-0.0905644597253757,0.05761771225215879,0.05070272795844342,-0.09351527130757283,0.1879371546830963
HALLMARK_APICAL_JUNCTION,-0.037713941357939,-0.002136159345197121,0.10576949546586809,0.07223590667447084,0.14364037088286147,0.025880978490424464,-0.08504545118627521,0.02716211813532719,0.014042011203879398,0.08851140117445483,0.25993053227040885,0.16886431122314072,0.1069578867049423,0.03975196731113405,0.06314805282788356,0.0649929540443607,0.13855188266314836
HALLMARK_APICAL_SURFACE,-0.09675848960950674,-0.016562550205744445,0.07351871984012147,-0.010437019966171248,-0.02519011316590705,0.004099601220206506,-0.09699883115776635,0.06191776045316112,0.06983210853317864,0.10196546762872984,0.29341887635303066,0.13917847675585213,0.04101069444049314,0.1173179781920566,-0.003400961977241613,0.044274159885447355,0.09102301603981723
HALLMARK_APOPTOSIS,-0.05732921153194998,-0.01472266685410284,-0.11459353585954418,0.011342306592211582,-0.05676073086619255,0.057181733935981034,-0.1138178823513474,-0.07904812636546232,-0.04130927804412231,0.024146903500535596,0.1115254878504868,0.06250717832675771,-0.0310600020936109,-0.009573667545965435,-0.03449198659903462,0.02036689872726613,-0.005244558454800603
HALLMARK_BILE_ACID_METABOLISM,0.004590966272801781,-0.029687066853662385,0.0913525176288777,0.030481785446673983,0.08651233900429973,-0.011266689138936378,-0.01639211601409897,0.028504677895288582,0.028747287748706146,0.1425770589538022,0.2104997641156764,0.14417471678780108,0.07917795390438416,0.11346724638911787,-0.05823171575567071,0.1164302750638095,0.06917463168252319
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.043096684367713335,0.05627295873947161,0.0013434626960884745,0.004926989278066593,0.1241749815745735,-0.1134071459548797,-0.09963582536867255,0.0512877322152183,0.15841602260039606,0.09935626120332348,0.18851951795879265,0.16104528314507535,0.15056653129992095,0.050472396238212244,0.0260864033125755,0.14725904155901484,0.1163186815916124
HALLMARK_COAGULATION,-0.08409045354992288,0.00045913190724932785,-0.028342242782960696,0.0023994506093858014,0.05327436612213543,-0.07498664571972481,0.011884146801330875,0.0033789347975363934,-0.04642801894864785,-0.028294888876862292,0.26546678507938826,0.11164106267458683,0.07365121633453953,0.010377709268942164,-0.10411724072453135,0.0331080697260048,0.06710601346935087
