,MGH258,UKF248,UKF251,UKF255,UKF260,UKF266,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03860855995987754,0.0058617182143413694,0.032098657173951835,0.12061009560617157,0.04380801408976232,0.0036142823985540326,0.06218047789659557,-0.012439929653877057,0.06450318652431139,0.28444879782028293,0.21115155108519643,0.11916873898377144,-0.029809048216117774,0.130743845630769,0.07629124085567694
HALLMARK_ALLOGRAFT_REJECTION,-0.08203507348102443,-0.03712209835127555,-0.035062184502343996,0.07751220799156393,0.0319269949180659,0.1272609496598174,0.01327481003884771,0.035125141750661844,0.039848580056818066,0.12602536875374137,0.19204135490050336,0.04017488147480565,0.011511238265839059,0.052817311225355594,-0.014125392333584662
HALLMARK_ANDROGEN_RESPONSE,0.10330510348092632,-0.025180952995731188,-0.005057740263867143,-0.021966703999848458,0.03802521979179791,0.10360854802262309,0.032409511055744265,0.01910609008375879,0.06123104855004337,0.270970164935986,0.21417151110760416,0.10428490076341856,0.05165318092581297,0.11174069545696298,0.08196862048945291
HALLMARK_ANGIOGENESIS,-0.020553354998594876,0.07353596204571672,-0.03222626409235444,-0.043126561851547826,-0.002946380803960652,0.12648311718286684,0.022382706957001265,-0.039777486120132446,0.08216974366789984,-0.05721932709797678,-0.0874908705050665,0.07098863946867405,0.06390865075843329,-0.08538333526611191,0.05848720354055939
HALLMARK_APICAL_JUNCTION,0.08504325979478915,-3.8672587883844875e-05,0.065504011770103,0.1926861055767891,0.10192853957230566,0.1346930840728529,0.056235638172568304,0.0005246841043189461,0.09219606462953606,0.27545204221582775,0.2010453711456197,0.132678093159852,-0.003355426715059969,0.126775787950028,0.07347969174543957
HALLMARK_APICAL_SURFACE,0.05299756966165093,0.020117529128753992,0.023424010096812817,0.14291962339977293,0.040231979144449294,-0.09623304652451481,0.039799426940706886,-0.009804154070615502,0.06579203490534818,0.28764023795204263,0.1766020734518025,0.1123067654800941,0.04989728369050504,0.06690368964554276,0.06386798457269742
HALLMARK_APOPTOSIS,0.07098181762392505,-0.03276444858930635,-0.012567369505804385,-0.02834430199607762,-0.060849855552697,-0.03384412891454398,0.03801040680005253,0.0038385945607291604,0.0042419195510874814,-0.17580197060732514,-0.06879111238803115,0.10322522223283316,0.016383609937360093,-0.0023772478354381565,-0.0007510847324601188
HALLMARK_BILE_ACID_METABOLISM,0.08338296607523311,-0.008436508520956697,0.05271761839283299,0.14129284172428305,0.08359053600940569,0.0324492478860389,0.014799187326761576,-0.017286623206541757,0.061374919741327985,0.2693632427621663,0.20288821983976119,0.07773813767667764,0.018557262086047924,0.15042241495487638,0.07450683029512849
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12409700978365447,-0.004938230191494412,-0.014828671033353575,0.16017089339984744,0.04649308399879026,0.11338910630253354,0.015293916695604832,-0.026898134627450394,0.062323649959512985,0.2795648155446939,0.2294870806310339,0.011282308125468606,0.01566522248307755,0.18157421891854472,0.04961640010653341
HALLMARK_COAGULATION,-0.059564628004556905,-0.014820200613461593,-0.04468561473382519,0.1369012777644619,-0.029450558166189158,0.10196885696276448,0.044406071950315526,-0.013953104770656023,0.04652124010628012,0.15030723820860412,0.1778764719910811,0.10677022556764548,-0.004620950737714113,0.027454155970118337,0.04687409658944707
