,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.01176056118905407,0.04309223700504992,0.018776625148321062,0.036321857591079545,-0.022825793202874645,-0.024114850766387114,0.08737402175847815,-0.0546753595986845,0.032568458452478785,0.026243246441917303,0.06628796391038715,-0.003412854973190281,0.08309916688931045,0.046847743343910016,-0.019602221366667456,0.1284505375997795,0.10682807888899078,-0.04303191013664046,0.09631145036812898,0.09950821446034581
HALLMARK_ALLOGRAFT_REJECTION,0.02177653585325095,0.04951211929502005,-0.02555963058242569,0.015864910283750148,0.0019390653977499855,0.026802146615385946,-0.2019139038677932,-0.12422690396428354,0.0565041801171041,-0.07880217939976063,-0.13597564484582125,0.033642320317648494,-0.08383405249954472,0.13037210648968095,0.02548006656088483,0.07292831373069188,0.10632685856901994,-0.009421858897397857,0.1015824402010348,0.029336971121270154
HALLMARK_ANDROGEN_RESPONSE,0.03506955861036336,0.04769165413139326,-0.023582142106149763,0.04390173257689538,0.02233738906860295,0.1377221942636126,-0.057695502095917964,-0.12263532072178972,0.029392073129924257,0.014719501957525322,-0.07628024994095112,0.028554844226549782,-0.07518618780234146,0.06632959430929512,-0.055835247355030974,0.12365259425621636,0.0042378968654971216,-0.05109706889033273,0.07092525001763159,0.10531280913747995
HALLMARK_ANGIOGENESIS,-0.09908575527563308,0.03924664612540337,-0.005625829949589206,0.0752063253816488,0.03455014881392567,-0.05955735938135911,-0.13952541178044367,-0.18675529913665875,-0.10883134477796723,-0.0450786775650293,-0.09758371573443676,0.07349422009758005,-0.15028458228180414,-0.041679004789826425,0.032669969367198175,-0.061463752428665225,0.1360004322635934,0.019166515638473845,-0.011888087655552668,0.01837934674045307
HALLMARK_APICAL_JUNCTION,0.022874647291425333,0.06095214271927302,-0.0253067379815705,-0.0004957225859272824,0.017755730391960607,-0.036676750731552105,-0.0835554751307787,-0.13159475860428166,-0.06648679782404182,-0.004733397998051846,0.069281762007167,0.0329045504074997,-0.08818851546855513,0.11903775456191566,-0.014041640507031826,0.1358395326333578,0.10163399278964069,0.00014664205283920916,0.139230639053303,0.12274194521909955
HALLMARK_APICAL_SURFACE,0.08515317294122031,-0.0017165002293930644,-0.016284302776986715,-0.023066407058139584,0.01063063330435656,-0.0046210526777459935,0.16581161067272518,0.167393313546247,0.05389446329080687,0.0966594654621214,0.09602839379188263,0.0620632644803926,-0.11465593353525973,-0.027680746233983894,0.00437998791977457,0.0913597502352198,0.105979781806786,0.016513568091466077,0.07295464393073306,0.08119065726745346
HALLMARK_APOPTOSIS,-0.012629072612034407,0.06556394209208087,-0.046281536888412605,-0.03686706895001555,-0.004160838217642959,0.09876636041149787,0.007388511972303444,-0.027945394476505153,-0.06946135189850436,-0.018702422064984407,-0.02125661951749094,-0.055190009445928105,0.1098467725759593,0.08143416855794934,-0.004917468168911979,-0.004930127500833805,-0.0035066128214878227,0.016267217813433373,0.06503472087175755,0.020506979539683178
HALLMARK_BILE_ACID_METABOLISM,0.056724983734724746,-0.02931366043675509,-0.034349337606634334,0.0026600930842449206,-0.008562916045224113,-0.10277626332350484,-0.06049365910016323,-0.19645818025522763,-0.04808407659894172,-0.07742115286775707,0.003643941349347769,-0.0527503761114246,-0.06934655353943156,0.0609193636791259,-0.071460207068945,0.1538813871834876,0.029393664268045256,0.04622606028879723,0.05412457832927946,0.0643168416535299
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04704179052718673,0.016326023555170335,-0.011950034417434823,-0.0025068768394507883,-0.05592410858819145,-0.11113614049119981,-0.118527763733928,-0.12193186505492193,-0.10877655780714757,-0.01698419361595866,-0.09387359487462409,-0.004499051870980344,-0.148140575767038,-0.01192782293164514,-0.0347527901957985,0.09235198760283049,0.024418168898621466,-0.030527964761466162,0.05933552878864591,0.0551460029679544
HALLMARK_COAGULATION,-0.05976417913445994,0.09998944076414318,-0.057484064984571884,0.05694715963801433,0.0026958588103494965,0.0558739839874704,-0.19398065087761046,-0.18314496394489363,-0.030673422123267693,-0.08717269971767348,-0.12986220676893645,0.12078261679709405,-0.09471076642901216,0.1082045982749122,-0.05048314185339427,0.10178869063735407,0.09550357234975704,-0.021011105747936243,0.15418262964468402,0.0993426801144454
HALLMARK_COMPLEMENT,0.0971607989964697,0.06926001619299765,0.016715837895010337,0.02709252291178022,0.0438752021947411,0.11704475641728986,-0.012701267023110089,-0.07936204125269754,-0.05465567901424169,-0.011449248745256033,-0.0632403716858631,0.0035730099138240436,0.07902255869498516,0.1250579339393787,0.03094194307221443,0.10686857644293912,0.13018207726356035,0.0005844109380444363,0.08781509211482391,0.08025988106054943
HALLMARK_DNA_REPAIR,0.04841520048314586,0.05880618550601721,-0.05206011464622812,-0.019515930121303728,-0.02655876838737144,0.0238146462719594,-0.038362941961532414,-0.06893682846399304,-0.03712317934531741,0.018035189883744064,0.0749550892237452,0.04020487739104333,-0.07794953865020197,0.07647511287092623,-0.0212439402287663,0.13918016561466798,0.0796984504222189,-0.039435040546999575,0.11964339378459418,0.08955642897556601
HALLMARK_E2F_TARGETS,0.10519788151201709,-0.022010561608302365,-0.026128058678112805,-0.004236677942132707,0.004578885490870986,-0.036912947745462006,-0.14485627601372533,-0.12293853295968973,0.009487332615642413,0.052844095546633225,0.13455632700722092,0.06170129633220626,-0.12161163611382524,0.02234950847289382,-0.025411364326165423,0.07849002324565475,0.047399772287108094,0.02015890872746031,0.07257442999044514,0.05811555961782626
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.1428440211184605,0.09623926627014377,-0.031339602194191435,0.03689930179142486,0.06968695459597772,-0.0005628886942903225,-0.17699196170131123,-0.10459626230089558,-0.10123035339348896,-0.0411459024437365,-0.08194435536079739,0.07273976115501846,-0.12502380257098042,0.10353738491645868,0.017337893512797013,-0.01567768815215483,0.12455323369785051,0.028203940680919404,0.11724616373817806,0.04659479147038885
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07309816416338304,0.042561332178566814,0.0010202577272261431,-0.04763646017784156,-0.036841505836191675,0.10341225601895601,0.09905331169406685,-0.06408385000133633,-0.031626420078428155,-0.011156009770225458,0.08225304386237536,0.09248900241954898,0.13058020983414786,0.00824923119261022,-0.0236482804512275,0.08690320483735021,0.05038217854428107,-0.0019526794060635917,0.040873613627260566,0.07127560343753576
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04791800342888155,0.03536753472348748,-0.0451981158950683,0.05451765844971689,0.04142267636026303,0.004952366359784932,0.024525324487626284,0.18007217541807022,-0.014189670864983283,0.05871161934514074,-0.006473187834362883,-0.022818119402746376,-0.10655264497723556,-0.04986795609848671,0.005508027057128933,0.10458673512205667,0.08898099116902178,0.03516121514717966,0.06835652154372525,0.06667179265447946
