,UKF243,UKF248,UKF266,UKF269,UKF275,UKF304,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.025043105799656656,0.04500006890777208,0.0021418375714472057,-0.10646773417619933,0.06723081282839434,0.02236173235851584,0.03100859241689831,0.09913249015556426
HALLMARK_ALLOGRAFT_REJECTION,-0.010723830456818824,-0.1196804776794566,-0.07842076072047428,-0.24386182547421567,0.046963478561148575,-0.12875000596173627,0.027394032504314384,0.05892764817767899
HALLMARK_ANDROGEN_RESPONSE,-0.04253723251971141,0.010296900819275156,-0.08384522132211934,-0.24344879812276665,0.026146597915308045,-0.058385027248640246,0.06884047419682103,-0.09831064575575728
HALLMARK_ANGIOGENESIS,-0.14276561883648778,-0.07011297109220727,-0.1042756883051757,-0.32496477791661343,-0.08441265749986997,-0.11672000078140723,-0.02633398709870118,0.08066167979816294
HALLMARK_APICAL_JUNCTION,-0.013306125956849912,0.027877111227521893,-0.08869270457724539,-0.2184875512533552,-0.07767936115445821,0.008665159342634681,0.01664913205639853,0.08599414692134741
HALLMARK_APICAL_SURFACE,0.10568287046783763,0.11301890792043952,0.09503562914398343,0.25694411153949087,0.0124552569084601,0.10953553326601309,0.08693757287881308,0.07960638292349122
HALLMARK_APOPTOSIS,-0.009915647449034693,-0.04624141869171131,0.045335099806473544,-0.06964936111678509,-0.13486578885984415,0.01598734071531118,0.04475808333482072,0.0513489650529481
HALLMARK_BILE_ACID_METABOLISM,-0.027301151133094257,0.050279259245044144,-0.02032091917658139,-0.3174917697938519,-0.041139307987006477,0.0020220762044235578,-0.013779930767327336,0.021072700490781564
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07671138238538967,0.056999481930740475,-0.11083767401418823,-0.20685377583000705,-0.0780431437657836,-0.11751958045287117,0.02715338622254791,-0.0573953959068524
HALLMARK_COAGULATION,-0.07121766573240917,-0.07798139048825281,-0.13332720514120786,-0.31050874147801916,-0.03807413402917465,-0.13756500567963081,-0.013614526751735596,-0.08568287695486113
HALLMARK_COMPLEMENT,0.10306002678441019,-0.006921790770416173,0.06511402219069336,-0.16951895032874084,-0.04465368992504473,-0.08396706938778965,0.042382280201775716,0.023420508285581676
HALLMARK_DNA_REPAIR,-0.00967618408912193,0.08380448511722272,-0.0199357086606583,-0.1552669387810533,0.04079380195363945,0.06744030199877042,0.011877711309617395,0.03510550406959277
HALLMARK_E2F_TARGETS,0.06974282878637592,0.0733283582895452,-0.09312922556749467,-0.25028144755977866,0.015086954654882882,0.07518978191724043,0.003448789504967574,0.013067755011076761
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.16969895301705423,-0.09001085583464394,-0.10283853546941554,-0.19163352180921434,-0.09702883610682955,-0.12139663030379073,-0.031606163153362746,0.02844399764935935
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.014697169855616032,0.01258745509886043,0.07598608111671804,-0.1182508637443013,0.02393991153115334,0.0737663363819847,0.004939242949735327,0.11029968223777323
HALLMARK_ESTROGEN_RESPONSE_LATE,0.045530627160438306,0.045806449010276105,-4.5828044827716845e-05,0.2617812094117302,0.05792760191321681,-0.00681303957806247,0.012885699736373444,0.0162851321325696
HALLMARK_FATTY_ACID_METABOLISM,-0.045746067669550486,0.040267860646228774,0.002065212132551689,-0.21930869399665354,-0.01938146419652577,0.043110148400157366,0.07721147675021987,0.009119016894876188
HALLMARK_G2M_CHECKPOINT,-0.03505739670071635,0.05717527803575237,-0.06268820370493648,-0.2394872702388141,-0.14226513059129478,0.020462376383747177,0.028907495368227894,0.010292186110519998
HALLMARK_GLYCOLYSIS,0.008553422573262399,0.11882210883518787,0.03585302777829169,-0.1152880065095143,0.03830591367043436,0.1410237286900399,0.08223113542151748,0.007073633498217166
HALLMARK_HEDGEHOG_SIGNALING,0.09569012035181314,0.16319006995408764,0.14030001092356104,0.32729468972332265,0.06959701854012415,0.1517187454470248,0.18176105992611705,0.0411215190987885
HALLMARK_HEME_METABOLISM,-0.023179886213325344,0.05041375168055047,0.012595659483804018,-0.16011614001394764,0.07192075495007991,0.05617320923292839,0.02936375602863921,0.06745727398042442
HALLMARK_HYPOXIA,-0.16175659917240057,-0.001975126031925255,0.02280135644753638,0.28046783575701884,-0.12920923738841836,0.006520210789705137,-0.1156149593999024,0.04480303876660729
HALLMARK_IL2_STAT5_SIGNALING,-0.04833424641193145,0.030938766407197445,0.03116294121781464,-0.22162988778528514,0.013433678105771018,-0.07557043619358415,0.013813257785886228,-0.05911358143654973
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.14521127008438298,-0.09080326579031878,-0.12650707572538875,-0.33674848647637295,-0.16633219009508238,-0.1531990867395215,0.007969304993293045,-0.12015385108521938
HALLMARK_INFLAMMATORY_RESPONSE,-0.08121081241909169,-0.05181249607260464,0.05744842908264546,-0.1757381858366286,-0.09144616928500462,0.02984057299929908,0.011724793934224499,-0.0991744257902108
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.09942333854995901,0.031073810702284696,-0.12427776091554134,-0.30435773026165175,0.05986353092207142,-0.0986283636226558,0.05827920943164172,-0.06922018693544199
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.1291475084102195,-0.06861544726712913,-0.01114220273671074,-0.22921576072692287,-0.031176758825313542,-0.08936886931493095,-0.02979665553356113,0.022117888144487327
HALLMARK_KRAS_SIGNALING_DN,0.0348102165423526,0.14142722929651277,0.13550446276792405,0.16106888499072286,0.05994761281863339,0.12278889808843514,0.04002552945401064,0.06329092312802378
HALLMARK_KRAS_SIGNALING_UP,0.08841268486558775,0.02118359538813704,0.1225002841283635,0.18692825208542105,0.019191181299904738,0.11599746930802278,0.08764271631370418,0.11518652079488914
HALLMARK_MITOTIC_SPINDLE,0.03717480408221517,0.054716970798629506,-0.004167120453501897,-0.17429180177153727,0.005129684949991726,0.07823199689948909,0.06503328001337605,-0.034089997558839354
