,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.03024757657177632,0.05927255539092602,0.033695863112494104,0.013562592312105942,0.08215585839488526,0.054238952768565774,0.003379398392311709,0.061127457262675336,0.10844489778291719,0.06166500371710134,0.011958703373697666,0.04625021837576745,0.14620606935118274,-0.08689518739074521,0.06204865418544929,0.10018730571797944,0.019726842732919952,0.037438635373573725
HALLMARK_ALLOGRAFT_REJECTION,0.023189533446796747,0.0771361083933391,0.03821667718907085,0.034357626795911,0.05743364473420553,-0.04351976945105335,0.030414062174436055,-0.0761954169918483,0.05453364716836598,-0.04227784397253418,-0.031650729695101326,0.03215476104487558,0.12789878978954006,-0.04965983199908652,0.0490184252909523,0.10712147772837335,0.0986858135807858,-0.03487129289457985
HALLMARK_ANDROGEN_RESPONSE,0.07882783583333741,0.03615224351855812,0.02324509913908525,0.05002811404620428,0.08440907341814771,0.035778716700014465,0.028423972811316194,-0.07218741595401142,0.10656113656696425,0.02127685081465272,0.011634755720198384,0.05766320547571549,0.11571589633655922,0.01831349262345864,0.02730689331507492,0.11067889390342346,0.0012267536476642477,0.041765499959799855
HALLMARK_ANGIOGENESIS,0.03406027009264482,-0.05977268726542879,-0.021542581263508005,-0.039732329239056306,0.04123654488404346,0.020862941013668132,0.0020255044188134215,-0.07820733895732127,0.056158749170548326,-0.02141422422493746,0.048522767280051074,0.025850532142209774,-0.14264956830336034,0.0028130694388785954,-0.004177832113929613,0.010044188627137036,-0.024785942026705796,0.06392077564309565
HALLMARK_APICAL_JUNCTION,0.09125819296056403,0.07592285306888456,0.02147134941364332,0.0325418494757202,0.0699070091623113,0.04582948666936971,0.03072892658670835,0.05043251532737959,0.10501533568596254,0.05509263024574784,-0.010910196308674465,0.04910632531552682,0.1500987206522251,-0.05265553180959849,0.0002773877534257521,0.09656455270858319,0.013824429530322533,-0.02732253101621104
HALLMARK_APICAL_SURFACE,-0.004266645726579338,0.053125822707338684,-0.00476140920908018,0.00025207072912789897,-0.016186132004917687,-0.04779456747252693,-0.06721242796578254,0.06966999190962518,-0.012681571688572674,0.08944509167378827,0.00741820299589774,0.07628354956360342,0.1531058197304579,-0.05491161208510326,0.033465962242621355,0.10119345176022554,0.005901561588968989,0.010424714434690056
HALLMARK_APOPTOSIS,0.06314204731049775,0.03053391417430261,0.005041328023155897,0.0064549623473123255,0.03935350969388098,0.003974339575973904,0.0037584056452853918,0.01176490616383082,0.1156309723836639,0.04645366768402606,-0.0011198839899261167,0.02938147744167211,-0.07747388218493645,-0.04435899637659361,0.018027928898207392,0.10278537102367509,0.03357408314181789,-0.025760134750849473
HALLMARK_BILE_ACID_METABOLISM,0.05564951090173799,-0.01197702717031017,-0.04334836909804896,0.023886277466281962,0.05929522042687925,0.02757198461576431,0.02145089710301867,-0.023496466392975975,0.006154436490930519,0.022961957594550643,0.016125783202959782,0.09514001567795932,0.12898549826062244,-0.016984854486992752,-0.025934745127909987,0.05389435074144091,-0.00877561143341062,0.030717992602404504
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04318789177960279,0.0024834459439542723,0.05790389012962797,-0.03470787058443392,0.05093646183978027,0.06595741135823074,0.022819427026924757,-0.06877176405886007,0.015339593241135532,0.028784135771587505,0.00831107545463698,0.04562592076077543,0.15040124197980229,0.043690551753750466,0.007460772876061702,0.06791971646985044,0.020144993456297795,0.05905447865935547
HALLMARK_COAGULATION,0.05065214999268629,0.0673198457444003,0.03172571660836302,0.008313526465330782,0.07396649706413441,0.04519342476127014,0.01770848114204838,-0.07757156628274957,0.13848481105196864,0.03896986897821428,-0.018533237051832328,0.05052854189961069,0.08675725300279763,-0.10457629288417611,0.06186539595071918,0.12738417811131408,-0.00824354403685144,0.07807338315913916
HALLMARK_COMPLEMENT,0.01636500105509461,0.012234190625564825,0.06654394025726261,0.04484053816540406,0.06309944226991099,0.017520109399417123,-0.013572260818898119,-0.005205630391764042,0.05500318616915209,0.015001864063599886,-0.07372484403022238,0.07439241810812681,0.09206317837389158,-0.024903797624784906,0.105720008612355,0.08312761574327471,0.06487989760021824,-0.041716673271854444
HALLMARK_DNA_REPAIR,0.05661588750180525,0.07292981809058233,0.036750156956413704,0.05036961894836098,0.07669932387303477,0.05223338008632938,-0.012827607743097965,0.05579433680511159,0.04006532018628711,0.0663625924822577,-0.051902542902882175,0.06498123506686491,0.17007302190329504,-0.048649142425468694,0.0004294376982925669,0.0852960340306412,0.004974865430934082,0.022551202084896926
HALLMARK_E2F_TARGETS,0.04376102712955648,0.03793903574202053,0.034477036941332945,0.026792611950575973,0.07878830413229627,0.050050893912158695,-0.0010315627189963676,0.06611215369589508,-0.04404912712051374,0.03282676493279176,-0.020684222225907267,0.060191182140688124,0.07787000958599602,0.004939224576214673,-0.019548396157323532,0.0358232049873185,-0.00877688744855025,-0.04645369936148958
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1013848772450835,0.05024512027245415,-0.011790628104710685,0.0046727334713503104,0.06850023139827192,0.031979977470379874,0.01729240681912137,-0.05938124658181376,0.06661016969579721,0.03292385201682588,-0.05344467292663494,0.05305724581975481,-0.11873110794845723,-0.11041783955580307,-0.015377336309788475,0.12423670785014981,-0.006568209234274615,0.018157724152077014
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09104702218537634,0.0633439803497825,-0.0036403965756878834,0.11312180664800346,0.053016950457397446,0.03173316121582892,-0.003456159693784222,0.08531989348871762,0.12975777366214666,0.01954164003235906,-0.027595705703347413,0.028335874345180395,0.08546460635419485,-0.07466193278613897,0.06341101674880216,0.06247840069848594,-0.008929399363796336,-0.07032504111100175
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01670608637545408,0.007663979502904159,0.018851797272328587,0.0009271544002063513,-0.010735856619882054,0.07055608155927166,-0.054471076782043625,0.00889664519038583,-0.024134913106741575,0.029928307638796236,0.020383459934068624,0.08658026558181554,0.14261227604121224,-0.00047756314198937156,0.0527189663032172,0.05246756524666343,-0.00792203319136132,0.01432495908336829
HALLMARK_FATTY_ACID_METABOLISM,0.02515312290910806,0.0318059492957937,0.005427472120593704,-0.019511472618796193,0.018393006446440815,0.04497166802414668,-0.06745561987050748,0.07400344915328777,0.12247246151456911,0.022454040965534813,-0.004221900598587115,0.08107216752180266,-0.007730356932558517,0.04450383172024243,-0.021167762180696516,0.03112603480833054,0.0016890618024489633,0.052565177948398344
HALLMARK_G2M_CHECKPOINT,0.09533721533615541,0.003067194600945608,0.014963865471746643,0.019306202327408484,0.08380714025591575,0.038183183948405836,0.002310187339085436,0.06789925537987326,0.027130206328918344,0.00731542767580165,-0.05534420685147236,0.09352700279230898,0.0632743542739169,-0.06221234777686124,-0.015340701484479309,0.053236448316047714,0.03263462121117462,0.06289778290080225
HALLMARK_GLYCOLYSIS,0.02205248940281801,0.015825041714002126,-0.02361057090705719,0.056031105093303245,0.06423002109110557,0.055423812354854475,-0.05959555071887582,0.10651092133302192,0.0093965508569028,0.049342243825522096,-0.039332239631277736,0.06670049281406645,0.09315650755681167,-0.006070770343969167,-0.026509701407128588,0.09294479189700462,-0.022312976905800964,0.021547872840232653
HALLMARK_HEDGEHOG_SIGNALING,0.006590698688766108,-0.056316738064726875,0.028084269779394596,0.013941234124684421,-0.01622517422864803,-0.028658399378665482,-0.0015618975374495638,0.12684298135780886,0.1000006403282362,0.025015967787358002,-0.03623981952338552,-0.016630130047798602,0.0601897395643783,-0.08603988934177882,-0.023206647366851366,0.026531536605226,0.012069425289093853,-0.032460218916567994
HALLMARK_HEME_METABOLISM,0.07391919248743724,0.07311851122130669,0.05758558794983472,0.07174343838862576,0.08026116628019603,0.06493787467501466,0.04416045207044523,0.08068684509400124,0.08067233232268559,0.041076807871187566,-0.010956567031995747,0.039983482897106286,0.14673311697814173,-0.07494455437765818,0.08491747739578345,0.06938695723323253,0.011743543951220202,0.050115614334058145
HALLMARK_HYPOXIA,0.016077216738733382,-0.04680029322001296,-0.016010680283871724,0.03477515007381526,-0.013021930360712948,0.020978758424507277,0.014184499270248134,-0.007950789459857943,0.05224723466217097,-0.023545474561640772,0.007056853941650954,0.02338760922006338,-0.10214903222202913,-0.046803880075815166,0.0015850395004549753,-0.0007634521360814922,-0.023033804603632236,-0.09387070798568463
HALLMARK_IL2_STAT5_SIGNALING,0.05510068268870367,0.04666664151610907,0.02425810877754927,0.024980708634297178,0.0662128453255557,0.13820893310040636,0.014187278303495289,0.04133186444103117,0.1153267915193706,0.038620452806101484,0.010137384639244238,0.09139359904877974,0.10481976104983921,-0.055535660792585526,0.05908830465312354,0.06518575932870121,-0.024729370148444858,0.06608503085791566
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04606236945256807,0.046234436937569755,0.013123043390640781,0.0018511580393752068,0.05391301683119524,0.00587477696768608,-0.003055020694219493,-0.0784763005150309,0.09786729458985591,0.07045801281152671,0.054636641945877695,0.03453301387693077,0.06483640336772016,0.003140613736153353,-0.01094374055277758,0.064521057800346,-0.008773112804646014,0.1558266353370537
