,MGH258,UKF259,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.028041490582718712,0.02044799301252262,0.10738644943589665,0.025057098138618172,0.011211155738430973,0.13918858381567853,0.10892142291863668,0.057947105435150574
HALLMARK_ALLOGRAFT_REJECTION,-0.06848410240577162,-0.025310782776887433,0.16064130215221675,-0.02019622204402203,0.025947853466625967,0.06177087568747781,0.03318931091405747,0.029779333731504827
HALLMARK_ANDROGEN_RESPONSE,0.014517614998526062,-0.0160326958161899,0.15870121376285304,0.02419988398298337,0.01420997442266054,0.07681550026838342,0.05374492963517222,0.09080515526874025
HALLMARK_ANGIOGENESIS,-0.027927085094846815,0.0017368193790541627,0.17480797851284427,0.027397880335041605,-0.024955403817910296,-0.06601571418416707,0.0021513602862514416,0.06822524789024671
HALLMARK_APICAL_JUNCTION,0.03332990428849137,0.03160534358502879,0.12118116495927975,0.0261313166477427,0.06889379458186175,0.17750068037198377,0.11128905279884543,0.05887487552510995
HALLMARK_APICAL_SURFACE,0.08522258999725664,0.05640240921421787,-0.0554330297273302,0.040827783142788024,0.07011083459871235,0.15799022745551966,0.14615247168110684,0.05036602206993817
HALLMARK_APOPTOSIS,0.025408262448935834,0.02413978247058883,0.04600287355267815,0.07083715660028189,-0.007794198075913232,0.05424091832240485,0.08899245715501805,0.0698231380779935
HALLMARK_BILE_ACID_METABOLISM,0.02773700034678754,0.012725563281456872,0.14893981782738552,0.007690545849237732,0.05634530006581918,0.1375053478279132,0.13061416578217797,0.020751291413023905
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0413051902756452,0.0450520756420795,0.12913721108722154,0.0034365362114741433,0.03540756195794843,0.18262051741415855,0.15362948249038746,0.06625249446776532
HALLMARK_COAGULATION,-0.04766704618893532,0.006800773491017229,0.10759326223628228,-0.01664313396861332,0.08690098535219545,0.04101910508557588,0.019018653818828918,0.07618949952052426
HALLMARK_COMPLEMENT,-0.07600869721559596,0.019879358949483034,0.15573889146283065,-0.013378749411676976,0.05991992902231111,0.10309718772038365,0.021454386837051854,0.05909834689706139
HALLMARK_DNA_REPAIR,0.042530623494935145,0.037474101209784554,0.15786159681349485,0.07049229603757394,0.04822335655473505,0.1937506413036875,0.09573566408703611,0.07243025508108263
HALLMARK_E2F_TARGETS,0.01566198723257791,0.06305019255276155,0.17587230105438376,0.04346508886330079,0.07035268705019083,0.09416283820311348,0.11004012352656548,0.06681332020959276
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07449263087015492,0.0008921550816152456,0.11922006020177371,0.013479275319097313,0.039583091893192396,-0.012243473843241811,-0.0406377273271806,0.0724485802471342
