,UKF260,ZH1007nec,ZH916T1
HALLMARK_ADIPOGENESIS,-0.01501268550768795,0.05896971302546056,0.08456767934944806
HALLMARK_ALLOGRAFT_REJECTION,-0.0030323785341430844,-0.008323160004842605,0.07489590215111407
HALLMARK_ANDROGEN_RESPONSE,-0.023425842716324863,-0.011285339818874907,0.05755533700633858
HALLMARK_ANGIOGENESIS,0.026561649818904923,-0.02199168727361213,-0.06533949396228371
HALLMARK_APICAL_JUNCTION,-0.005133766818009224,0.08605495622014145,0.05684735160529334
HALLMARK_APICAL_SURFACE,-0.031663010336133196,0.1448576487909679,0.0773025239471077
HALLMARK_APOPTOSIS,0.04495972868344921,-0.004111767861230584,0.023423185819626186
HALLMARK_BILE_ACID_METABOLISM,-0.028044921969738214,0.14285910506044003,0.09466553226851039
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0074231029576371675,0.07158600474832608,0.0460648761236702
HALLMARK_COAGULATION,-0.0013711239835613733,0.04597376659267465,0.054271072189293376
HALLMARK_COMPLEMENT,0.02057767166357996,0.03137374226107506,0.06586476368738732
HALLMARK_DNA_REPAIR,-0.01237152574737339,0.1869368476122362,0.09165748779507538
HALLMARK_E2F_TARGETS,0.0059443966141012475,0.14737115184028435,0.05740070433812366
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.008468780737623973,-0.06283276540237334,0.014635302677286242
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.06944724632227146,-0.0444559718304462,0.0631986411145913
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0015010350751715755,0.18123202667217378,0.0700226825159792
HALLMARK_FATTY_ACID_METABOLISM,-0.08785507062080772,0.056221414719076136,0.03980619446892538
HALLMARK_G2M_CHECKPOINT,0.016772352965467446,0.0602108850317808,0.05284112747753402
HALLMARK_GLYCOLYSIS,-0.0426362288696975,0.13182827154041885,0.04575766717400182
HALLMARK_HEDGEHOG_SIGNALING,-0.06297029131034658,0.0010427252466469437,0.07188081455302103
HALLMARK_HEME_METABOLISM,-0.03861296504596432,0.08725677295998104,0.07621957546072743
HALLMARK_HYPOXIA,0.00854281184145785,-0.03831496892164736,-0.017572289467803558
HALLMARK_IL2_STAT5_SIGNALING,0.01672742643067953,0.0823058269830411,0.06219277095459146
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03239559537826867,-0.013725277251221548,0.057664097017278294
HALLMARK_INFLAMMATORY_RESPONSE,-0.03184357834498648,0.07321587404418818,-0.002538104880647544
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.03260662312364998,0.10178732978951316,0.13058874301072818
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05374167783528856,0.10555004516840932,0.05977686876130581
HALLMARK_KRAS_SIGNALING_DN,-0.0460622324057629,0.12653836246185518,0.09683794494080586
HALLMARK_KRAS_SIGNALING_UP,-0.08774936195155036,0.00963649446922585,0.06054482830143682
HALLMARK_MITOTIC_SPINDLE,-0.046130414006938944,0.051787788931466364,0.06267779642914847
HALLMARK_MTORC1_SIGNALING,0.0073349455991815965,0.014946470947392853,0.009163645933637757
HALLMARK_MYC_TARGETS_V1,-0.019025787677426888,0.16558056859975978,0.0866003072275711
HALLMARK_MYC_TARGETS_V2,-0.03547212826800358,0.07279263231870317,0.009417543056515147
HALLMARK_MYOGENESIS,-0.007931793871089568,-0.0005488801285508957,0.04189418104029179
HALLMARK_NOTCH_SIGNALING,-0.021472726852248825,0.055958578556236135,0.07933877906299054
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.038195657546338434,0.19231442071392826,0.07821363085457848
HALLMARK_P53_PATHWAY,0.029942983278971675,0.08503802237054296,0.058125024685489836
HALLMARK_PANCREAS_BETA_CELLS,0.012751105776694655,0.09616525068022362,0.11730826409436784
HALLMARK_PEROXISOME,-0.004464649019852639,0.022698188919358066,0.044538583979950745
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.03325912295282799,0.08218733800869073,0.08084738247243776
HALLMARK_PROTEIN_SECRETION,-0.02754220388338875,0.08119668554813987,0.09540456910965375
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.021484811246455456,0.059518860422374656,0.07170743068404044
HALLMARK_SPERMATOGENESIS,0.002661516702242607,0.1626378771038772,0.09008524111942263
HALLMARK_TGF_BETA_SIGNALING,0.04641706766545567,0.10567902442601515,0.0426883728400642
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.03225233161264701,0.0950550624442332,-0.029371810048225633
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.021728456906154218,0.10205466496980031,0.03937169327466049
HALLMARK_UV_RESPONSE_DN,0.013673498351167624,0.07688203872687967,0.054899351658651854
HALLMARK_UV_RESPONSE_UP,-0.028676484671530503,0.04638861163708257,0.030649743984890933
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0032482327498534734,-0.014639312780989452,0.06763281455990605
HALLMARK_XENOBIOTIC_METABOLISM,0.09257433557031731,0.10218923459066968,0.07963813946985265
