,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0014922818477779629,0.11645230592205762,0.1348822670676897,-0.08659576390062741,0.09503647129611058,-0.025963699084665726,0.16369403558754234,0.07461023426300957,0.03721466725634124,0.0318110587082022
HALLMARK_ALLOGRAFT_REJECTION,-0.12893180488921757,0.09459433707805504,-0.16392968952460085,-0.32411853806599983,0.023541536798394012,-0.0888511539086376,-0.2488252063471609,-0.1644889505663567,-0.022873021673150976,-0.08068803912158491
HALLMARK_ANDROGEN_RESPONSE,-0.02897760559232947,0.2101428822209413,0.05887778996910647,-0.27780238285468384,-0.04319359013561902,-0.018925508648777113,-0.058396893328453874,-0.15872928084454524,-0.05636111088505691,0.026630794418735382
HALLMARK_ANGIOGENESIS,-0.09214791220595418,-0.2656091222008371,-0.08638393797290703,-0.3759508615599446,-0.13541943204034013,-0.15883765048247953,-0.2849356708336667,-0.3113861607511326,-0.1394074405205102,-0.08479104647144875
HALLMARK_APICAL_JUNCTION,-0.015276406755156732,0.00372213222968453,-0.0006549740739722893,-0.2478286712454586,-0.082290752692982,-0.013365124307655013,0.08480001333453942,-0.2083146285149734,-0.006378623384628456,-0.008389686343776537
HALLMARK_APICAL_SURFACE,0.082629334859078,0.05268768765118592,0.18057839903650597,0.24961402956619777,0.06861436683405243,0.08569918667883485,0.20802869055556253,-0.07675644203046385,0.07835214928641755,-0.0295728282832275
HALLMARK_APOPTOSIS,-0.07130602066590871,0.030559903771415407,0.0364179461518707,-0.06903551592943648,-0.11937352028591292,-0.030329538117796918,-0.06390127584144828,0.158370844450949,0.032578483855399964,0.06720260201828265
HALLMARK_BILE_ACID_METABOLISM,0.055150410863540236,-0.015714116264842214,0.008880816416777656,-0.3729998417751948,-0.09199274349076708,-0.0632101143698014,0.008102383381628116,-0.1259728864727653,-0.007828756235303835,0.015010665563103848
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1264797937107704,-0.025032396550607024,0.00840054928253834,-0.2510918565379875,-0.13360523770206184,0.027216207856892112,-0.18826616835579105,-0.2776599674770378,-0.020428469593717122,0.04475096014554275
HALLMARK_COAGULATION,-0.14595394452025576,0.061379634809921486,-0.1642644629819146,-0.3653104666110239,-0.05965769036940684,-0.1605258058840593,-0.27932056251091486,-0.23491747531614435,0.012056863471704544,-0.0321038507685129
HALLMARK_COMPLEMENT,0.0022651461316680888,0.21448516844966578,0.02632686635870648,-0.22755860813242176,-0.09017563782181964,0.021869481470701096,-0.14212655766071347,0.0419963919531263,0.016578739461408608,0.07441308386374536
HALLMARK_DNA_REPAIR,0.06708577265423286,0.14808413178884305,0.052852447597020354,-0.19918502822959494,-0.007769222132243028,-0.016697269721927657,0.18455099276415488,-0.15224864878986408,-0.07809376165755781,0.044089928189940515
HALLMARK_E2F_TARGETS,0.08021379414906094,0.1281545367041066,-0.0905453883339018,-0.26960733958123756,-0.036253479488066225,0.0453535919895366,0.21963833547581924,-0.19160824692648426,-0.044816195334575454,0.040078142320134895
