,MGH258,UKF255,UKF259,UKF269,UKF275,UKF296,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.026519066034279604,0.06657573185319725,0.022323703298272195,0.024881382547475406,-0.0017431028141278867,0.03207585380464137,0.10684998291961222,-0.012958601361368404,0.15042903071093214,0.07656620609650149
HALLMARK_ALLOGRAFT_REJECTION,0.04063698641627632,0.1043074809803797,0.04150794117627036,0.007440712490827097,0.0717611709294867,0.06718283476538005,0.08691463843313033,-0.050362169267704926,0.01136628115857824,-0.05239010931024135
HALLMARK_ANDROGEN_RESPONSE,0.036308268552763694,0.0014419634266389391,-0.0009984173793449063,0.0013263368754621294,0.08317029162069452,0.023611919358580095,0.11414072244049996,-0.038245173990192956,0.09127868510456186,0.11007746943929593
HALLMARK_ANGIOGENESIS,0.07501747667051309,-0.04060760388160149,-0.041094032864445316,-0.023641116526615144,0.03313909053104883,0.012426117295010008,-0.09127899623511936,-0.04725515877816111,-0.052444924695110334,0.052377834463234546
HALLMARK_APICAL_JUNCTION,0.06070478000777371,0.0965907568206752,0.0669015961294906,0.010893350145588928,0.052206041081612524,0.03150942897657407,0.09441633708918307,-0.0480641783585821,0.09476610043254066,0.1111551173969725
HALLMARK_APICAL_SURFACE,0.05535612205118592,0.05260984962357604,0.017729489988113314,0.06035529515109908,0.029762291831088503,-0.04525775817599713,0.12453334874904562,0.0043293426826110735,0.1096067341846073,-0.030035872055620826
HALLMARK_APOPTOSIS,0.015617728369614453,-0.041767579800543735,0.029318289738686065,-0.026220274684012595,0.021647473450801577,0.05694776117109947,0.003016013342962096,-0.004971600902975237,0.04393294831840001,0.01740806564009527
HALLMARK_BILE_ACID_METABOLISM,0.013793110527688503,0.06104400344496801,0.003663398251235981,-0.018641710018696737,0.004666513104324626,0.0007149604441487791,0.08218555027737344,0.018335114990612945,0.17064218742337312,0.13500999004036313
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.049232566703873326,0.03663434017774885,0.04962688233306443,-0.027266694292469525,-0.0064449241240264075,0.028659895622066955,0.12166197380369204,0.06476872515769419,0.16589006902557726,0.10982879372173499
HALLMARK_COAGULATION,0.026478138292677433,0.07006672593254491,0.03611223541786409,-0.025751990233252784,0.07407199165997774,0.0732241992582407,0.07970759502933189,-0.018152599210784968,0.04745539951978494,0.05641943588634348
HALLMARK_COMPLEMENT,0.02772279925045784,0.05377650307145233,0.02317712359356312,-0.013861283058021453,0.033547747323402016,0.012264351666295442,0.09078788931032124,-0.04383307224736586,0.1541657961271038,0.04379559991326863
HALLMARK_DNA_REPAIR,0.048485254815161055,0.09209072577391307,0.006243575361484247,0.02292442820104976,0.06594359298690915,-0.008214714315148846,0.11231212844322679,0.014850319635023448,0.1437742213571319,0.15083841333384804
HALLMARK_E2F_TARGETS,0.03738185501270521,0.06935878754969858,0.07003266791537646,0.006119877456703348,0.08386476467815741,-0.012752891937377038,0.10714189361989523,-0.013318481231461114,0.15202924288695877,0.12343056623075774
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.002216245419049381,-0.022323772217282337,-0.001068922032707765,-0.0018865071209421167,0.005962795947353905,0.024580466160979805,-0.030812623317020168,-0.07191125906634172,0.01313866176539788,0.09886614361247904
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.018507002336799826,0.014735091452281341,0.013149463256362685,0.005941934722882632,0.016598641209506694,0.00795233499387355,0.06513004331679056,0.020865772013751428,0.12291455239837004,0.1537822318495177
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04605082427584945,0.05391294396466382,0.04785830816745255,0.02966016921843141,0.03419403256782839,-0.03397631923143734,0.12126916075665352,-0.042113599635643574,0.1528374229500986,0.03729239283554764
HALLMARK_FATTY_ACID_METABOLISM,-0.007359172787739735,-0.0323928569261434,-0.023751399475875533,0.03635622322601967,0.01765013871948782,0.0055811765080901726,0.01473607566085535,-0.008720963694651673,0.11648771213766572,0.056216123382580946
HALLMARK_G2M_CHECKPOINT,0.05475059697969635,0.09878653451178478,0.0132871466802138,0.03459713687188175,0.025601787437105693,0.027509427722925365,0.10197412355176314,0.0023900522953522116,0.14131236669141342,0.1614508041775927
HALLMARK_GLYCOLYSIS,0.05359102941722295,0.013211455448163979,-0.022449269443022377,0.009234491929218568,0.009386144934866805,-0.017425359585450644,0.10427157172784664,-0.01836973423043942,0.15736119981098318,0.08804095240198438
HALLMARK_HEDGEHOG_SIGNALING,0.02632625158650388,0.020587852591650895,-0.03852855496868748,0.05294685096841877,0.018439344876613653,-0.034852935976718506,0.05997677689586913,0.021946878919489005,0.09666957916998593,-0.010703826134668118
HALLMARK_HEME_METABOLISM,0.0005976133808480086,0.05510963808939086,0.004394793966905411,0.04823242349111439,0.0531864626508988,0.013014401451158918,0.10820616804726889,0.015082649335442823,0.13557258483576057,0.07545073795786138
HALLMARK_HYPOXIA,0.032800014091827936,-0.0332420570390197,-0.04098349102048158,0.07465520524767062,0.01549527687182017,0.02952315514966659,-0.08988824603170929,-0.07193600732304821,0.007451560831999085,0.12116619624301393
HALLMARK_IL2_STAT5_SIGNALING,0.06913365553634619,0.046766642655416794,-0.0022380370684703527,0.011178525732659232,0.04575207750574601,-0.04222852740651391,0.0903967995570367,0.00906255653979226,0.10743636702155147,0.0944077042991018
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.014382592510356793,-0.012512488798500556,-0.00681066183532713,-0.0235193124040353,0.011067427966939648,-0.006482560420100907,0.06447122620693668,-0.07384554031217136,0.10343786462175475,0.0845683440597228
HALLMARK_INFLAMMATORY_RESPONSE,-0.023156284594817778,0.0034969907300243116,-0.03330514025842383,0.020310023818220887,0.0013574513933682785,0.018075332001741422,-0.023846937695846337,-0.01439678944216756,0.07137598437460455,0.053634370442985566
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.043450254890869185,0.018813915896089013,0.02296757578039947,0.0005584064556863998,0.05576698277284438,0.039782356447460254,0.08745980590966325,-0.05054004558093121,0.09775705129321638,-0.01977186229250489
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03744311346902473,0.025409717563647412,-0.004117295303300474,0.010318928687309274,0.08284877818908835,0.042899767131714894,0.05324477245134274,-0.009384461586983821,0.07369653113668027,0.09232328865775287
HALLMARK_KRAS_SIGNALING_DN,0.04329377208053892,0.10916036556262516,0.024870956043559763,0.04767312296446753,0.05718207428532564,0.02315405406923474,0.06707220300835316,0.026574186165344547,0.13720410844703976,0.06322110875699655
HALLMARK_KRAS_SIGNALING_UP,0.06795229698077056,0.06942885238339115,0.023950650805778906,0.031376736758255266,0.05063143502781727,-0.059932082370128065,0.09487072195947746,-0.0728992525806209,0.08165799161428819,-0.03351514896399239
HALLMARK_MITOTIC_SPINDLE,0.03300390712576991,0.08138775707966352,0.027725465351856604,0.040861175443489384,0.029714002888212125,-0.023410471943104555,0.11539266928079842,-0.012617906569472101,0.154876522499669,0.0998153661348135
HALLMARK_MTORC1_SIGNALING,0.033303526068304654,-0.006036220914653549,-0.04120557653685014,0.0315225555572555,-0.01774306037256859,-0.013835020471330256,0.035788248039288165,-0.03955053952100208,0.08762800442688193,0.08905081606138254
HALLMARK_MYC_TARGETS_V1,0.06701803838903887,0.09481984169328372,0.04586450858946879,0.01869810954558755,0.08326176411650955,0.009945711675648226,0.1293303728328148,0.04496777915213423,0.12208232669294868,0.14518805971800236
HALLMARK_MYC_TARGETS_V2,-0.0128285345149598,0.056169598734667286,-0.015510822905266258,0.023221458055815623,-0.02019270570158616,0.023009538132684103,0.08609366637594573,0.03779599626702894,0.07631540644104963,0.07783873088239808
HALLMARK_MYOGENESIS,0.06755505021691376,0.03673806610119498,0.003100984892898294,-0.004544600959634441,0.03866948417738622,0.008068459451206232,0.0948558456738388,0.01126608080050447,0.10570921636829772,-0.018471287926141448
HALLMARK_NOTCH_SIGNALING,0.02854893066366544,0.06515804214660237,0.05331497854676558,0.029806128911882602,0.05448069900381699,0.03655833486830686,0.10753731132051912,-0.002083392295932928,0.15105647822790666,0.09682961360742139
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.052030338029588195,0.09970492990298878,0.016472425043045053,0.0556118068887045,0.07050206274880111,-0.02225914248760783,0.11644269823707365,0.034756478517656855,0.13245282804782846,0.07552453244776405
HALLMARK_P53_PATHWAY,0.08016084123501167,-0.02617466104300815,0.017042581081721454,0.015105132320474208,0.04409064259389254,-0.00625476712010538,0.07995231037321889,0.0028283013282418713,0.12648793843007688,0.14295492414681124
HALLMARK_PANCREAS_BETA_CELLS,0.02265196258549837,0.07888516580174493,0.028817886591312993,0.045074862302619215,0.05323535114925436,-8.822667122166701e-05,0.1094074068098809,0.03948835432302011,0.1577133653160252,-0.03332406485750299
HALLMARK_PEROXISOME,0.08515284949840358,0.06792599273670252,0.017168375412044797,0.057709133854797305,0.05829964292024531,0.003977014270002501,0.08919800774437502,0.04263974099700317,0.1032456867516006,-0.002788761226513961
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03060204434527036,0.006538175850704898,0.06897821925595829,0.041735978652917775,0.050814945679760415,0.0019462784968919647,0.12417151047645607,0.06621688210466534,0.0975872503915081,0.021175246075876435
HALLMARK_PROTEIN_SECRETION,0.0403756942331749,0.058747931566207647,0.012320233757656857,0.03206051840205035,0.03740114873230076,-0.0006817420490385014,0.12385406577713334,0.0002159879823360902,0.16734377896216543,0.08775585403457682
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.009222898571456896,0.04594157954004291,-0.011124424135663913,-0.02400481206937808,0.08617837759241391,-0.023882557381676293,0.09081722473004775,0.08191643699967761,0.08373046673295297,-0.0389975847731208
HALLMARK_SPERMATOGENESIS,0.02665198243705789,0.02828931851570757,0.050786551111264,0.06558148084475611,0.09814877778539971,0.014569900538470583,0.0908050802783453,0.010295751850992218,0.1505662469635584,0.04755702866029109
HALLMARK_TGF_BETA_SIGNALING,0.0736626135185705,0.07622039697937515,0.04794984184058879,0.003040451808176565,0.018337771065639944,0.019429776977835447,0.1087071314492577,0.01130350158632475,0.07787677042551516,0.08556361442453866
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.011620669021649838,-0.044975454309549856,0.03997907282943693,0.043804542277761316,0.006393576281323386,0.019645593063026354,0.012898119917956261,-0.01061042780714752,0.061961571402325076,0.14675561099698695
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0326449249818407,0.007129090675704472,0.002641484790972218,0.021440609597035132,0.0518625524691991,0.03611832504219398,0.12866114855485106,-0.019833291127488478,0.13443059991072356,0.09424864021552995
HALLMARK_UV_RESPONSE_DN,0.008927882390883045,0.034358970826244714,0.039278960418099286,0.03807782643788735,0.0037919794783016296,0.008823763148367894,0.06610004658090193,0.0018319421391378972,0.0932212735811914,0.07031833522423687
HALLMARK_UV_RESPONSE_UP,0.03787006291662534,0.0263530456775462,-0.0010323326323424906,0.054214346146506665,0.07216205461563191,-0.03634229187681332,0.11634347848635986,-0.02125014830551388,0.15625688506701266,0.07765683170585061
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.003923135528814398,-0.001914014408381194,0.031133188701479894,0.002177563746762044,0.040963786848813404,0.009902478461453658,0.04729988592640881,-0.01178080595697138,0.06503003137802485,0.11081193868651319
HALLMARK_XENOBIOTIC_METABOLISM,0.0028526826753766427,0.03363976924041749,0.025134610407116193,0.061976578035002894,0.022261915575815538,0.0040470918749879944,0.1010787102916204,0.009390965583178403,0.15391377511458337,0.12702227976832584
