,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.15460984273540324,0.04471585181118646,0.07285121341489821
HALLMARK_ALLOGRAFT_REJECTION,0.09746625214601998,0.010569475847261525,0.06986072971408833
HALLMARK_ANDROGEN_RESPONSE,0.1388820662265885,0.01544849483958042,0.08137057539395581
HALLMARK_ANGIOGENESIS,-0.04085446775239088,0.09577942898721935,0.007242942704099696
HALLMARK_APICAL_JUNCTION,0.09722912393936371,0.05028056244758283,0.014251125106948896
HALLMARK_APICAL_SURFACE,0.13103371965660549,0.04937762517173655,0.027446495479023097
HALLMARK_APOPTOSIS,-0.04396626644270399,0.059802599690528535,0.07759206544632304
HALLMARK_BILE_ACID_METABOLISM,0.15308733159271753,0.02006350423190439,0.018892570651756164
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12196013993112076,0.015014667052341718,-0.04715511240848035
HALLMARK_COAGULATION,0.09767885437213265,0.10673004181019169,0.11515596917732486
HALLMARK_COMPLEMENT,0.0598976481274922,0.052828268579276784,0.050620783249607657
HALLMARK_DNA_REPAIR,0.14666396981815377,0.027218904056731687,0.0030118364784831445
HALLMARK_E2F_TARGETS,0.07882481247026982,0.045551543065789526,-0.04590534959818681
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.02475251015953596,0.11413832451526423,0.0882247030479944
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.027964755867705485,0.045223890533543074,-0.0015368039550959418
HALLMARK_ESTROGEN_RESPONSE_LATE,0.14969772848182394,0.01858900434624043,0.021786887381385883
HALLMARK_FATTY_ACID_METABOLISM,0.00879466752716333,0.027577444743946584,-0.05017264679516827
HALLMARK_G2M_CHECKPOINT,0.016708045023344973,0.033485259926393,0.00707815928247185
HALLMARK_GLYCOLYSIS,0.07343943661694143,0.06558765112324606,-0.035037011629293936
HALLMARK_HEDGEHOG_SIGNALING,-0.023996927394108147,0.02991362733013387,-0.009956875517972905
HALLMARK_HEME_METABOLISM,0.1477421108604945,0.04776716502450362,0.015592050265800454
HALLMARK_HYPOXIA,-0.10271902263095384,0.023989837924069647,0.005330626834964144
HALLMARK_IL2_STAT5_SIGNALING,0.07652403462650763,0.03842313466312247,0.0011998744816934645
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04099193240242194,0.08337348725164105,0.06363168005296353
HALLMARK_INFLAMMATORY_RESPONSE,0.009440117507513168,0.06796647237885355,-0.026776811930908122
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.13769066948626202,0.025021116594894532,0.04166094232790797
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04615243484035297,0.11848133719578438,0.09555836473249671
HALLMARK_KRAS_SIGNALING_DN,0.09617535582932601,0.04213028784885775,-0.02563879358097195
HALLMARK_KRAS_SIGNALING_UP,0.06643868031297963,0.029581982829246838,0.08443986778438975
HALLMARK_MITOTIC_SPINDLE,0.1107625184616215,0.054421491040849,0.005264829536749917
HALLMARK_MTORC1_SIGNALING,-0.029136855775706245,0.04673215787084108,-0.04384156180888182
HALLMARK_MYC_TARGETS_V1,0.1607000767944438,0.0013117370863356362,-0.012704509540055295
HALLMARK_MYC_TARGETS_V2,0.1219362461855708,0.08343350328594279,-0.00037712748903986383
HALLMARK_MYOGENESIS,0.14321944607495027,0.048932354799237444,0.047019441752925044
HALLMARK_NOTCH_SIGNALING,0.17412969549961385,0.045573842535941204,-0.026946060404478413
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.15784723754909555,-0.0077278608259970785,-0.006412313378532234
HALLMARK_P53_PATHWAY,0.13221902908536554,0.018345189504501598,0.012031882403833058
HALLMARK_PANCREAS_BETA_CELLS,0.12273814426378496,-0.006033112205316613,-0.015442894525971185
HALLMARK_PEROXISOME,0.13187716486611256,0.012611674942476284,-0.022717460672891383
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.15106634597465976,0.019422428988032866,-0.032235762476474965
HALLMARK_PROTEIN_SECRETION,0.11083424160433723,0.02279444410509665,0.01904276056872152
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.15778948916834173,0.016060551725325885,-0.015995089695621093
HALLMARK_SPERMATOGENESIS,0.1397509028679992,-0.004254162410701614,-0.019192339808793576
HALLMARK_TGF_BETA_SIGNALING,0.16233169129058966,0.03971758644588122,0.04142188010073448
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.048474805240048706,0.03854241913044178,0.015802618769231613
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.1484812354740577,0.03604211345978701,0.016282218677510885
HALLMARK_UV_RESPONSE_DN,0.14647771193144224,0.002484055263123059,0.06433374620729719
HALLMARK_UV_RESPONSE_UP,0.07715577585731363,0.061694318234264196,-0.028216726350212138
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.09253610370809923,0.006401709796430793,0.018274498712241533
HALLMARK_XENOBIOTIC_METABOLISM,0.11495786043276521,0.0648753870946708,0.09261489374135441
