,MGH258,UKF248,UKF255,UKF259,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0438789239565662,0.043662483309947625,0.09415421617049535,0.04342489228112479,0.008998711091458856,0.06976803499891553,0.017557540236740384,0.10852708908792857,0.061276848213507096,0.054643767039068335,0.1285028922111923,-0.013246447775829779,0.06538683646919616,0.18674856538175152,0.09700849342114018,0.07086806615548626
HALLMARK_ALLOGRAFT_REJECTION,-0.008704321700717185,0.0123339328066381,0.09515492536224002,0.043609214638255976,0.025166934692742407,0.11420388987106814,-0.034972078455582055,0.029230057205041515,0.09558807882427432,-0.011379339095473897,0.08204238019172169,-0.011610668065223019,0.019175431701117716,0.11148273481350275,0.00952538998399346,0.07475893297125166
HALLMARK_ANDROGEN_RESPONSE,0.10702873230040968,0.01620617975086297,0.046732617260239445,0.016001356670691125,0.009805999487245162,0.09531406682613232,0.010305656877702537,0.06915265188789664,0.03841143122610016,0.057505741849629706,0.12369262269503434,-0.055958793975381976,0.07262673983719901,0.10937004088032803,0.07426423653465708,0.06375649911707497
HALLMARK_ANGIOGENESIS,-0.0767350680981137,-0.04396728083583102,-0.017147047638585173,0.012496501788853837,-0.019347081197389416,0.009593893703190465,0.07863769093388055,-0.0041719445172711,0.00046336819793785597,-0.02335474825862094,-0.06863121110821728,0.026364725304474926,0.008228802523924881,-0.107348412820447,0.0744853864157962,-0.040928110304820055
HALLMARK_APICAL_JUNCTION,0.09941257093015907,0.05936575862613109,0.07507187040475902,0.05731045306425869,-0.023318406743758017,0.11406900284447204,0.03633547863278786,0.12461130263928258,0.09197906771575932,0.09351733381850272,0.14389747929806476,-0.034154927388143644,0.0020416923489500753,0.1694071944544987,0.11889679108664729,0.12917111194495284
HALLMARK_APICAL_SURFACE,0.07830803416656458,0.004865027796262036,0.05985088295604421,0.05686203151432512,0.08799528555703759,0.11697980453247914,0.020319022785694234,0.023245401803741485,0.06882095986676656,0.031066876544015763,0.09006379358683902,0.009600102635210706,0.054664555326777324,0.1034239512591974,0.09068561381564853,0.06512459622622122
HALLMARK_APOPTOSIS,0.01081521390442039,0.003055651805462446,0.05974292777444958,0.014112094273656822,0.006826894034307857,-0.03751475388437419,-0.07561743667563843,0.03663213099085997,0.02264381459099375,-0.020042735090067685,0.012332784030472856,0.046970405561720434,0.09974938761922682,0.011442012692489218,0.023044558893143864,0.02337373130616883
HALLMARK_BILE_ACID_METABOLISM,0.08441295396741241,0.023014760348608367,0.03558604505081223,0.04441040314110981,-0.02347813650693245,-0.022112382676310133,0.0664069858694463,0.061674348502891156,0.0064085167687514995,0.04302512608393883,0.10321366001156099,-0.012096707168243837,0.03073202804823238,0.18401506247900118,0.05165854817579162,0.02767333530191198
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04083412829795233,-0.0035710366783557965,0.09268565145866547,0.049945220118081314,-0.04485061825691848,0.05565429678062772,0.06377951403948959,0.017990788288617648,0.044473789071198463,0.0426690757450602,0.12079091429762472,-0.06406901941226158,-0.03365240039938691,0.18230112662296233,0.07438113462384446,0.04505806480844297
HALLMARK_COAGULATION,0.013526347067694481,0.039148224061355666,0.0617522319745208,0.07511102691867592,-0.022577531168910474,0.10987429883458388,0.017903494269678147,0.08422726091806357,0.12076129903003609,0.025787921976883635,0.1104845457796601,0.007979671499246657,0.09204687318930531,0.09840583245564717,0.05590302486265077,0.018403847163429254
HALLMARK_COMPLEMENT,-0.00807706559258582,0.01019875483865963,0.07247651357725417,0.05928385257806445,-0.004154328460054703,0.048163580229033894,-0.05571923480850903,0.06553524147391303,0.12704735435842768,0.05936976923693412,0.09687975899519398,0.008255429421851705,0.046297473323868174,0.14263985299472465,0.05404811956920805,0.06834600616059786
HALLMARK_DNA_REPAIR,0.08166419311631751,0.046986981273271645,0.10542520213416248,0.029039357339967892,0.04504181116736332,0.13503364895463532,0.07561840521565746,0.09667983839487088,0.07851116292898809,0.04146997738067458,0.12460851325826829,-0.014088833651846353,0.012718877665771811,0.21435999733504743,0.08505909031243204,0.10385007359193213
