,UKF243,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,ZH1019T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05510384845728547,-0.0009152200758311863,-0.03212413536784253,0.037824488527216836,0.03839529449864267,0.10076370023457593,-0.022298699715423146,0.06648460331917666,0.04505856462945891
HALLMARK_ALLOGRAFT_REJECTION,0.015335766905272379,0.00628123361647074,-0.05224687933611422,0.07328164292478352,0.0778738467841728,0.011723057144874469,-0.06496606880282116,0.11572376581073304,-0.015129254537997692
HALLMARK_ANDROGEN_RESPONSE,-0.014236022443198887,0.04406998102801173,0.06290486755129991,0.010999287791706225,0.11327085330120495,0.030489500246309247,-0.01180247314414121,0.07709076475286485,-0.024586019923425923
HALLMARK_ANGIOGENESIS,-0.12064116935091698,-0.016528016252183225,0.015595481684992507,0.023826540030919642,-0.05243312999416594,0.0492671245903147,-0.11852864988409896,0.0019306299486727926,-0.10462241781558465
HALLMARK_APICAL_JUNCTION,0.011390500977780322,0.017477871508131307,-0.021142946733750057,0.05114648730101926,0.05144550159826461,0.10416690365563554,-0.014033177015872998,0.10026303867266066,0.022156413568131
HALLMARK_APICAL_SURFACE,0.06412993906363852,0.00521909577376532,-0.04683668452762442,0.06084686078395036,0.08207829820136278,-0.013228572102287572,0.0609857567875177,0.044227528307581324,-0.024148174985552946
HALLMARK_APOPTOSIS,0.07642094643515751,0.012723859966224793,0.01546602342708244,0.008590889623845554,0.04860796373911278,0.07773205592563619,0.02780364765220588,-0.006557050722634981,-0.009294008459690748
HALLMARK_BILE_ACID_METABOLISM,-0.012992972631648806,0.05392499168033168,-0.01726098275622227,0.05271688161957959,0.014521292626240872,0.059910363734933456,0.034010243659587984,0.07299368157305826,0.07326783107127076
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.043266608613062495,0.047649473685546485,0.02828557145098524,0.042842647117403314,-0.02755197254324331,0.1095977463670164,-0.07289514511650187,0.0560488544311004,0.04239397336400844
HALLMARK_COAGULATION,0.0536848634055251,0.059990468695465766,-0.027635480272694104,0.0629768052647563,0.03801258264301957,0.08024021942403327,-0.07554940977629859,0.042036565004768364,-0.002237349658824776
