,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.045282758996433324,-0.013030986472528226,0.01318416243761742,0.026702331264893724,0.022935305908669355,0.05058220669525456,0.05270653245727813,0.0314653985344997,0.056002770924650475,0.042626947031903006,-0.020066229963900898,0.1291830765821707,0.23358337737236526,0.08950680538143471,0.06690843990791169,0.04898694569588382,0.034055902149958635,-0.006067205038441274
HALLMARK_ALLOGRAFT_REJECTION,0.013635930029400728,-0.0177217811038393,0.04659686203711309,0.015227059118563717,-0.013853823305127334,0.08988488669947824,0.028215660020316898,0.09454497575781919,0.008750494901152091,0.024030914594729703,-0.024626560312568668,0.07045154360499413,0.149756799861001,0.02218866757487983,0.05554857182244738,-0.02463978413573479,0.026403016002796667,-0.05973663611540491
HALLMARK_ANDROGEN_RESPONSE,0.009678708003739104,-0.051697765668474664,0.04117645355136452,-0.01159103039786645,0.03850720681515097,0.08304380731646976,0.019696261044220474,0.12146592526195966,0.039657013130902016,0.010351890132929578,0.052967739786101135,0.1255463603100305,0.20205643142814889,0.08790536451244993,0.00392228297966129,0.030269058514162457,0.07274191004428174,-0.0008384177622199207
HALLMARK_ANGIOGENESIS,-0.04367632872014129,0.008440565388172935,-0.0004594232744318195,0.046323012439865426,0.009588485219803803,0.040178932036835494,-0.0020296273943613747,-0.008596590237009588,0.07239084466990804,0.028854484724875125,-0.041766545951500963,-0.1304384561535937,-0.13880825000004662,0.06650018333703966,-0.07492283473781515,-0.08187684079467145,0.024052199091645007,0.03088058666503645
HALLMARK_APICAL_JUNCTION,0.04050269830775513,0.00414936755492943,0.02762281236814686,0.0011518933703682421,-0.026478767672483864,0.09397368030917333,0.01649763318600323,0.023834550006193375,0.052599004939293016,0.027926627781795263,0.030468597023392285,0.1322933508531895,0.21543382933878802,0.09323148523423963,-0.010539092548097153,0.043204331361655586,0.053465523237010995,-0.044011186514280445
HALLMARK_APICAL_SURFACE,-0.01954901804134997,-0.012923758467150567,-0.03533393057926926,-0.011424080429513631,0.017017146153797597,-0.017362673054333977,0.038083020983555246,0.08476973215284016,0.0032831794940180203,0.04278927716301624,-0.025042846116120683,0.050588762899282956,0.19460806123073562,0.0850709839276998,0.008605127946382575,-0.036918194696522494,0.0889808482218656,-0.033265239926236985
HALLMARK_APOPTOSIS,0.03570897132627179,-0.07034431541290045,0.02902676921864742,-0.00491812191655239,0.018357047835005354,0.05328475701475218,0.019823919574137604,0.11339855467608603,0.06103494213689897,-0.004899874803752895,0.010827014414334266,-0.047087434474155185,-0.05973731168631006,0.05924813506901288,0.02802450495033551,0.009359062736125485,-0.0013687238757371573,0.030272532490384522
HALLMARK_BILE_ACID_METABOLISM,0.002299346155172129,0.042321506016567194,-0.030472825811592913,0.016857241033009247,-0.05117820348584621,0.08338651116418859,0.007447460944554715,0.07557349682960733,0.0011857312551708606,0.016492112602146683,0.07234294726117896,0.11473983728265903,0.17346606219970925,0.07455879710883735,0.0715810139833271,0.05946282740302148,0.01627071280022915,0.0012947824627509493
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03425743584749738,0.0089534990404961,0.024072207922705657,-0.004504392627842494,-0.03394009537242822,0.11054972078338718,0.02459983326711442,-0.0023008240520835973,0.10127356095043666,0.03010283753707946,0.008521913899543715,0.10420656091126541,0.2525843843535449,0.10774800244598023,0.059866376694271466,0.06539378661808504,0.10355269939374498,-0.06700394545345643
HALLMARK_COAGULATION,0.03739385850105101,-0.06610338238204061,0.012153449964562421,0.036102778782530084,-0.052448944321821483,0.07332559922023389,0.011342375677260423,0.05314039966515238,0.05710684606744398,0.04980830489656336,0.013092098933661422,0.03248571213314728,0.16045818310058999,0.10084143028353032,0.07283175172923888,-0.016371032354434257,0.041524267123698666,-0.053415136200134175
