,MGH258,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.03032697918506979,0.0360219984573067,0.020083551831085816,0.0703917377926638,0.03171537487150699,0.015394261446633674,-0.04886170798287914,-0.03125090581324807,0.008114973447912396,0.02318343597920473,0.06236426984548663,0.04565621057160235,0.029737627347730056,-0.018690484703878376,0.08951833332296495,0.08263729775686184,0.016351897944187593
HALLMARK_ALLOGRAFT_REJECTION,0.018992289410620658,0.003807560214166508,-0.04629802161461819,0.10846744550332689,0.12905185780019734,0.06730744384365928,0.013413383555888234,-0.004678189645449082,0.12169173078668148,0.07598288550105442,-0.018766130806634265,0.10930849782335586,0.009223978472552418,-0.020451419468234942,0.05428381398991844,0.017403009570589073,0.031020749910292442
HALLMARK_ANDROGEN_RESPONSE,0.039210835689384035,0.0014892629918664558,-0.0011156901159777492,0.04584501359463243,0.08502976673340878,0.06481163617626594,0.028270301801950455,-0.012486204385708077,0.09158569157706488,0.03933502221057624,0.0305000862955827,0.034686084207758046,0.06234320870119382,0.021655560394366752,0.008019617705185453,0.04705546317528465,0.07649270891279313
HALLMARK_ANGIOGENESIS,0.08295580762477331,0.015541268400851179,0.028734554214826184,-0.04177983191590357,0.1592044176302822,0.06360944197448049,0.00024943849588503897,0.044922097566283986,0.11827709145879531,-0.0014215717050806583,-0.010857844044431764,-0.020794616378667655,-0.03921576398552678,0.002167725729403072,-0.06665503398732253,-0.06071565711466149,0.0848854423066127
HALLMARK_APICAL_JUNCTION,-0.0480290514698146,0.016591962677121302,0.03722570473757333,0.03843000276153377,0.15585915335223474,0.037797698201000186,0.0005214294500332363,0.03441019237726694,0.05588486150876338,0.0137420962955794,-0.004890563108815581,0.05509229582912202,0.01920705940899981,0.025676255826754205,0.06802998269408195,0.05282035258379894,0.006457504466261275
HALLMARK_APICAL_SURFACE,0.02440258471248936,0.0511521831871666,-0.015652652262211936,0.0067408560789710545,-0.04365161201692083,-0.03348388766646569,-0.012670787281957122,-0.017677039548170567,-0.010266467491513599,0.04379846430515452,0.07902842748584371,0.03881451754871532,-0.0010124620425583596,-0.017672527393078355,0.013571804154126895,0.05510116193815229,0.05434358246467256
HALLMARK_APOPTOSIS,-0.013742871013930652,0.010724122539875692,0.01980634881577254,0.008405075951701783,-0.007748028790549731,0.007503819449739796,0.008465583646358162,-0.0006353810706708486,0.051216091849725934,-0.027555799881598435,-0.009234749439990711,-0.0029148363074543216,0.06277406013686652,0.06942205767355293,-0.02202989523567413,0.02989317622053919,0.025608032233107873
HALLMARK_BILE_ACID_METABOLISM,-0.021055288672178697,0.021616015093336174,0.014751763939734165,-0.003077301161145987,0.1383299345752549,0.050684955841025274,-0.007197435420141722,0.004652380760310933,0.018923347535445435,-0.014694871762553038,0.0407317525729983,0.049480067220623584,0.06161732544259876,0.014779700691033038,0.09637078457006347,0.04580655819119259,0.1439466486760367
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04822722718969007,-0.03255163902185951,0.005856418414816587,0.009635146717889474,0.130167092956176,0.08054774261603187,-0.011189860136280155,-0.004004801834718824,0.13463602735956165,0.024159089632276348,0.11692981588160312,0.06557531597751998,0.067265482764088,-0.04713609710110672,0.04897018858016412,0.03687796075134841,0.007416673275595134
HALLMARK_COAGULATION,0.08561378607670311,0.07036762695417736,-0.043184056273128,0.09186620312487706,0.12690856457840685,0.06812367236460189,-0.03118565847678631,0.0035040095324321086,0.12278235824053757,0.017029556169500717,0.010102784919801723,0.07707845415431548,0.002506032570793312,0.0008476696570927069,0.027873901052479177,0.06414171472793125,0.1444459143591494
HALLMARK_COMPLEMENT,0.028215924451263422,0.0019322656255023566,0.0121451537776713,0.09952882569091433,0.07211210558365119,0.041458390343814856,0.01230779709898399,-0.02695601174838149,0.10542436001345654,0.015150140917175405,0.0011473970430914977,0.03154814700867781,0.029216777200853868,-0.015036900280930117,0.10086634712473054,0.0801135837972472,-0.023378278465177902
HALLMARK_DNA_REPAIR,-0.03673996238953831,0.024845625022795418,0.038483475682247546,0.016690183849537434,0.14600549502405788,0.06474800137701094,-0.03703359241711828,-0.036368978250265395,0.034910557572818204,0.0381992854500312,0.05011781015028912,0.0776969905777864,0.05638012676505145,-7.411257124268075e-05,0.11001170190176134,0.03981310878779798,-0.02507281255319371
HALLMARK_E2F_TARGETS,-0.0606950220149794,0.005753092612185683,0.020031062093681197,0.028215014386176056,0.14059584956039045,0.07239124735400583,-0.006268471902179456,-0.017883810120099857,-0.017143464167538053,0.018372706015435673,0.05816520395203496,0.03552309505463338,0.019233312942847632,-0.036702970157328124,0.08953282391119873,-0.0030808277583180598,0.009022180823778064
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.020591143084298814,-5.9118907194257127e-05,0.027896077757774636,0.021048036461347844,0.15489631882579052,0.05263764851502799,-0.01878305531313715,-0.02235391233698102,0.08737116461202094,-0.04228572387617943,-0.053429231656820696,0.054618944119310536,-0.014804697153749234,0.026700850393530023,0.0017832558723934325,0.027741750958492947,0.07542921291611115
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02184955273194001,0.025605175297394717,-0.0063644487034066706,0.045447623516428004,-0.046148819349805935,0.005045789298365057,0.008994212771802453,-0.0005108395421947155,0.0003526562365732054,-0.05143699996140298,-0.007630159833814069,-0.002550698390776997,0.012981913300462,0.030751907867526653,0.09591784066812467,0.05752659942047047,0.016170436304431813
HALLMARK_ESTROGEN_RESPONSE_LATE,0.031017399644759924,-0.014398128245266107,-0.02593365098085638,0.052565940601593364,0.06396575343665398,-0.028218007537372605,0.04552376955551175,0.011090662929205786,0.02854877729027728,0.04611921176687653,-0.002021039217824064,-0.0007778607481064975,0.007727483120964838,-0.0002585006933767257,0.07447120431520947,0.014400556807008255,0.048583797624543366
HALLMARK_FATTY_ACID_METABOLISM,0.06954291696221857,0.0308845033297824,0.032780088853312565,0.03260187954919376,-0.0003326034784553146,0.004206193703783837,0.005692056303906662,0.031224049462715075,-0.021349461180289426,-0.033856434885052904,0.007590549841453755,0.009541463609619811,0.026273472558277236,0.0331358018006428,0.015764181736019428,0.0036388301131106216,0.07506265383917023
HALLMARK_G2M_CHECKPOINT,-0.012331147605155765,-0.015899049730502483,0.06260737187000198,0.048541359700024364,0.13773534122102046,0.06657558132695841,0.01567861032223081,0.02785121239630174,0.024605841702474613,0.02202882911826201,0.023733401055037233,0.06693050167345507,0.015719929283613862,-0.02640791856472667,0.0378336271557505,-0.03766568610409822,-0.02511828526965401
HALLMARK_GLYCOLYSIS,-0.06908920365797575,-0.022537454099702495,0.030152897745140364,-0.017532409866302955,0.035535787597897404,0.0482736262232999,0.017071442645763123,-0.0015701024675401779,-0.041992433760392814,0.025166692748774252,0.061974982201464364,0.06253081886496045,0.007425421739663913,-0.03415760913436723,0.05455063662495011,0.020271018635018817,0.05200940051502143
HALLMARK_HEDGEHOG_SIGNALING,0.08682260418465573,-0.0063824833424723304,0.014258483417885876,0.05035398548999256,-0.11626401677512303,-0.05267848767231811,-0.026569485661038457,-0.007254028954666672,-0.08350236746528847,0.04708153586019411,-0.0051004510404644675,-0.011477377751940175,0.004600375790923148,-0.00015142831419178986,0.03486874767479764,0.02646739577155413,-0.052415650380566246
HALLMARK_HEME_METABOLISM,0.038289546804707454,0.038637751236798586,0.03468761587475643,0.08587245172923831,0.05843079117798728,0.0433261161699777,-0.0018081339907225508,-0.022783299404894625,0.04248540983405739,0.03690832631181685,0.007902055487276733,0.03205976986280973,0.020118661962854147,0.0018219548893222781,0.08823983918243028,0.09878291350781612,0.04741266687479629
HALLMARK_HYPOXIA,-0.05883352801457399,0.02143192004068932,0.005939185429706486,-0.09026449170692503,-0.015187350920748096,-0.0680379225993463,0.011729797195342806,-0.027326900281959568,0.03474051627793414,-0.0047201587491597094,-0.011391278943380231,0.04198764504938582,-0.007408980838429177,0.06748210646456816,-0.02421608148168572,-0.01604838271567075,-0.06508276862446735
HALLMARK_IL2_STAT5_SIGNALING,0.06630874998687329,0.014570121412739081,0.021706260332167573,0.025639771277522636,0.10877051391431161,0.06031424201200224,0.007301353997587031,-0.037733882848947554,0.03584159549991562,-0.013083236139754439,0.015181346609885923,-0.03754602739170245,0.11171213459670637,-0.006157684627370939,0.03887014425540437,0.0614703455715955,0.07685467274576084
