,UKF248,UKF259,UKF266,UKF269,UKF304,UKF313,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.03699675468777173,-0.03076861347695037,0.029053332240708815,0.0034394981391379577,0.0006992966893851703,0.07578300558287747,-0.0012264893172163295,0.07464707626315456
HALLMARK_ALLOGRAFT_REJECTION,0.0560349195482455,0.012531647039016894,-0.02235989498552289,-0.051211232079024026,0.042873144451617586,0.09063429169197942,0.025476826694699615,0.09068865520767926
HALLMARK_ANDROGEN_RESPONSE,0.05349466838168958,-0.030254866999193997,-0.005811907645443036,-0.027662060014313466,0.044486409707643025,0.1015534805129536,0.03007558791643538,0.009247662139208758
HALLMARK_ANGIOGENESIS,-0.07654755407499443,0.031530035472135245,-0.028626287282039465,-0.08196739113971283,0.01445844384848083,-0.00242345455652012,0.03452016797096778,-0.015281999005398242
HALLMARK_APICAL_JUNCTION,0.036374089761287524,-0.02993811715196191,0.007329781673239792,-0.03506429278641851,0.04424458549382733,0.07323482302755113,-0.004126809501853055,0.08636138771773973
HALLMARK_APICAL_SURFACE,0.0552574282491263,-0.013747003106212243,0.01548037430229218,0.053034351889950655,-0.032390421368437776,0.10887608022918795,0.020474024851475335,0.036751855070828524
HALLMARK_APOPTOSIS,-0.029788814004829273,-0.024563285562679425,-0.018446649929187015,-0.02478202000126569,0.10200132130696588,-0.02877094221681224,-0.006702155299033701,-0.04961647007234563
HALLMARK_BILE_ACID_METABOLISM,0.05916866897908428,0.01111680160525642,-0.03603706605478768,-0.056991119118778154,0.010854637102208962,0.003035423433426958,0.11235079352617512,0.0438856350525634
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02399034264053627,0.01293122732266988,-0.02561432456729164,-0.03292839269170016,0.08111024783298686,0.09536911640293003,0.04646171302263262,0.015162385204941424
HALLMARK_COAGULATION,0.051847453265210966,-0.02536472462471478,-0.022502541636937566,-0.06707416623658022,0.05829708089792185,0.07592570129986587,-0.012527893466718069,0.06646571475373272
HALLMARK_COMPLEMENT,0.03213728500336358,0.02944995820490919,0.04376957906766092,-0.030825561454776964,0.048305093719494964,0.10862613935379557,-0.016417491698723013,0.03227679332901913
HALLMARK_DNA_REPAIR,0.03951672945036618,-0.03470526756730176,0.028712632557109482,-0.007241359779015459,0.04788884742047686,0.0855849256755742,0.04768361511079538,0.06835894539003982
HALLMARK_E2F_TARGETS,0.07069775163796217,0.009667718037219435,-0.021311667962195916,-0.03550670902585409,0.02044772539552646,0.11306876118757432,0.054792701614008885,0.048542495031351704
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0013841439274040403,0.008306055392074975,-0.025333366479416433,-0.030640638825599344,0.045024602954744766,0.03959454201432811,0.01660928563061551,0.06320922533454085
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.010879357198740685,0.0016014035576501322,-0.016943979286102247,-0.015122198797764616,-0.02263981602897281,-0.010391316274528283,0.02461732072886942,0.04391987123866928
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04932355409500736,-0.008390699552171726,0.054426929925212815,0.03864507219861419,0.04074957452320048,0.04477601134745619,0.013511772408328985,-0.00033739982671339143
HALLMARK_FATTY_ACID_METABOLISM,-0.010623071033300164,0.015204098043159878,0.00038135915304498224,-0.04024214586496262,0.02625467898676865,-0.002173162280938927,0.03625789579716674,-0.008390374376276233
HALLMARK_G2M_CHECKPOINT,0.03868154935939241,-0.008496825067478203,-0.014550055893671747,-0.033958256445048185,0.037705093902759224,0.08363515312552768,0.0025812802891233767,0.02806295602603373
HALLMARK_GLYCOLYSIS,-0.022821347432249717,0.011477677486250651,0.059989310752869604,-0.005755461552080462,-0.0034288569710653064,-0.014236798864175188,0.013773194193379294,0.04273446327581719
HALLMARK_HEDGEHOG_SIGNALING,0.005323155875308717,-0.03022287246692512,0.03777976604829244,0.07503686062201866,-0.011887667700922188,0.03780282463836068,0.06404793516929962,0.012844289001214407
