,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09112185322115528,0.014545141987306097,0.06447687212528205,0.09492797390579208,0.02765189386974186,0.05403509465671219,-0.0049675324043509566,0.15332598386263313,0.03500666860898351,0.056175006035858385,0.11903590469216302,0.13707882411919964
HALLMARK_ALLOGRAFT_REJECTION,0.06931261178968472,0.03827329512570643,0.0860137604855773,0.062478261733193714,0.05660924596773817,0.08483616752702278,-0.03791969260656952,0.038170070358383434,0.038479995957972246,0.0233703913101478,0.04679699349623357,0.03580093654732643
HALLMARK_ANDROGEN_RESPONSE,0.04371042368152834,0.025087324297545028,0.09235072566570775,0.07974713510541198,0.0542684419695543,0.08078956730518778,-0.023567082456379604,0.1226432246734331,0.007246180944873746,0.0816617687898543,0.07682977745373684,0.11776664686509988
HALLMARK_ANGIOGENESIS,0.05801752139754322,0.010115376110180459,0.08217468624508593,0.07228828614670749,0.031689533159819,0.07427437012135876,0.01966094299573282,-0.022833919544248293,-0.03840829447974132,0.09022000774144591,-0.08129810281306801,0.06586803278448389
HALLMARK_APICAL_JUNCTION,0.08059743328150429,0.02072000268834966,0.06991527049123543,0.09817335437099968,0.020375821949860512,0.09605960698058857,0.004305632551084551,0.14833597676866317,0.0199503994256956,0.045619959905097214,0.0964718363433279,0.11920895199435316
HALLMARK_APICAL_SURFACE,-0.0184368507279393,-0.0020950433339358425,-0.0556933581448268,-0.0028313725873993774,-0.06844398484817557,0.0204600408402718,-0.0038917741269152914,0.13470994046791415,0.008141240721198047,0.0865818749341893,0.10224244181137103,0.05045167088932401
HALLMARK_APOPTOSIS,0.00900801610373497,0.029499399376145607,0.05494991816020458,0.12517695839908943,0.005781683368664994,0.014334306519586199,-0.06513981102451719,-0.029356875977346056,0.01893099021037971,0.05968914580261004,0.03558638836833668,0.04141872080413546
HALLMARK_BILE_ACID_METABOLISM,0.02078437197917524,0.008065418846382975,0.08233921881236447,0.17176179976021505,0.01088637014578252,0.05470562280200228,0.01259059935849541,0.15428300529536845,0.0312954008576375,-0.017456397862229682,0.12861041309330015,0.07672545017235761
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09018128460836178,0.050323480910099534,0.04295611951700789,0.048370311580046094,0.0812209158088849,0.059675405181719265,0.051589333747353514,0.14747671300075105,0.02613477850741976,0.07492303379276731,0.1400151274226097,0.09656715026681076
HALLMARK_COAGULATION,0.03670760604467549,0.005890038106642409,0.05395737673711157,0.06789752298762004,0.04412279446881045,0.08960165085493282,0.048835978115483646,0.11260989196309239,0.009038343306334762,0.08398717287234922,0.0514191085772419,0.0733154234027778
HALLMARK_COMPLEMENT,0.07100894772361936,0.029698589873697827,0.07068210813040286,0.10768605713094068,0.05969033662006102,0.0736510740250488,-0.008562696592886427,0.0628947706512305,0.02843582248013683,0.057430023702428695,0.11137772756495765,0.06949339902689007
HALLMARK_DNA_REPAIR,0.09446877782031933,0.016598777832580257,0.0906700050024058,0.10359347337485675,0.052872069491255475,0.06977448402265862,0.04363285423793617,0.15681421153611663,0.03797065880193829,0.040606174752274016,0.13875751855662521,0.12513770463333965
HALLMARK_E2F_TARGETS,0.08536379752554628,-0.007332972111779437,0.07957799571047415,0.10270487059528798,0.028719502266422847,0.05776042775289503,0.017278349786837725,0.11718320690514705,-0.034556234821270224,0.06742737890060431,0.11832344196741301,0.09514432868643985
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01983385661604834,-0.0003217886040820854,0.0681450745592212,0.04372496221047202,0.044271753593977455,0.09789644827241098,0.018178714180046948,0.004386736442228441,-0.028780114334598386,0.03354702822390735,0.0046393100834340815,0.13317043466363923
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02552718873384278,0.020132964999591052,0.06195625381881204,0.04520063812302517,0.08705760401339768,0.012697766622065973,0.07320300444165422,0.15110868862721194,0.025669213331665483,0.03592396945831561,0.07339897252514507,0.0894435971928919
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0254653482506502,0.0003273333969830719,-0.0009543540193862008,0.03763534396971904,-0.00684413895476114,0.050366509772482776,-0.004647664306596335,0.15123695722719568,0.016888938522909624,0.016628751989852784,0.11122851906286657,0.006268824937296953
HALLMARK_FATTY_ACID_METABOLISM,0.020182419948115423,0.007768254854282154,0.029958996502407444,0.059087219053157565,-0.00791711990703901,-0.013947419950023519,-0.0933942334711325,0.029270882012505533,-0.03739504543614336,-0.04028841389152044,0.04214884221285907,0.013412648401636884
HALLMARK_G2M_CHECKPOINT,0.08554894855189564,0.015188333621774412,0.09423264933306272,0.08672758669557956,0.024271719408748844,0.09267081581238876,-0.02931896208247018,0.0788047152791011,-0.05776675076725495,0.05157756893167218,0.13257330254431343,0.04570894970515293
HALLMARK_GLYCOLYSIS,0.059579332126565,0.00826776036680774,0.06004750643116573,-0.040695178451541775,-0.01342761903557663,0.005067360213771471,-0.027328747703498208,0.13902636506244362,0.012323424315358667,0.06085851256807506,0.1226764978286127,0.12859430258649188
HALLMARK_HEDGEHOG_SIGNALING,-0.016276368085248398,-0.046975310038494617,-0.014951492029408297,-0.11410124868631569,-0.07828915483900253,-0.059422799195905165,0.032486176138509314,0.07507968104694539,-0.0318738189189814,0.04976261043322764,0.1104043299662902,-0.03697235918247979
HALLMARK_HEME_METABOLISM,0.06510536692800041,0.012186048407628708,0.06946018312524424,0.03033812267083445,0.02371970209297345,0.07596353936288845,-0.02389529612896871,0.1457185636607191,0.04795990183333142,0.039152661179464004,0.14055548978947158,0.09522871744146646
HALLMARK_HYPOXIA,-0.0669862765797423,0.022684360854848748,-0.05320827051464541,0.05377203584365544,0.02062562164115711,0.0354057499676934,-0.06738873822335827,0.005678562036034244,-0.003913093135126082,0.05453377679579045,0.06731172012213162,0.06651326743502406
HALLMARK_IL2_STAT5_SIGNALING,0.025459327395436746,0.03542919325710395,0.07631951546147396,-0.057199583609164925,0.021293351851480367,0.07344974462900268,-0.04180599422539663,0.13845939764168863,0.010545626693409967,0.010441518799912406,0.11451697861522042,0.13014857280782374
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.005874115893687892,-0.017863083533792255,0.05041192108006741,0.11403163686033013,0.07081561823175861,0.07867152922932709,-0.09141865805129643,0.07122629710914674,-0.05904003334130654,0.07699275343535593,0.11469240688495297,0.10039872431715463
HALLMARK_INFLAMMATORY_RESPONSE,0.02212647247535819,-0.040772507836435275,0.07162985289582886,0.03149883566082306,-0.0005955611195781111,0.06069267408430732,-0.05380911984062499,0.007613146599391942,0.00917031002542797,0.025916975458226882,0.03350371688825887,0.05298471973361503
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.00408910891429104,0.01414691339802064,0.11053201397188904,0.07039365914953678,0.08506065617026197,0.05510126854104052,0.003003722876904493,0.1626058281022346,0.0539485125308312,0.0033029257150403004,0.1326541867849712,0.09407532454250872
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.011082424604234978,0.06699407835660208,0.08375085695039255,0.07878455977618612,0.07504942403404759,0.0789280665499528,-0.06929536004128317,0.04433490306369693,-0.01550355860094883,0.055064966096168594,0.08051472059368223,0.07818238871007102
HALLMARK_KRAS_SIGNALING_DN,0.08584642106315443,0.038465669479252416,-0.019636952406690708,0.020986277597524017,-0.03451618988049583,0.02499991266197732,-0.02115452726570168,0.1609652160696569,0.03837655554810726,0.009123554683795807,0.1234372002417436,0.06182882170231368
HALLMARK_KRAS_SIGNALING_UP,0.07602884056053288,-0.00658875409013238,0.02305590414780974,-0.03823719124854685,-0.021947224479460042,0.012254434866647904,-0.04624556641193959,0.15143394597631718,0.004343360733280918,0.07034508736066016,0.0850479869165278,0.06200279666956209
HALLMARK_MITOTIC_SPINDLE,0.10202359896990591,-0.01847265340250473,0.08052208238748366,0.09293973319608902,-0.02482983849764514,0.07049304923720438,0.016267714355651504,0.11652633893030132,0.025766530076885338,0.06564304642697527,0.10325841705915195,0.112817103153039
HALLMARK_MTORC1_SIGNALING,0.05863824038947823,0.014024838073844158,0.06414068077397296,0.03644279980355788,-0.002993151357839544,0.033952872472955926,-0.04518157402689353,0.07041582008492907,-0.04065622224880755,-0.002299495997563197,0.07961115375767294,0.0860387863221058
HALLMARK_MYC_TARGETS_V1,0.0949135403603478,0.060791344758871525,0.09668677754061838,0.06570462670457462,0.05747565401185193,0.08934448461221682,0.028519839088892447,0.1267216396420126,0.03679877541620332,0.06248271664013224,0.12210283893625477,0.11407016674503304
