,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.05703937815299322,0.14842726110071597,0.06580351610211733,0.020213042673127877,0.15175123246405992,0.08278357365580061,-0.08462447896328984,0.04661844488892723,-0.02002567317711225,0.18463779645141623,0.07557102633971952,0.11932513480009437,0.12342458601179046,0.031552834713563044,0.007621425260932132,0.03945202357647933,0.045502857332163055,0.059857954426386376
HALLMARK_ALLOGRAFT_REJECTION,0.058012700435187935,-0.017389108753384674,-0.04408944103241092,-0.015105586399921225,0.06217518709788563,-0.1543875898861158,-0.18848816116595904,0.07516795833486768,-0.04197746119791899,-0.27683160858014255,-0.06501671165881309,0.05628554912973719,0.08630836942612781,0.0010722666761965247,-0.04186966947680172,-0.006610640178292151,0.049956059772831976,-0.01592837437459057
HALLMARK_ANDROGEN_RESPONSE,0.01833820289475121,0.044287105707053735,0.052167829609644834,0.0025613255987295847,0.15366085381651517,-0.030931774290090912,-0.2119297030442963,0.025899999854728125,0.009923748928226459,-0.12948541119855414,-0.022603743641073686,0.11438809982755004,0.10707901020204719,0.026683211188512218,-0.017297252689653486,0.02669725714391643,0.048274865826587465,-0.07201827443483558
HALLMARK_ANGIOGENESIS,-0.05240235893173779,-0.13778729767019085,-0.025329243217343686,-0.04079061474233857,-0.18347869307205592,-0.06561169613163889,-0.25988348695228103,-0.11928148892311072,-0.03810079717944329,-0.3115589610482296,-0.14566769232781054,-0.023806754523866817,-0.07471330037586084,-0.015077900707993187,-0.023313148372525495,-0.09560782521515593,-0.06147709117894517,-0.09813017554190272
HALLMARK_APICAL_JUNCTION,-0.0013547901026603076,0.1083638263798492,0.05961579529099145,0.05308403676373503,0.04506787195976635,-0.04199834257252606,-0.17736593542945403,-0.08296675105644108,0.04511330298080241,0.09798708815750679,-0.09600255751350606,0.08491914579853982,0.11322327039475168,0.05686373056327674,-0.01189440166817172,-0.0035583388560913027,0.023325632278821035,0.11641162394088607
HALLMARK_APICAL_SURFACE,0.003454692901990362,0.15642647913530477,0.13322140983151828,0.0061167978399576306,0.0389927382655549,0.09128304027026966,0.21177273029622976,0.06443999005829114,0.05630349021045011,0.2333272281598301,-0.02794322972073041,0.11073997649705011,0.11852382416415314,0.012808915082471782,0.08559663837411269,-0.008050501604734344,0.05782382218175673,0.046306295550045555
HALLMARK_APOPTOSIS,0.05492640164370871,0.02818062132321342,-0.043247903103965896,0.012242435317409322,0.019359728328970295,0.053804827376867696,-0.02743179495249918,-0.10393439119326044,-0.009392705861788125,-0.051326184823239814,0.029680988368891097,-0.09689472524277055,0.011064527024730174,0.025647101601550138,0.0028813176715411374,-0.01670434524390988,0.04056654291279743,0.16558167985576233
HALLMARK_BILE_ACID_METABOLISM,-0.02353574272765136,0.08001956820450168,0.07055552937054349,0.015814034583279114,0.00025575963573588103,-0.07944038273955027,-0.2810777189773845,-0.07638908068896855,0.017231146604885804,-0.08014279495288923,0.0072022951375984535,0.06799082411905516,0.05651196219800442,0.01899446146977212,0.050133514617545026,0.09037604358247434,-0.04243947242852246,0.0018125841743313214
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.011148667748366517,0.01140578951653491,0.12401735231121033,0.007561593452931184,0.03364127378327847,-0.10909688243387587,-0.1757295362559204,-0.14275439989540145,0.017363711052008575,-0.23873514590438347,-0.11763941261117411,0.13155668951469915,0.12121548145629552,-0.04351357946285253,-0.011285890602859122,0.05954708856445478,0.003053323423652812,0.02670437169448636
HALLMARK_COAGULATION,0.03835671817634551,0.01414197554841155,-0.017471474186148816,0.01059675237829602,0.06733584359964569,-0.16907400212522408,-0.25580093654055885,-0.01369068288005236,-0.04987436315053013,-0.32932889188849046,-0.04845072261887811,0.03839503032954873,0.11011587567363566,0.026988036361690178,-0.015632320582164995,-0.023751237714215938,0.02052439526827655,-0.10896275987341741
HALLMARK_COMPLEMENT,-0.034050196838953384,0.17093307030628593,-0.012879371868812915,-0.04839099257363831,0.16331930741372896,0.006086794405178058,-0.14554425850836988,-0.10892398128327414,0.041502512205991715,-0.21846910136306907,0.055628683169779515,0.034958089229126715,0.05923630319690842,-0.00913688587804978,0.0022170061120399486,0.04907839479223146,0.06380386808464895,0.11460800827405661
HALLMARK_DNA_REPAIR,0.04326466567993688,0.15842958497911874,0.11190023043727276,-0.03442997356413869,0.142250868776607,0.024223893148500913,-0.12479037351893252,-0.00027295387877984315,0.06313225135700361,0.21968496404491028,-0.06016532146491925,0.14460177704251534,0.10333933724929384,0.020563248031848884,-0.002147930875911667,0.08519886861299503,-0.03115032400590064,0.10139815935199611
