,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.1728615657765543,0.04992281382761382,0.05441928434013037,0.16931162502844535,0.03183148567668535,0.05923637384991409,0.05804243129805514,0.07112369825959511,0.0637031082008656,-0.05538338390748328,0.10466912485551144,0.10053477477262611,0.11152690063554874
HALLMARK_ALLOGRAFT_REJECTION,-0.01883083532145814,-0.026591039991308497,0.01175092616066581,0.16812098760025806,-0.08208391297699591,0.01789113913613797,0.052826322804685744,0.09767454731679222,0.049588285815672595,-0.05902074783404782,0.08142777206064457,0.09543087823391691,0.007158997129669615
HALLMARK_ANDROGEN_RESPONSE,0.12179976784332343,0.024748103171512905,0.03306183690658626,0.1297910030136778,0.09991644993473625,0.023664468377116842,0.0393555727467949,0.10640821170074934,0.06933315749110361,-0.022156910617453857,0.06404879127700613,0.05608823071472206,-0.03405631874665184
HALLMARK_ANGIOGENESIS,-0.003855656537945177,-0.07222183847982822,-0.09528964636637659,0.07215912633778594,-0.018204513561043287,-0.0028568542705551675,0.02256665724827183,0.021923153454406426,0.0012027406911931768,-0.009912738707706393,-0.03569699779414554,-0.07278176748147205,-0.1773781134239761
HALLMARK_APICAL_JUNCTION,0.12582493781114246,0.026056396050562793,0.060878520542499204,0.1803860175217266,0.023804631113144546,0.03683164216543254,0.07906968177683663,0.028849922744949356,0.05763735843233631,-0.0036150748902161554,0.05869436664599707,0.08379458902246036,0.04440718183482792
HALLMARK_APICAL_SURFACE,0.11612266731978942,0.0776598346573016,-0.010584624916783948,0.11325963230046084,0.007888751335905974,-0.0406972320497411,0.029870011530421604,0.015150640184078782,0.07878912937823197,0.015608115997642488,0.0832750638555586,0.05329232585244919,-0.016926172290869818
HALLMARK_APOPTOSIS,0.05161091059972289,-0.012069419957975851,-0.03007384162582245,-0.08840677224531558,0.029778281456206705,0.049852825595033505,0.04640832597552906,0.030495051723239033,-0.0006508607250845703,0.003235242136774089,-0.07191718697672635,-0.05614143959140919,0.004824586355614243
HALLMARK_BILE_ACID_METABOLISM,0.1773859326283971,0.024719477444930627,0.010540628502707058,0.16277200700597258,-0.017446772363247706,0.0451884403568537,0.029463931465232268,0.06991812915485127,0.00474583441955795,-0.06425586801258376,-0.0012663434399226466,0.0723401909031812,0.18281874495132128
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.22167160912799946,0.0733851361522896,0.008405843533252069,0.14373745298326313,0.07442784821299363,0.02942505482400003,0.0010018797338458326,0.019002444313697627,0.08841998012430913,0.024953702133028426,0.12356010906487601,0.11343815909069913,0.138478530391969
HALLMARK_COAGULATION,0.14923779157225034,-0.00835095005532362,0.0316186946406509,0.05723229732293183,0.04659455273247013,0.01620624138901607,0.03627072142124002,0.05933781508295294,0.06405705013385911,-0.08144627580708169,0.07916512759859201,0.05628918313611833,-0.04034414203833549
HALLMARK_COMPLEMENT,0.10836345310114165,-0.018278814684015113,0.002300558519097377,0.1885341887369947,0.005149839288125917,0.06762298429393639,0.08163806884185273,0.03597795848915098,0.022361984707876363,-0.012382708610927272,-0.0070287381686462876,0.050101694391250416,0.10503016750585929
