,MGH258,UKF248,UKF251,UKF304,ZH1019inf
HALLMARK_ADIPOGENESIS,-0.03196783502788138,0.03417695553917509,0.10349386315264739,-0.015914821417874526,0.0008809045069104256
HALLMARK_ALLOGRAFT_REJECTION,0.17554851530767018,-0.009418654403067637,0.0807535026817921,0.0670367989350469,0.036522912153529166
HALLMARK_ANDROGEN_RESPONSE,0.0026353998316908304,0.0349756428317463,0.03823919189503664,0.028418600168254406,0.04476605845508913
HALLMARK_ANGIOGENESIS,0.07402986279711057,0.012247043749553224,0.16451037344032968,0.05348764254134239,0.054917055605975526
HALLMARK_APICAL_JUNCTION,-0.06807856336221262,0.03578706611953566,0.055831857309198485,-0.015067646942359339,-0.0055006056031380165
HALLMARK_APICAL_SURFACE,-0.11758906971487522,0.051054104069414075,-0.11060518038300883,0.08889746046666866,-0.05734237371842056
HALLMARK_APOPTOSIS,-0.009009487077755625,0.033691322775236336,0.061924359468969264,0.021463282085880327,-0.04122255788815649
HALLMARK_BILE_ACID_METABOLISM,-0.1485651300997836,-0.004545194417016499,-0.04788410124516048,0.018837306427186933,0.05142008997781288
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.014263559989226338,0.04695058076632188,0.08899106193805144,0.027343171315603366,-0.02869334276528053
HALLMARK_COAGULATION,0.24069552383131296,0.03108777753346858,0.09323532508727755,0.045017488588380825,-0.04412634434742304
HALLMARK_COMPLEMENT,0.18592564751034707,0.06214164461736496,0.09064560226786848,0.0330387211328147,0.01257889635102839
HALLMARK_DNA_REPAIR,-0.06324493157625033,0.05768609437925106,0.08574691847602837,-0.013163821943283626,0.045498434239077935
HALLMARK_E2F_TARGETS,-0.05011664820052415,0.02118184033633951,0.04164679841310969,-0.009381453199046775,-0.003332284697074159
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.10353211762758689,0.023062696622102016,0.04842521797556007,0.024581519104003278,0.013067638808487906
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0014757829710797413,0.03293467582641807,0.0649471329708755,-0.004301943368391068,0.0369825906843183
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07877249308755734,0.06023809622242371,-0.025032541412706617,-0.027233454987653945,0.002280312480029493
HALLMARK_FATTY_ACID_METABOLISM,0.15082735271872702,-0.030890848768877186,0.05922803770965921,0.040768264747737926,0.056233774572510976
HALLMARK_G2M_CHECKPOINT,-0.08036370098131371,0.013824755941843861,0.05688863073998802,0.003116685434476655,0.04696088732020133
HALLMARK_GLYCOLYSIS,-0.10995012141954445,0.04633277219957242,0.06490583752434148,-0.008545027055741734,-0.042620804057811
HALLMARK_HEDGEHOG_SIGNALING,0.11046658130995943,0.039630032886288594,0.04951165366267054,-0.020168268605472505,-0.012509313743528854
HALLMARK_HEME_METABOLISM,0.036695083310561934,0.02449474937559634,0.05566043144540886,-0.03402784467711474,0.04536490220087734
HALLMARK_HYPOXIA,-0.1708918049678546,-0.00674584145608182,-0.017001569662839687,0.001568633908295177,0.0035580074101929176
HALLMARK_IL2_STAT5_SIGNALING,0.13013555527076215,0.009269393796834073,0.07544451979384564,0.05662561874288342,-0.010248218120805189
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04123528108552947,0.04006484192578744,0.06492149996786997,0.04234972557107431,-0.06443789683769892
HALLMARK_INFLAMMATORY_RESPONSE,-0.006823288504078342,0.020480513210990366,0.008166120583977097,-0.06001609128405937,0.047985170934676906
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.13898347392315008,0.07990876998809841,0.06874917401886828,0.06935394571799283,-0.04327564673059139
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.18902279492428845,0.08537293143586658,0.08022367869555015,0.05284435302019608,0.022985257903426842
HALLMARK_KRAS_SIGNALING_DN,0.010856120740785034,0.03698775388655612,0.06443067107981483,0.07481514267447907,-0.07645559187519109
HALLMARK_KRAS_SIGNALING_UP,0.12141898295883947,0.07817340813811996,0.09451768720430404,0.008619155006186237,0.049782750935169
HALLMARK_MITOTIC_SPINDLE,0.0050648382972883115,0.035646566520699266,0.09691494360370802,6.195549485600399e-05,0.03676848600584523
HALLMARK_MTORC1_SIGNALING,-0.07726545584277057,0.014968642587166417,0.022756144737972286,0.015794856794150734,0.01897692919034861
HALLMARK_MYC_TARGETS_V1,-0.025136478058934604,0.037837402872187675,0.04424151462466328,-0.009086522394823047,0.05605797800827501
