,UKF248,UKF255,UKF260,UKF266,UKF334,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05674883499951362,0.041502566265372326,0.06094744067996085,0.04544582247150038,0.016502174387097144,-0.0020652659125137583
HALLMARK_ALLOGRAFT_REJECTION,-0.04595889712486691,0.05678458161216066,0.0016775041681108948,-0.0182324597668311,-0.008834180898746363,0.06323927229772767
HALLMARK_ANDROGEN_RESPONSE,0.04921356294946625,0.08640760525369864,0.11958213849721729,0.025684729128414983,0.04989924821153032,0.00100344758252054
HALLMARK_ANGIOGENESIS,0.012695257776330788,-0.03450956948852637,-0.033943286590159466,0.00416768622520155,0.048453947746831635,-0.0368519262058399
HALLMARK_APICAL_JUNCTION,0.032867081458323136,0.03842662170809549,0.007889397925731982,0.025155704323595752,0.057838814585844084,0.008346442125295728
HALLMARK_APICAL_SURFACE,0.0612679178981165,0.048864295573407664,0.022524217855620574,-0.007263150648570664,0.04635596636492205,0.03250160735483817
HALLMARK_APOPTOSIS,-0.027658332970235823,-0.06337167047102886,0.012539552747647445,0.024983926012752684,-0.04633617288103895,0.07379548566397841
HALLMARK_BILE_ACID_METABOLISM,0.013279217054032587,-0.05112747861853792,0.04101526616222974,0.04343049883394595,0.03825688033662579,-0.02138282981183677
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07511586306404767,-0.026293030087077132,0.00809577860891958,-0.05408227811383614,0.09358825616736303,-0.04532134616153578
HALLMARK_COAGULATION,0.009831565942862745,-0.0699842179861507,-0.0232522904398858,-0.033512476059961424,0.0121879124956713,0.005675710719975096
HALLMARK_COMPLEMENT,0.013559779781377228,0.06434671308936993,0.011806723763135464,0.019276358757689814,-0.013816304854249629,-0.011271575445645245
HALLMARK_DNA_REPAIR,0.06476871240572336,0.07867851475465819,0.02663731566970961,0.01210175926976142,0.05128440835425102,0.0022214816589356872
HALLMARK_E2F_TARGETS,0.037777497917316355,0.011652060325772883,0.05756703871602214,-0.021918531846910293,0.048045120166303405,-0.016832800693456565
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.012277182133595915,-0.008819891782091381,-0.046736854094178715,0.0011653141661710899,0.030811887652128583,-0.03643986702574527
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.023152901952847405,-0.007746411074104313,0.02671045268092873,-0.004537714967111714,0.01142243798780018,-0.006131135329804442
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0816599507248285,0.04245860101168673,0.007018497396873774,-0.03912173018444086,0.014264213183651758,-0.007163253457974244
HALLMARK_FATTY_ACID_METABOLISM,-0.0016011219584031453,-0.007317063112624243,0.0039859741185134774,0.06551595343253838,-0.017449453020016954,0.05564875763148757
HALLMARK_G2M_CHECKPOINT,0.06484960608850578,0.14482718201107353,0.03877685571717065,0.016552872388302775,0.04896934470200384,-0.01702949575872506
HALLMARK_GLYCOLYSIS,0.03648853142841072,0.08217823634105037,0.018050723923129317,0.033626987742718724,0.04605996055854697,-0.01880405438686934
HALLMARK_HEDGEHOG_SIGNALING,0.07787817986772279,-0.002402609944349122,0.09674069929597058,0.044211162106230294,0.02935351438263087,0.021196013298639106
HALLMARK_HEME_METABOLISM,0.054338926621342445,0.04664160984952824,0.06583290978538639,0.014100892059932766,0.04837080102277616,0.022838044419568024
HALLMARK_HYPOXIA,-0.03570589955951817,0.01638757444436672,-0.035104722732911715,-0.001604988053063208,0.012904522246698708,-0.03982049564873609
HALLMARK_IL2_STAT5_SIGNALING,0.017148494848136138,0.04160864217130885,0.05141637835627428,0.05147182564833134,0.004778354049654624,-0.06030909212532453
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0002514493679910907,-0.058433355983546806,-0.06443629109207137,-0.04587863138979141,0.0008198664812712293,-0.029396278056810773
HALLMARK_INFLAMMATORY_RESPONSE,0.006918721226695358,0.014434211156108039,-0.00023078771521396543,0.04970159448798,0.003958735799917307,0.023631611190589867
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04942058318776903,0.0026513995776582767,0.017030415809383928,0.017609874146392698,0.020883027368441196,0.09564569946526731
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03339914290630226,0.009879290471993837,-0.05730820729858725,-0.021288130486686322,-0.0071540707466550835,-0.074015718362028
HALLMARK_KRAS_SIGNALING_DN,0.00718989050091309,0.09787005201779558,0.07230078027944573,0.045463495720633,0.04575921884137862,0.08500227268426552
HALLMARK_KRAS_SIGNALING_UP,0.017177415497167847,0.0621891385974414,0.021923951455711157,0.027088118248330254,0.018025530119454874,0.08870246355330627
HALLMARK_MITOTIC_SPINDLE,0.04823174616194196,0.06776799182307543,0.02123437432176359,-0.026421542895309322,0.04399426661973387,0.021148747469844686
HALLMARK_MTORC1_SIGNALING,0.028368204942003254,0.08822770938235139,-0.022096185277256902,0.018560280123791257,0.034663946763332676,-0.04074484412187802
HALLMARK_MYC_TARGETS_V1,0.04686969780866618,0.11974611824329982,0.06632095372832478,-0.016048937464238397,0.03318118610060375,-0.008129888527068412
HALLMARK_MYC_TARGETS_V2,0.018164637574207245,-0.019647153520115902,-0.0601182266218569,0.026459146897278404,0.007936558328433384,-0.043897605223127904
HALLMARK_MYOGENESIS,0.053171734254834575,-0.005010302167653161,0.05037699278921154,-0.0011222366808190556,0.00713563874227676,0.06268702927152271
