,UKF248,UKF275,UKF334,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04497834426537747,0.05267201372987411,0.013963915095432027,0.08497929043897091,0.1193592785237893,0.001265653994691615,0.12432206457389205
HALLMARK_ALLOGRAFT_REJECTION,-0.043364147270151705,0.04839341746868943,0.004054526663148007,0.10966124441997593,0.07632990715811792,0.007493207729498499,0.10118261322711856
HALLMARK_ANDROGEN_RESPONSE,0.06833643397231833,0.032265371490162675,0.044726649158966895,-0.028958168165912106,0.13215861653165337,-0.010854355258153044,0.08555153103915808
HALLMARK_ANGIOGENESIS,-0.022154380213238595,-0.01719304919881986,0.057918645913956644,-0.01614594839913465,-0.02911675210555752,-0.02198617232739196,-0.07752424587798837
HALLMARK_APICAL_JUNCTION,0.11874764992437371,0.02940967124325581,0.06468006108187661,0.09193905508154196,0.10047295162466556,0.02498089607414162,0.12935606774270808
HALLMARK_APICAL_SURFACE,0.06354953827921346,0.05988285145050006,0.043496316397736955,0.033339834896960234,0.0798356577573859,0.027408932122820265,0.08145932058392874
HALLMARK_APOPTOSIS,0.004101144634717393,0.030971876960381887,-0.06059511174396064,0.01665045644476677,0.00441056630355626,-0.012877938846510648,-0.02347637842464877
HALLMARK_BILE_ACID_METABOLISM,0.02297846006340233,0.014721902862920968,0.07670029944482698,0.027908745933792178,0.10014306520874697,-0.010571640526563795,0.10517458203288568
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.029128044027121967,-0.049231571602602366,0.0987380242184053,-0.030605635344774913,0.11405162890028465,-0.007648957032596525,0.06473434711918925
HALLMARK_COAGULATION,0.03908921710706435,-0.003734636949336054,0.02747593483299133,0.12105774687583316,0.1102859387891044,-0.012317896814469915,0.11087702355932878
HALLMARK_COMPLEMENT,0.005593069314079857,0.021758024439352024,-0.003358957172504938,0.08189294981818718,0.054013232060973124,0.010567479103812385,0.06579233609898542
HALLMARK_DNA_REPAIR,0.08377578561307773,0.06213256650797794,0.08272191246262729,0.09796728269685896,0.11600887921750586,-0.009368791788912303,0.12336677587010525
HALLMARK_E2F_TARGETS,0.045024363925430515,0.01953735880813753,0.040278374983637795,0.029143818659845163,0.06178850724341475,0.04424926281872247,0.12839113736618735
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.049480859185182226,-0.013244293865585937,0.04741843209960862,0.10393892468393866,0.014304080686142464,-0.021416819637377116,0.04240411431009644
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09778584779769711,-0.004866474620961724,-0.06290101098502716,0.05097599923913922,0.04309845150843384,0.015274729195742688,0.1163222981576816
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01459035314405381,0.1104524423916195,0.09527507078281268,0.06293619868488068,0.11378161893378648,-0.01698389697852093,0.06516333688609534
HALLMARK_FATTY_ACID_METABOLISM,0.009343548783711448,0.07586397959272954,0.028658206514706228,0.027584572264810585,-0.01860742498198296,0.07425791419888472,0.058543730065018375
HALLMARK_G2M_CHECKPOINT,0.07353361917085947,0.052131021395560244,0.06483896452685994,0.041358948434586096,0.07874094559013628,0.030436403604433882,0.08853474571420099
HALLMARK_GLYCOLYSIS,0.04165349463531531,-0.008218904982420207,0.07744247205932529,0.030660025185439,0.03798463009343184,0.019673867266928175,0.08341771716082162
HALLMARK_HEDGEHOG_SIGNALING,0.10937841735669865,0.07807712114675394,0.054787156124758186,-0.004644157625015797,-0.0015472576814736607,0.0741262142762935,0.03830722646777737
HALLMARK_HEME_METABOLISM,0.10429147772186242,0.08204693778293769,0.09142983565574554,0.0880619146436681,0.11694812937941039,0.002769934058246608,0.12005279067797187
HALLMARK_HYPOXIA,-0.025887073593680122,-0.015250165189432341,0.04390951475366182,0.004698565713222049,-0.0854969299442158,-0.04348069007111045,0.018149308382387083
HALLMARK_IL2_STAT5_SIGNALING,0.08648180753340262,-0.026754683448974106,-0.008325229843575085,0.03157126486329738,0.05184556853228961,-0.016705466971097947,0.10127557541366662
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04340424449809104,0.04365572537250019,0.051708214488023055,0.009340533633178678,0.02608067830156815,0.00430515437001595,0.024344377067408062
HALLMARK_INFLAMMATORY_RESPONSE,0.033917583471370964,-0.021350168188277122,0.041216969102098454,0.09163430287993235,0.03915040211525966,-0.0009219919341997414,-0.008609994938426704
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06514349403376776,0.05141909128062244,0.11435023537313678,0.12282988734524529,0.10683787952687747,0.0484678764093384,0.14587497632066118
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.01374927247731708,0.017986780641930857,0.0460244789780254,0.04134250739910019,0.06947877135710646,-0.01747484117790653,0.016998399545337776
HALLMARK_KRAS_SIGNALING_DN,0.017361546651036962,0.04611534280201491,0.028407394688423328,0.05208530382211333,0.07248915697996358,-0.020984936815707813,0.10322911587978006
HALLMARK_KRAS_SIGNALING_UP,0.0700598919201984,0.07486455484264447,-0.0361037939622408,0.04604739284442356,0.06205925140767242,0.025902027700742247,0.1253803028262028
HALLMARK_MITOTIC_SPINDLE,0.0938322639418054,0.08647754388354062,0.057462958727873784,0.07114156488533087,0.09201375374836958,0.03366150063216618,0.14907756139086342
HALLMARK_MTORC1_SIGNALING,0.02567595607086,0.010284095711246796,0.07802537645405166,-0.030279253723191995,-0.018114412643233935,0.030105620937184753,0.04321348805519188
HALLMARK_MYC_TARGETS_V1,0.07333554388521449,0.05247850163364036,0.09708425653727669,0.08037561802749349,0.11115465498014336,0.015204183972615436,0.13427653903926776
HALLMARK_MYC_TARGETS_V2,0.062118533975606245,-0.006939120653675694,0.06380163536412789,0.015805844625847613,0.12489961493761033,0.025019022833228686,0.0747963932569325
HALLMARK_MYOGENESIS,0.06128030915073758,0.08150294859985657,-0.003353730258527701,0.06200239896239882,0.11079271879258526,0.061903623850897954,0.11599782294739815
HALLMARK_NOTCH_SIGNALING,0.08447977244668384,0.030666181713806237,0.06112709975306803,0.08149414978428635,0.10098616314224981,-0.026873537763378873,0.17189579570724925
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0676795064460164,0.02499563742457027,0.06022988184448537,0.0562634192203697,0.11152108230201195,0.002894516126434753,0.13608735688101578
HALLMARK_P53_PATHWAY,0.04104459827507786,0.062376532505258694,0.08038011092050122,0.06203936240030038,0.07676226951766423,-0.04489573774142521,0.11810423918959137
HALLMARK_PANCREAS_BETA_CELLS,0.07008073318969008,0.04770671256757557,0.06968879399573888,0.16184856416779025,0.09474484122037445,-0.011461511041040958,0.11558769558463822
HALLMARK_PEROXISOME,0.05269855937340488,0.03090005123450303,0.05895498824081855,0.0356957020750339,0.09211560329311518,0.018410928705668284,0.07899071490548346
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.12570176850417017,-0.02636891106955219,0.0013867628273174482,0.10118811378587392,0.09614098672687965,0.002442728533180761,0.13370667267558067
HALLMARK_PROTEIN_SECRETION,0.10410979785458481,0.03503251534227309,0.0912982960373812,0.06464771473672412,0.12338519949519909,0.029535161336741084,0.11746155938374277
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.03225245181491711,0.0726958651559747,-0.02575229962965551,-0.03340944318778554,0.10308789163325562,-0.033491739804652636,0.0952224744805848
HALLMARK_SPERMATOGENESIS,0.0688641318016043,0.06965580244081589,-1.3267968251559361e-05,-0.006967191392230054,0.10514091251258292,0.03513484184865927,0.11505232289306384
HALLMARK_TGF_BETA_SIGNALING,0.09046181145023309,0.0825106692164179,0.10420116246086443,0.07717415366322404,0.10428081294802673,-0.0027159350443016397,0.12172212285141745
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0022528746516723205,0.06134939211417522,0.045780557850413864,0.032848903022694956,0.01147957091946856,-0.07498424220038397,-0.02680183603152188
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.13101650095940864,0.039678668783174956,0.09100310404081376,0.06801040830100286,0.13484367096953215,-0.006187070237313126,0.11771227814923876
HALLMARK_UV_RESPONSE_DN,0.02566501124986293,0.01678898659427207,0.031050115991744263,0.11953096894081479,0.04698874546793722,-0.039699185600770806,0.06132204038144416
HALLMARK_UV_RESPONSE_UP,0.08457294403593948,0.11786335693283026,0.02208706084961154,0.06444671197732067,0.07499399354598021,0.03849946423536886,0.11517925433879299
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.09741008612517756,-0.004772552519193023,0.06625280759412683,0.09897377454479109,0.08508377763596764,-0.007121707572297872,0.12934741610514996
HALLMARK_XENOBIOTIC_METABOLISM,0.062480982928160345,0.04237299699065516,-0.0235769360186637,-0.0031570072690542943,0.13023963918612824,0.0012275594621107022,0.08595861304431059
