,MGH258,UKF243,UKF259,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.037378672934188895,0.03704001559903826,-0.006755119634540616,0.019727937019554977,0.14140899686207423,-0.02034046764490754,0.09609888169476552,0.06125297944387973,0.14104191781436787,0.09228971727607761,0.006268001944590381,0.14995909334843593,0.06459617592415856
HALLMARK_ALLOGRAFT_REJECTION,0.02780116108677801,0.019928488542347012,0.022551230766863734,-0.007595361380244774,0.01760975270792547,0.004550883126734081,0.1026357736287164,0.0258845690235179,0.13189699806978844,0.05726476994392327,-0.029230267562065,0.017712976230069677,0.0624035875609613
HALLMARK_ANDROGEN_RESPONSE,0.0116649954058102,-0.03879616326688534,0.051458384085433705,0.005679954629227935,0.003962894982495572,-0.03793447322880211,0.11050049843421744,0.030260249761622757,0.14822100007288846,0.06871928518050596,0.06351298059345005,0.08880772678937772,0.05963518579138201
HALLMARK_ANGIOGENESIS,0.10875158753927373,-0.039988843988915064,0.0032216261313446465,-0.005227132887574593,-0.0414810790105654,0.0787611954099633,-0.021670789061697546,-0.10936389174025352,-0.09741281387011708,0.06103795222928318,-0.003028705223609801,-0.1280483749191931,0.04582723805078822
HALLMARK_APICAL_JUNCTION,-0.00764856084811263,0.0007941640450608489,0.04205641798067863,-0.020904652975959434,0.1514937862797835,-0.020820031345145554,0.06990440631843067,0.06610478507620245,0.12203976308466911,0.06056972083851362,0.030484788148993358,0.023003614119267726,0.11182698089413531
HALLMARK_APICAL_SURFACE,0.035242084315428295,0.06211260576138583,0.03131923937854449,0.00999066377173509,0.12043389032523792,0.016065808158563986,0.07615219426976717,0.02175357804915544,0.09848682011552373,0.02657451027806225,0.009709884440252304,-0.008424446027341216,0.06590359872486146
HALLMARK_APOPTOSIS,-0.05313467421763211,0.059924615443712144,-0.007351172855400823,0.016128833898332577,0.07179851685228775,0.03690484960924642,0.006373096255208724,-0.013432132739796425,0.010672846392753954,0.04785128787567964,-0.02544236656390803,0.07291611359992904,0.07196647775728722
HALLMARK_BILE_ACID_METABOLISM,0.006880973150434403,0.020154935332018398,0.010862419900357688,-0.016369925354273927,0.163605631194962,-0.014778744106164326,0.07168436443274372,0.024327282192180884,0.10546713263374632,0.051794877374920105,-0.04749883945268188,0.1911183511517556,0.1211507766112845
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0029677910328550767,-0.010051305634257875,-0.039601645084240106,0.03450653044542758,0.1131245812896873,0.02259243019884139,0.101598691915837,0.01856501520805314,0.14982082414765502,0.0544275843032201,0.03426715750229308,0.16637071118295518,0.0958029063910849
HALLMARK_COAGULATION,0.04208497827724665,0.01950678411721871,8.23971886923162e-05,0.02685168550919962,0.1516517707393986,-0.06480384175902026,0.024372919920418554,0.043711462747212826,0.13567996383882805,0.10725975919007535,-0.06732654779633691,0.0194490556334841,0.10193246402692993
HALLMARK_COMPLEMENT,0.0005967559538532235,0.027464306075822117,0.00012494503965500804,-0.012527142644326996,0.08593635080571055,-0.015454130637179193,0.03429212808551207,0.05716575933011622,0.15248107363209565,0.07693529888887092,-0.04673656728887762,0.1068097029746884,0.01374545116476048
