,UKF248,UKF251,UKF266,UKF275,UKF304,UKF334,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0650113177696844,-0.001301469085600336,-0.028467709954841113,0.062469190398562045,0.027813280768043826,0.009136838467630096,0.09492644366409765,0.11775522911526183,0.14997993501909432,0.0532113952673744,0.0540576696149363,0.05856216189730071
HALLMARK_ALLOGRAFT_REJECTION,-0.049399889838011815,-0.0015249422181239792,-0.03547046361046633,-0.008191585841152439,-0.055131178119038136,0.01425464836982839,0.048061228420453815,0.08198096219245282,0.1418946250066633,-0.04078405836179105,0.10857375721736683,0.017233251898833086
HALLMARK_ANDROGEN_RESPONSE,0.044827622772687016,-0.017402164063590138,-0.023493048856190267,0.004688868917414472,0.0025396875921998106,-0.008152814384726072,0.034616515059009687,0.10596004062356842,0.08660660004646012,0.02650523024294871,0.10515458029216516,0.037373152151088634
HALLMARK_ANGIOGENESIS,-0.04780822837171402,0.0376360734134851,-0.0524199237163322,0.04828039775767368,-0.07468373296225535,-0.07618300115774577,-0.011794388144406165,-0.039605910502594696,0.10903895463006234,-0.06495874395247239,0.041322352484692355,-0.1212141124942774
HALLMARK_APICAL_JUNCTION,0.07981000289031967,-0.045557795657784235,-0.02504260459286466,0.058397765609918745,0.016130727763963914,-0.011586282415119291,0.06336542785665364,0.12585622928209306,0.1780834028268473,0.0013006646514853852,0.1180374148265124,0.008600141142891133
HALLMARK_APICAL_SURFACE,0.08176223715548195,0.005119972819244794,0.058372902424851346,0.017366816156379396,0.04845282974338885,-0.10277060612521301,0.10158965182195996,0.0996861449102101,0.11002449716090941,0.021610587776918745,0.10391746203149524,-0.007670925412412778
HALLMARK_APOPTOSIS,0.03701839603791994,-0.0158990971800177,-0.02584784309217353,0.010222820376234447,-0.03734499712879708,0.050652803348165756,0.03765895755143469,-0.007505748110881224,0.08006848505167263,0.03833254713536467,0.0322657541785987,0.0538583122013771
HALLMARK_BILE_ACID_METABOLISM,-0.037150088663559504,-0.06307231104980955,0.0337737503037159,0.09443685651140217,0.01235729364776668,-0.07907430443559667,0.059023592138029185,0.08870245379337657,0.08539047723924888,0.06712781088796956,0.006318221916088906,0.0838949578504401
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.015624658891061682,0.00504220795402179,0.036811768696441836,0.06373984773451206,-0.019236954630959393,-0.0736080741973982,0.07227048155896643,0.1075320718852655,0.02402247990590614,0.023949839031697607,0.015644669925844613,0.10639001155079802
HALLMARK_COAGULATION,0.0714304981052733,-0.006572614472975002,-0.07459429498085396,0.02218626503605809,-0.050968968913091155,-0.01541888854992465,0.07297761036287757,0.12711706775145895,0.20392121998672705,0.05541326278585665,0.11193950630395717,0.033341489972999884
HALLMARK_COMPLEMENT,-0.012856675975637773,-0.003005654422629996,0.02127104737933946,0.06153775027133331,-0.030324471588773792,0.011470355792174342,0.015535205796307705,0.06235905195287873,0.18045479858321598,0.02298551025977634,0.02824381474564975,-0.02741524695016623
HALLMARK_DNA_REPAIR,0.06583412957782292,-0.0068157316649915456,0.007541845020388422,0.03936829213691158,0.033055896033017486,-0.05697337649744239,0.08151232944947834,0.1038135619748403,0.16936190636150508,0.012542350166507484,0.06008554825193053,0.05903592234587851
