,UKF251,UKF259,UKF269,UKF334,ZH916T1
HALLMARK_ADIPOGENESIS,-0.05513203602113387,-0.003877644633270174,0.11297752066173014,-0.02284191471868871,0.08002758681048579
HALLMARK_ALLOGRAFT_REJECTION,0.01688959530021781,-0.04689794384939147,0.11119229695365841,0.016000932485248805,0.013378626096091908
HALLMARK_ANDROGEN_RESPONSE,0.0338924505882158,0.05422854403278296,0.0951520988485934,0.036204740390726846,0.0025873066829135835
HALLMARK_ANGIOGENESIS,-0.05281620410359821,0.024598841256895276,0.09977144675878555,0.09452382976866916,-0.15710604884042892
HALLMARK_APICAL_JUNCTION,0.03227350154463423,-0.008658607533703991,0.12040312007791189,0.06223429928409756,-0.008089580739081434
HALLMARK_APICAL_SURFACE,0.06228104973951824,-0.0310540830295301,-0.07398972665002283,0.08171845626930563,-0.03726205583772911
HALLMARK_APOPTOSIS,0.019874961603550588,0.05128783469780562,0.025703488603422205,-0.037020801422157135,-0.03937142879562342
HALLMARK_BILE_ACID_METABOLISM,0.04394222221859347,0.029867367543418108,0.10713464388482556,0.03768605740555804,0.15675145847399108
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.020603571409495022,0.009497569117660764,0.06060401594461881,0.06233949234105388,0.0453209357256742
HALLMARK_COAGULATION,0.05855322799429336,-0.03180159390459733,0.10368527413853873,0.01631785422581188,-0.07830456159440154
HALLMARK_COMPLEMENT,0.01732631591830989,-0.03985627874180946,0.12720375120953528,0.02183578391852729,0.08079718712451346
HALLMARK_DNA_REPAIR,0.02267495258148601,0.1233383553678322,0.11345642795129329,0.044124399359176204,0.09843560627215026
HALLMARK_E2F_TARGETS,0.005394603255720612,0.010749840675441978,0.11015230266908141,0.023456583946014995,0.10161423915345685
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0198294508780396,0.07797003944033716,0.12719885062344605,0.07929238928929973,-0.12641722762491317
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.019414092401168464,0.006001164567232545,0.08145940192908777,-0.014140074646467559,0.04444229233180725
HALLMARK_ESTROGEN_RESPONSE_LATE,0.012151129593674198,0.0032231395913339955,-0.03327605798298209,0.08626255394156082,0.11798448271208586
HALLMARK_FATTY_ACID_METABOLISM,-0.03592242472146054,0.0726490776112562,0.04372186661704887,0.020744842627934076,0.08114212634400773
HALLMARK_G2M_CHECKPOINT,0.004154901128943757,0.07743984010092773,0.11220854741543726,0.06346592373579679,0.06484776971127991
HALLMARK_GLYCOLYSIS,0.0029084387414298183,0.08240639372840368,0.09985552143222104,0.1110436309692964,0.045471712575732876
HALLMARK_HEDGEHOG_SIGNALING,-0.036089282657280106,0.050271048249676126,-0.05316366715087041,0.04839537571999603,0.07464253167361644
HALLMARK_HEME_METABOLISM,0.026314368810352082,0.061993609823398285,0.10770960350207831,0.11014260160478109,0.06859124553357358
HALLMARK_HYPOXIA,-0.010361604117482371,0.07941810894679352,-0.026059091320618868,0.12128325581196846,-0.013149785497561501
HALLMARK_IL2_STAT5_SIGNALING,0.01008951157398398,0.057796796565138725,0.10739216485185668,0.010071360945769514,0.0574132956467474
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04887038426925701,-0.014436866819754049,0.0883966822413252,0.053543825697191835,-0.007783216346115344
HALLMARK_INFLAMMATORY_RESPONSE,0.006822959239990397,0.029811464685915383,0.07449109344188007,0.023888453238075244,0.0005542968308577698
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.023286689918448754,0.029869265983735745,0.1012422696477953,0.07435595918819161,0.032682514335694635
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.026084966094229094,0.07922738622104226,0.11664686635895946,0.04105218533536792,-0.0001741628120688459
HALLMARK_KRAS_SIGNALING_DN,-0.012901370997128759,-0.016662305054441433,-0.037724122075978125,0.03754089387166886,0.11464369568150432
HALLMARK_KRAS_SIGNALING_UP,0.02186195083269669,0.0398118654402758,0.009524697329891774,-0.01969428184231541,-0.015282329711333545
HALLMARK_MITOTIC_SPINDLE,0.026559270122150792,0.04091823387555227,0.10156802626908981,0.031782880060551036,0.045630973506728054
HALLMARK_MTORC1_SIGNALING,0.0317518765750162,0.03841063817441369,0.06080178029373527,0.10860640070371252,-0.019627869164445765
HALLMARK_MYC_TARGETS_V1,-0.004167741383720646,0.10623244957104039,0.11953786901254314,0.08317333736114702,0.10796135845695952
HALLMARK_MYC_TARGETS_V2,-0.056183470363855084,0.040062080317700394,0.008968139770548847,0.033459821272651784,-0.014721413129025938
HALLMARK_MYOGENESIS,0.020780125354408874,-0.01368942558373586,0.005563253452321541,-0.015632360818556065,-0.04562965125708073
HALLMARK_NOTCH_SIGNALING,-0.06417426729656624,-0.020497759956578005,0.07674259272018404,0.0717112710620549,0.10345035710465073
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.011560780018366457,0.08221719463407559,-0.012724691810403555,0.023239886847398465,0.11902233601766903
HALLMARK_P53_PATHWAY,0.0023468379435195416,0.05425244619479142,0.10344705019212422,0.056115701188825085,0.07265209740988349
HALLMARK_PANCREAS_BETA_CELLS,0.053303296261965456,-0.013600810559180571,-0.0470769445491397,-0.027698989879459762,0.15263046124515378
HALLMARK_PEROXISOME,0.050176345255811765,-0.0663830699742544,0.0482340192835966,-0.011581506923356043,0.07611513088454802
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.02020276622262937,0.07530120272703417,0.015339237822784528,0.025134528456819568,0.043654027464879896
HALLMARK_PROTEIN_SECRETION,-0.006332387119908134,0.09665904707746753,0.08900528069158489,0.08839662743451267,0.08979650113060055
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.017603211851461634,0.08210118484960038,-0.0006801142338803316,-0.026117711293770732,0.06481634396122116
HALLMARK_SPERMATOGENESIS,0.050847601511469914,0.014630588903782823,0.040398686612417994,0.0016878260051813457,0.11642659627309793
