,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06468235470372538,-0.011203600189711956,0.051120160003075496,-0.02596169641469368,0.0780483758020185,-0.004230411188601709,0.08171088304022404,0.004437626727838548,0.06715808995036153,0.10053462656887409,0.06118709340680725,-0.03865286441003556,-0.021759544572260363,0.0980331846557248,0.11318448431371245
HALLMARK_ALLOGRAFT_REJECTION,0.03876055971380882,-0.004944280619955911,0.04939622125775106,-0.10815843563789021,0.12340275763330141,-0.05819234306657211,0.06183402509584006,-0.006874224777207071,0.07559655444997172,0.04837656158219602,0.06962682753324378,0.025146566073568504,-0.0006753777433840372,0.16548610311291284,-0.0183275415624126
HALLMARK_ANDROGEN_RESPONSE,0.08107295933312623,0.01991885620078485,0.07362201990160619,0.09985174488926572,0.10280989343175358,0.0063856046647331795,0.10264865427544835,0.05588041122681406,0.0702783454234474,0.13625367199198157,0.06052547915458015,-0.049224167139387494,0.008721185630090078,0.1663268740850267,0.04403228784471207
HALLMARK_ANGIOGENESIS,-0.020470129340716754,-0.08757651137001339,0.08413221689209933,0.12760203061521708,0.10209553599444508,-0.024563803588034387,0.002149307165506427,0.06879196106264837,-0.03775037861324874,0.07138734954669278,-0.0019166513844884956,-0.004762585073896448,0.0445135126462065,0.03411635184539226,0.04983625110442687
HALLMARK_APICAL_JUNCTION,0.08423622415886665,0.05859439696860039,0.03422320592045716,0.0005916665778085922,0.09552515962494251,-0.01755492663599185,0.08071064601747198,0.030391703469303616,0.10837377203678776,0.13570462240601835,0.04353718130780764,-0.000694725680572677,0.031233225075419785,0.15961852624877265,0.09236689562968527
HALLMARK_APICAL_SURFACE,0.046497537700241245,0.08356719970092612,0.00841179257345426,-0.06951947731265344,-0.0807636165272354,-0.0651290531300904,0.12831507149780136,0.0463732356619038,0.05529327453124368,0.14126240250911995,0.07061318860013095,-0.008002720267893412,-0.010234695698997005,0.11263861572548184,0.0013699858197603718
HALLMARK_APOPTOSIS,0.08348614217745663,-0.01718117391891248,-0.023721273384293824,0.015006723208310263,0.02091219348111356,0.027363217334951166,0.009431776093483378,-0.017922851672607154,0.056684566336247647,-0.049099769542952705,0.0238116748458576,-0.07212314934288051,-0.03078985898067506,0.031163451258894085,0.007070660498896967
HALLMARK_BILE_ACID_METABOLISM,0.0032773735884722138,0.06789307723345966,0.02908806409825808,-0.03758106579844672,0.08947159645277666,-0.08666752195540002,-0.00033383917970221464,-0.006163033584617862,-0.005198766869630681,0.1341172394518191,0.03522495347941012,-0.0318789710585423,-0.007286658072898699,0.009895189255015566,0.11721188178961887
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.020445786297496417,0.01527044848307221,0.06787424847163832,0.01964052644960468,0.1036050730214304,0.003098997822182835,0.07421701360137554,0.027697825828753242,0.00909149469931729,0.10971091499549698,0.035589577251799,-0.05544727077426601,-0.014851374654680751,0.0015584753371202852,0.08202382563901685
HALLMARK_COAGULATION,0.09964791621949462,-0.06982265052808023,0.03292159314354116,-0.07162345624578036,0.10718186832159905,-0.02846431286293082,0.061038837618197485,-0.01897325258122256,0.10633287466711878,0.11352101877066072,0.06284244431730823,-0.06685148120212196,-0.06753033422410705,0.16946113138872965,0.05847072148308509
HALLMARK_COMPLEMENT,0.048786270474289996,-0.03353477606595798,0.10157606413032,-0.05410902423974433,0.08260010399547486,-0.049061181242132275,0.08020980927479586,-0.01830030137961297,0.08006227854483744,0.07236359711856068,0.09280781549189566,-0.06970548208795542,-0.022899496424070992,0.044107279098947114,0.08939088722028536
HALLMARK_DNA_REPAIR,0.06077923780629188,0.05332625286266921,0.06036910129655502,0.17183115862183482,0.12891506203625328,-0.034829748841299475,0.09559723728171259,0.05156264206180248,0.1266330005040929,0.114226568349249,0.06925717020757793,-0.03412936932710423,0.012142434273760114,0.057535538669874604,0.13115373021901558
HALLMARK_E2F_TARGETS,0.027967907022050868,0.01373285698829931,0.04040100187204995,-0.0348571641088849,0.11775236200311,-0.030313855674344088,0.10360028219452398,0.015347724636352726,0.06166851389508937,0.13189702576762813,0.11006461872920038,0.017008379231164487,0.021847620821373353,0.01703858173232037,0.06655005283007673
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11374557364810738,-0.02494231998022571,-0.0026050898676519786,0.1301638261723186,0.08649779009763471,0.01747704463691674,0.026868639775952705,0.012373568713258256,0.10577324943023285,0.09624980208967461,0.05213880594013631,-0.02459912045608605,0.03036936522962516,0.16425613502591901,0.06136423584500594
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06115932048348204,0.013321365616001219,0.020330569141655302,-0.013026674995289261,0.0421948173716315,-0.004625711636378206,0.02009537597368956,0.0020261421670781455,0.14774307032807618,0.04821139057980567,0.033171125577064475,-0.05424717284179527,0.002133001299768765,0.07408228090570645,0.11673386028260467
HALLMARK_ESTROGEN_RESPONSE_LATE,0.030424443809571107,-0.005678707360354268,0.03728097933502198,-0.0330676191743609,-0.036750167058803476,-0.04868203808859927,0.05572695926186129,0.047674061700836386,-0.03625953743785331,0.1292818563517264,0.08071125773767912,-0.03059873989595016,0.08899928844162527,-0.007578128337346843,0.038799991547846885
