,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08085607166640446,0.06319389818356688,-0.003369947077801183,-0.000852870976867467,0.019738509837796327,0.019708580677956705,0.08253930530942942,0.03607070721865356,0.005470878881691233,0.0014205292307201429,0.08697007352856576,0.05094324370938474,0.04828111148154061,0.042849635216470276,0.13034261784902149,0.11383143650319343,0.14223609192875752,0.006124833315260676,0.14403157422322888,0.08629874077821871
HALLMARK_ALLOGRAFT_REJECTION,-0.012563311210211012,0.04928732289587966,0.04217682148225712,0.011497998138828742,0.038863259832578614,0.0852461575512993,0.09710635554814208,0.049724310769529614,0.003968879548889956,-0.007662151824936816,0.10093850804947223,0.017015096147501112,-0.07422569074494022,0.0789930400319198,0.13748890903947344,0.004415516028710613,0.08689871163159632,0.043676006985146884,0.08595204667524832,-0.04534920400147289
HALLMARK_ANDROGEN_RESPONSE,0.06875640763464395,0.09744440899887716,-0.00430687207853975,0.0567858329604867,0.0446147939209455,0.07228071884599652,0.11060541075981645,-0.013008049525060685,-0.053304733166522116,-0.0003897110426635013,0.09996742683134889,0.012191556575341439,-0.08864363950712378,0.007975150784239445,0.125145077131142,0.1110435940134785,0.125326980368522,-0.004374444909996536,0.027432054524571276,0.08690137176606817
HALLMARK_ANGIOGENESIS,-0.02950820873757647,0.021177379029683332,-0.04976066233010545,0.025205369898188303,-0.02602487659651486,0.0900128667163012,0.10259350520584576,-0.04450705381553827,-0.0006416255086484558,-0.038826642731431174,-0.05290222088635337,-0.02078953362805789,0.037895749084726225,0.006573098750661956,0.022675616105848104,0.005672671248401948,-0.08969500433707463,0.0107232936895967,-0.1175078296907022,0.1302743000512438
HALLMARK_APICAL_JUNCTION,0.07669022382528029,0.08146858246562838,0.04122528223468898,0.03932086433121322,0.05015972367443777,0.08835555490835426,0.09090309627504173,0.0037609621660133204,-0.01322172032766359,-0.046890379452180435,0.1317645988702195,0.06586117203542063,0.05443815092667415,-0.006128898154348116,0.09566511672064157,0.13894656689996873,0.1385435844429805,0.036225470878483025,0.11208939071416227,0.12231724673560802
HALLMARK_APICAL_SURFACE,0.0742748248040025,0.05251813576405104,-0.004265163784934132,-0.021635388417146625,0.01636090683422911,-0.005440841285441352,-0.05024928587939318,0.0029528621057822216,0.0022882554794655618,0.0378503383301364,0.13542939753683808,0.04834710942098539,0.07322480455189224,0.009453677296362723,0.10851142354450796,0.06472719313863458,0.09380641534814123,0.0348763415004957,0.07352543831413802,0.019357632010395136
HALLMARK_APOPTOSIS,0.0010173583866479963,0.009756501788032074,-0.014091654544216757,0.024966584329846966,-0.021284463627352205,-0.0014952165360551735,0.0522095430144996,-0.03302148991520298,-0.010897375851169391,-0.025869160703708077,0.04731438645720229,0.019333605810061365,0.02977285128475413,-0.034878698972576706,0.024571648128914252,-0.025083545124169312,-0.025301057676028707,0.00580867937240603,0.07388316303417947,-0.030718280219347128
HALLMARK_BILE_ACID_METABOLISM,0.053949855194529925,0.021264278795417695,0.002972334785311504,-0.03472761338731823,-0.029309030486454637,0.07773698097169328,0.08268152710181635,-0.039583715504922075,0.035513412978544295,0.007296401835374989,0.05183077918618963,0.025291547585166572,0.05703849050039335,0.006419372644286741,0.03405988799596027,0.11866929229356529,0.14672174686155104,0.012944249007020221,0.1390248496512786,0.06854688095961646
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10042607894411898,0.019718883829315782,-0.011872709715053715,-0.014862705691980253,0.0070228015529124575,0.04406527789311059,0.04652385968794154,-0.043034330210806,0.07855374407868267,-0.01910378641975621,0.11393809958003043,0.03437706625940614,0.0021982422598454485,0.05552141297048961,0.02313352252126107,0.07732470599219997,0.13499675576544445,0.006954097682289553,0.10696142325766196,0.05917463167939959
HALLMARK_COAGULATION,0.07384365183426093,0.07774604021016422,-0.008402105267374197,0.02809233511250244,-0.023357687948850517,0.06346449093333933,0.06981542180231907,0.04953119295160917,-0.02171585662840223,-0.013825792483974565,0.08253524783549174,0.058119377373733606,0.06728130522993302,0.018666856779796223,0.14947006469031515,0.0642564738637823,0.10357948117507342,-0.036734120385716884,0.028029298664364807,0.08319477819959986
