,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0869656324772951,0.09802622883604373,0.03819628497082287,0.19789562431915916,-0.01359572294585008,0.11056873681880029,-0.03708024894330992,0.046131337678707966,0.01683370293057852,0.044286587917300745,0.09906433962218623,0.13184281502758208,0.15693790348631503,0.2526525668370724,0.19570893002627454,0.004323799411803403,0.11537991113705061,0.09340421120339798,-0.06872552223103424,0.0523011893708918
HALLMARK_ALLOGRAFT_REJECTION,0.02044070449744724,0.020692474745598814,0.046679352439172796,0.10272138722779545,0.07541218180452897,0.1497082767928412,-0.10398519951379116,0.009612014947052801,-0.04697618532513132,-0.08672286428235271,0.1056943610786042,0.06261637619775581,0.11835153623375584,0.14766514638646783,0.13250769760048714,-0.010968639151661876,0.0744886299721214,-0.004599345496269891,-0.01887312731354345,-0.06812481951870507
HALLMARK_ANDROGEN_RESPONSE,0.06494130081860999,0.07863091730441225,9.316114085482577e-05,0.16035535656992286,0.046578272159668976,0.09294662279359513,-0.07404668529613365,0.04121471232686895,-0.009624019061352528,-0.049113211937834036,0.07149863852222182,0.0913701198899162,0.09649122749440639,0.20277860128931371,0.12637671991956512,-0.0010466013550294653,0.08553748382198646,0.07769795695524695,-0.03198340538015039,-0.016732828808769716
HALLMARK_ANGIOGENESIS,-0.033252832460566525,0.08977592376593604,-0.04753894234575345,-0.1160188326363911,0.04802330605552419,0.11565017579108962,0.08646560879245316,0.002467619427668286,-0.08412185177389507,-0.06195488091609879,0.12370300856226128,-0.01287763031928528,-0.025508160216910998,-0.0644368288750055,-0.14187701629596178,0.0035741296453999077,0.010666426141337833,-0.06851012291963397,0.014319093530987823,-0.10989787551916487
HALLMARK_APICAL_JUNCTION,0.09126576596174026,0.08762762432601924,0.0025109088590764194,0.1702576157100683,0.053284411947299985,0.1392730672587209,0.06157362754870018,0.05958502836753635,-0.051814356519124014,0.0013053406613769917,0.07135606215637139,0.0770969207984811,0.23410440607391758,0.23952054821024293,0.19149042532994484,0.04540098110919167,0.08076406810473477,0.032978962503853904,-0.04448726735841155,0.08189171424691126
HALLMARK_APICAL_SURFACE,0.03547712890133716,-0.03875067113669529,-0.044538597884253926,0.16220735703161338,-0.056923717399856945,-0.02102299152722688,-0.07923385214810007,0.006060222246504671,0.06760349197702452,0.036388800483333705,0.13599290224547558,0.08368132380574617,0.1713935707432418,0.1700199774559681,0.16501231596455507,0.07078253296043815,0.07882435862032391,0.018306265040713587,-0.03662009745985476,0.09632299943327413
HALLMARK_APOPTOSIS,0.03612339288591948,0.0478151955849405,0.015425422133317695,-0.06956517864657988,0.022313358683553716,0.09075921747332916,0.030628732156264635,0.04511978096742821,0.01081716134645958,0.007900545728176854,-0.03674447217322795,0.030398310718860472,0.05697690467812295,-0.07213691453589206,-0.046395318513328426,0.025646331258168058,0.052247578276264556,-0.0832558734985951,0.024468335915246876,0.07919059425899252
HALLMARK_BILE_ACID_METABOLISM,0.08638791758802505,0.02410269558668076,0.07090222820215519,0.07410599215508346,0.010288747043411773,0.08889150124032184,0.007112239365320621,0.012761496971981506,-0.018899070240357474,0.020072343591843768,0.14161746810158787,0.17463483552068676,0.10990124812900606,0.2233933210363394,0.18303366713674193,-0.02443069267178334,0.10593763219991126,0.0745441994700717,-0.04335696137963446,0.04735740642418333
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04976995847624133,0.10530459596441247,0.0104153635277734,0.16706780804443286,-0.03032924598852707,0.08097117442660004,0.10963881768823995,0.05937079977754113,-0.040641635678842755,-0.017320018034033734,0.1587842579261421,0.10790953910464289,0.1444553438950204,0.23099426147935534,0.1752485518176229,0.0028002527451281363,0.040226912738729234,0.07520093302453225,-0.024886329238143545,0.01642551235204268
HALLMARK_COAGULATION,0.09116473759086466,0.019812707674206682,-0.011512081245747598,0.0322247741922265,0.06953930258075279,0.1205372993082393,0.019196705745417104,0.014954673656026481,-0.08720481219086865,-0.05603807377779419,0.02761545098592836,0.07251239443972912,0.19446693326974357,0.19675119440279043,0.1641133782286173,0.021206008179498116,0.062255194559946964,-0.0425558952525332,0.018767237462919018,-0.02355131794190764
HALLMARK_COMPLEMENT,0.07784948208583527,0.08208517501477527,0.04315221000483546,0.1484244758933353,0.029335403627481264,0.15825341516708857,0.033674081593608206,0.023955718669903037,-0.04218323894053901,0.07058931773216577,0.12331673006094167,0.163427704290921,0.13738642416321165,0.10099672981893007,0.12689389230571027,0.011732009637639288,0.08316475220881869,0.04806528298823609,-0.02678023372128931,0.025766909331218252
HALLMARK_DNA_REPAIR,0.08623409423964336,0.16978416603253862,0.0014782876344561328,0.21643373282068304,0.03202892703964288,0.13652217845800932,-0.019172386495984788,0.07222900356224833,0.07260577391029473,0.046385167138913205,0.15965115806594996,0.1693517175521146,0.1953780463322,0.23179367859863395,0.19949516229023836,0.038004767109788055,0.09453551103669075,0.09935214421730783,-0.036834792300138454,0.0699491184427644
HALLMARK_E2F_TARGETS,0.10885093167437968,0.1351804636231835,0.05228653045227247,0.17244486608954301,0.0506432828226026,0.12252468904940617,-0.03695965787723876,-0.02363514534668861,0.01366454649529849,-0.023326651619114763,0.029355342584442338,0.14326658493000635,0.14903012828728393,0.06655000552966674,0.0824243049197452,0.07038866734653552,0.026171817138347528,0.0721772133985845,-0.011454723142564311,0.007528522257436435
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.015386974511565408,0.06517613668081712,-0.052050335133419896,-0.05250601812495472,0.06354329320703006,0.1421764254390297,0.10831124893106499,0.038956946263414144,-0.04425458810558994,-0.051486639932080934,0.09074544973991326,0.06383539504650058,0.1581835332059367,-0.03565624419743705,-0.029167484969224083,0.011077041954353035,0.045702128861108096,-0.04943261598832856,0.026999558751683618,0.09099956479619041
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.014059109199912843,0.03823542979031428,0.035199358549188,0.13411323021199342,0.009334612266975309,0.10795782400947147,0.049793574596650916,-0.014670286749844625,0.002826139185748285,0.08574192868672245,0.04607582955040402,0.07058679246608512,0.1699857527296267,0.1511821999426812,0.13348286764162598,-0.010488146051359691,0.03165620248904085,0.08579128139891472,-0.03190106501675198,0.07850765977574262
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1425574111980009,0.03281694108891882,-0.009059189537547313,0.028469111932532983,0.012660110089442522,-0.01517086038286239,-0.10881144918267127,0.019941624293240045,0.027304203183214186,0.0012144558678252205,0.0371869022650861,0.15593494249330944,0.04053314530674519,0.19697667280122205,0.15172877765512321,0.031173119733421187,0.12352043878685565,0.04989814942989579,-0.048170142514299755,0.03721439320116137
HALLMARK_FATTY_ACID_METABOLISM,-0.0013847689555859489,0.058176824547151736,-0.003126171112916432,0.04515377136232106,-0.01472559499930467,0.06854761834182227,0.025024818471588668,-0.024899164218025144,0.0013698632234319828,0.09237218751724037,0.03560455255997628,0.06142075674732941,0.005509908101481745,-0.02895438699464143,0.0032679669030108945,0.02138249632224126,-0.027157448937550892,0.09000707661643689,0.027241790684893043,0.04449047307320496
HALLMARK_G2M_CHECKPOINT,0.10025898472572113,0.08485236781429706,0.01989554211317809,0.13325803518553286,0.05970759772425782,0.10912881917006931,0.053777624921071306,0.027848819338908124,-0.00667794340190897,-0.05965870635020713,0.003334663784897464,0.03370832159637482,0.17405735059242158,0.07421627788553337,0.0034796671644718277,0.022158368275289025,0.060739630162294736,0.09433110248033455,-0.03886646508980561,0.0010061960944001463
HALLMARK_GLYCOLYSIS,0.0025523396618611395,0.040268131285595025,-0.014366397563809617,0.034282033546406174,-0.012385589238936894,0.1164095857577721,0.05400512900215016,0.008905690572440606,0.08491003880296379,0.08244502897092529,0.13857877116752393,0.10216963339917025,0.07249115290698206,0.08050164527877093,0.1454085800544223,0.05566624571262397,0.06446513521969557,0.09996280710712428,-0.03395045925454559,0.08232951566852767
