,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07770553872838988,0.05168837947324953,0.020548573780315178,0.06287242415054065,0.07151217566113725,0.08377893565880176,0.06439971007472967,0.04175885725047078,0.11369629134994576,0.06285563789431112
HALLMARK_ALLOGRAFT_REJECTION,0.06772368502524953,0.058110512643166475,0.00551056793978679,0.004789238098816817,-0.012410651684484976,0.057179516168351326,0.03462938225132577,0.02151323269548068,0.07386254482686859,-0.010232401826257998
HALLMARK_ANDROGEN_RESPONSE,0.09803214959436309,0.0871049396267793,0.062205305071773846,0.031972906096221686,-0.01986840647669884,0.07663922120016935,0.08922512410256336,0.10238260661694819,0.11314074107836436,0.051324892669938685
HALLMARK_ANGIOGENESIS,-0.027935112189324818,-0.0030150647520357727,-0.0103865208064025,0.03158446174952294,0.014653801800019777,0.06776452045694148,-0.038136656110428664,0.03033121190943121,-0.02554486765401282,0.08895740805858418
HALLMARK_APICAL_JUNCTION,0.06231838454188376,0.06805236903053916,0.022297957680335982,0.0662724757175964,-0.008720752735417081,0.07833045443691364,0.05655976461986298,0.0803608731414388,0.12075835223702697,0.08464157599891443
HALLMARK_APICAL_SURFACE,0.07021148167017788,0.09759775000136063,0.12853542993372194,0.031869356791169555,0.0631724790337,0.06579936872491532,-0.01362761308596336,0.025242741227752337,0.118343675722376,0.09612194127289334
HALLMARK_APOPTOSIS,0.003303420139527719,-0.02775343347577168,0.05719598295048631,-0.06397239246751169,0.08362846950212267,-0.018552966055178543,0.04263514314402982,0.06605199056488831,0.09012362188429666,0.04943510188603891
HALLMARK_BILE_ACID_METABOLISM,-0.000298929460447088,0.09247055698334511,0.05245872453762579,0.05949980094515073,-0.04782092856050352,0.0987408999013939,0.007502120665633463,0.1082922851043645,0.07301993753963901,0.02689992416140146
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11159188769231201,0.11133025434784848,0.04947572212375622,0.05850174781515368,0.09580514644044005,0.06930518247527243,0.07461537517278394,0.026987492768475146,0.14888286797131225,0.12339504658616202
HALLMARK_COAGULATION,-0.002439508674335072,0.08633853639423232,-0.023313706313905284,0.07575095009436017,0.042389389606744515,0.07530046321830171,0.0740804469637601,0.0502114330516517,0.10369597128286803,0.16781999237968884
