,MGH258,UKF248,UKF259,UKF260,UKF275,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02576931368001544,0.09293724504634601,0.05552032763398837,0.006568642873552227,0.10068653733085237,0.007998475359121217,0.0632907689805926,0.13272441110894012,-0.004319558030640184,0.163671029823642,0.09312013326934869,0.10832425131257013,0.13502074143218848,0.0668830756292166,0.22348203661579755,0.16998751485611194
HALLMARK_ALLOGRAFT_REJECTION,-0.012562597631710441,0.0841553685276204,-0.0016798924918914645,0.0017653238473674083,0.0025884837471478,0.020353012654384373,-0.010198782838247992,0.13999762967609625,0.02674750826346621,-0.008299958263186646,0.0008415287781516407,0.08561168218591812,0.11413462601259203,0.10634855771694983,0.16908078960467923,-0.0683071873019552
HALLMARK_ANDROGEN_RESPONSE,0.11598502540539289,0.07332195584881632,0.018814671880196254,0.09250560443286109,-0.023667404280465324,-0.022106741213243353,-0.0054983539066839286,0.029654505355888858,-0.0004999494097650807,0.0228108175133412,0.12085278402870846,0.11540598006195144,0.06163116953628604,0.06397190568695928,0.11814325905589373,0.1391363029778945
HALLMARK_ANGIOGENESIS,-0.007910545021673087,-0.024328797620091006,0.04141549627360038,-0.05202769271287191,0.03200108371830497,-0.05494822982776465,-0.028003369907005367,0.009470085598661223,-0.06587649153448845,-0.0659828161944344,0.02389531010352275,-0.01675015574038382,0.1391826378266822,0.029675676871115126,-0.12143529479401644,0.1319178250540399
HALLMARK_APICAL_JUNCTION,0.09642919496618375,0.10386049889540806,0.05563839946257733,0.037753437808533664,0.053230623832226306,0.050804824478448196,0.03505308921170645,0.11675898626292361,0.08175296468268939,0.17228150305943954,0.15707678822136215,0.12674972208493612,0.1260276942940949,-0.024294226554434518,0.18582418132478906,0.17773222918537204
HALLMARK_APICAL_SURFACE,0.03691892609005761,0.022072774271188127,0.0733775806682706,0.02029742780808167,0.03152871207394436,0.05064000111540697,0.0039418042488460195,0.1363509310835825,0.05088368104484397,0.19026324516418788,0.11657630581302326,0.1164053856474375,0.13003991923593966,0.03727951451092951,0.12339689877761369,0.07658998277047736
HALLMARK_APOPTOSIS,0.01976008997034347,0.10047476128551885,0.012633457016495873,0.02481808325414832,0.03369215355341478,0.012526894635146576,-0.007288446129260567,0.016879520501680248,-0.024991576682543894,0.11420638067153116,0.10087447612950061,0.013657893364558596,0.056891689758491196,0.05502715878390902,0.11680639237504513,0.03195652685894876
HALLMARK_BILE_ACID_METABOLISM,0.013351816648117682,-0.02981228559576426,0.04892026521676927,-0.01975148728199915,0.05574465051222259,0.03429059546209856,0.0896570870824739,0.12846719200827295,0.05468041625692417,0.017551321205145083,0.08729606380461759,0.1237303460684001,-0.026241653644433864,-0.010310404594589389,0.2018695523723495,0.15320280296482355
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1080385202177501,0.024580660452684946,0.05220143453498585,0.012496902728777272,0.035320368254993975,-0.03851291469790083,0.05243195980959724,0.1278175514312231,0.09574505995687302,0.11668294936846291,0.13137355416049357,0.09095494192720165,0.08622299530196462,0.0326953116755229,0.21987792546344942,0.19721607911869138
HALLMARK_COAGULATION,-0.03637985634837909,0.14123908789256637,0.10003736514618405,0.12702402188103848,0.06285244112512121,-0.026942566959719076,0.0027236566503967777,0.15628220090751532,0.05668130958525989,0.160331340786781,0.10635016530442523,0.12726476905402723,0.10080270294461878,0.06471682851535521,0.119035661895264,0.15468210117955578
HALLMARK_COMPLEMENT,0.02588474079556425,0.0290011341367404,0.0024439762028613393,0.05011067630770228,0.02983632052995825,0.024782744191041935,-0.010909469464389242,0.07861943608352989,0.08081862102411994,0.1172998050270806,0.12066879205910727,0.07755753315063695,0.18139445298658313,0.07861054081317315,0.18205509909925663,0.16025599100498195
HALLMARK_DNA_REPAIR,0.14250348451364636,0.08155265402227943,0.04012817021853135,0.042175478307179194,0.0814859615420481,0.059127559257951524,0.04259672902941019,0.1461621761053241,0.027312547345284162,0.15412226263239126,0.1507513786080518,0.09447232746005864,0.12495721233273799,0.03142155504684313,0.23203640033692322,0.19950928669729417
HALLMARK_E2F_TARGETS,0.12985079019776197,0.03286025521073862,0.04537097805361577,0.009065863693957055,0.037624633204621324,0.05680405384610002,-0.001610973043302442,0.14905876764068865,0.01060793362318141,0.07428948703859017,0.13202149257688955,0.09003746973937199,0.07767418992495222,-0.0021279908053336693,0.19389554495578487,0.18536112735809349
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13523436386398843,0.10993682501885459,0.04104430950924371,0.024396048298174933,0.037640968700264295,0.018621404022057603,-0.03355691849958533,0.07641672450519947,-0.0311920178397086,0.14758228112300378,0.11257854335977277,0.029549407012673973,0.14959800199937187,0.03593236487336617,0.07711784391046539,0.1697750137969174
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.10349458640162035,0.039690453564121014,0.08441383970052595,0.05843364537504606,-0.03818201061299354,-0.022401078568257043,-0.04722209094631355,-0.008172553542516524,0.01629470418985122,0.16759712865798373,0.14213620146845254,0.05477149579113017,0.10704831449097661,0.0025995449403536193,0.14301350139195268,0.1403996058707235
HALLMARK_ESTROGEN_RESPONSE_LATE,0.021308799060916248,0.08437275529839297,0.02629440734121238,0.06470035034231914,0.058990983634858614,0.03565147563845416,0.05159917685892067,0.14038221792157196,0.07226118036274747,0.03066012143530681,0.10707147615633437,0.08071863433427516,0.09045956748320957,0.09869185580383864,0.16632018695911338,0.13166559800244568
HALLMARK_FATTY_ACID_METABOLISM,0.0622916892326453,0.05194648516472187,0.05599701280422682,0.04984325391734455,0.08381157554798689,-0.013950400263433395,-0.054420826028153325,-0.022738102771556804,0.08250127032821124,0.10306978047808275,0.126453461499479,-0.006337093704782643,0.006167471468449957,-0.044399325372955156,0.11802374640526989,0.05331389317862024
HALLMARK_G2M_CHECKPOINT,0.09849957992360651,0.04294152539828205,0.03457294856255121,-0.006892712562518676,0.0956908951349284,-0.0008327908243203312,0.07059977600440097,0.048638233358383874,0.02295211938853486,0.14176870751018233,0.15258888017472058,0.09076438442101162,0.0882753239119738,-0.008431709158843743,0.1452104267065481,0.1551136878751149
HALLMARK_GLYCOLYSIS,0.10091348632674763,0.002493279171934449,0.02925734458888311,0.0006677008713666834,0.04817384203478701,0.021768993244562128,-0.004078168296934369,0.01676361076646588,0.04435644519026607,0.1860162320973768,0.17742050050217606,0.03138437208258142,0.11911322504877266,-0.006780227500915836,0.18954428109848925,0.16219852735745918
HALLMARK_HEDGEHOG_SIGNALING,0.06724150179138037,0.014746354346466636,0.051965350593103476,-0.0014026500628926458,-0.026140691397547135,0.000806815553427968,-0.003052837799782505,0.04433814002735585,0.08951371749759497,0.09818661251273253,0.07729130896740519,0.03368717080308258,0.06542221404228091,-0.0709789625150941,0.12801417982331512,-0.007973009102719229
HALLMARK_HEME_METABOLISM,0.07283444058882536,0.10571213173729602,0.054186362655777066,0.06175175090417008,0.09611952215371504,0.03471852630936807,0.04958912656709444,0.13700505105783425,0.13421545519833536,0.16250564738559956,0.12401980868836261,0.11947048012736934,0.1282034290800337,0.014819197213452677,0.17040770251341789,0.11728129669842169
HALLMARK_HYPOXIA,0.047980101222606306,-0.07737239385021445,-0.027521815643545167,0.03641374988101085,0.025594070163591172,0.05593595502590064,-0.03329299630573995,-0.11047315482183911,-0.016973050433207345,0.16036245653889047,0.04070659004862231,-0.06425309510984432,0.114550568065582,-0.016018001029162954,-0.006356293596852978,0.12750663072678853
