,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.15482768155952153,0.01951705686161866,-0.029356477701922613,0.24022102391868339,0.0279359654947258,0.3122477046631517,0.08379753386022393,0.3544022965548689,0.11493867093670944,0.06194001500722603,-0.014037304487633183,0.044748629684838795,0.020930846012077144,0.1553882063482405,0.1864541266273468,0.30278555426072296,0.07094435389775698
HALLMARK_ALLOGRAFT_REJECTION,-0.08528914900334507,-0.020144574249704773,-0.08187898857712575,0.18111238756113687,-0.02141584659279773,0.20923912438062223,0.35363342142586485,0.4606339027290185,0.16429513895211853,0.09144547536503897,0.018250480002168168,0.021641725885314815,-0.014493844916837528,0.15463319917629723,0.06253891088186196,0.1050035382801429,-0.002484087707075736
HALLMARK_ANDROGEN_RESPONSE,0.17469405570093646,0.017937071200705194,-0.029100586155914702,0.07074717708513874,-0.011338343360010142,0.11557110427693816,0.30356247522991897,0.38581730091976485,0.011816606350138722,0.09590231254565885,-0.06425458510623408,0.08504417275009696,0.0003433595965601128,0.0422046985931383,0.09392339741665261,0.23067152519087455,0.03158291935064608
HALLMARK_ANGIOGENESIS,-0.05904245323285639,-0.07250439949670343,-0.029821449300687808,0.028066551797218925,-0.04527115311360756,-0.12953944677264936,0.45788219215412607,0.5036134661845016,-0.1339217682811283,0.031792113092470146,-0.01911722179225792,-0.17539962312316432,-0.04352384646017795,0.03486072232672289,-0.12301339585662607,-0.30718104224165055,0.050241056668374785
HALLMARK_APICAL_JUNCTION,0.14812801341072457,0.018219101003433335,0.05165873485292086,0.2928853610545169,0.029198600291880667,0.18361016600589633,0.4365858388579826,0.45889136502564115,-0.05376559530406475,0.09034273999245078,-0.03592540766412878,0.05632182936748058,0.047883419594047925,0.11354005843541207,0.15128267403709034,0.2997860746280842,0.05784057201099768
HALLMARK_APICAL_SURFACE,0.1900847297138467,0.05726653143114951,0.019765815183862317,0.18775894571964313,0.06311177510500328,0.25299277697860556,-0.09882511457453817,-0.22723831066028027,0.07452601032595083,0.09045717464362509,0.09716838743726602,0.056661399025466366,-0.021763934960878077,0.12281310715894839,0.10351161820937527,0.24659833251941712,0.016560076912834433
HALLMARK_APOPTOSIS,0.023552644736150433,-0.034806387144948346,-0.043088509289853874,-0.10328586894775925,-0.005171395501506628,-0.24170714107194208,-0.11878173301089075,0.06501947973576198,-0.09551934472319958,-0.11748660011912858,-0.032438622746177766,-0.07476186335081636,0.02934086841950183,-0.030698634821793008,-0.1436114462171773,-0.22376098407442982,0.08167581105049511
HALLMARK_BILE_ACID_METABOLISM,0.18804742928602078,0.008724853949487,0.06857906597401102,0.17458868608514674,0.045397010994409716,0.2696295071242719,0.2966058500270716,0.4528377436227154,-0.007098754529921551,0.0980595147463232,0.05576712201421537,0.13714029930771618,0.09282220274273682,0.12076377405634789,0.1964536155412009,0.3311095180139948,0.04907626186272481
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08670245723052952,0.09292989621713199,0.014172199059547906,0.2005081860443944,-0.003689368299055241,0.2639201098170213,0.4162020004495642,0.2595018452440967,-0.1288337621681297,0.08607903906875665,0.043681184790935315,0.06672224126592938,0.05897979254869585,0.08208429288991077,0.163375819862142,0.31095460162044497,0.015489221696564335
HALLMARK_COAGULATION,-0.16493622517250842,0.00679713891435949,-0.08949909853121421,0.1336375594026721,0.06884640457849585,-0.02816075798275191,0.2917805487628375,0.39907003906772376,0.053670012213870286,0.08351216172590048,-0.06864305805723991,0.002010355033011033,-0.0031271156793192052,0.12658673788242206,0.048773046222046826,0.10828561588845727,0.11478031439168547
