,UKF243,UKF251,UKF260,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.12865827810280162,-0.007197118452541395,0.0026817669679594807,0.04416229880698644,0.05144135868281911,0.01506938740299965,0.14571378637394078,0.032798843767627074,0.08826783199812875
HALLMARK_ALLOGRAFT_REJECTION,-0.048233089379567065,-0.024641279597782794,0.006164548061569234,0.055152031085367176,-0.04518199654259218,-0.005878961592964399,0.09838841109323755,-0.034281401998519374,0.008821900671746184
HALLMARK_ANDROGEN_RESPONSE,0.09706411121590146,-0.005435536792406342,0.025838800231444827,0.09178411072449665,0.0023368116362526906,0.037322572105977475,0.1338269312772545,-0.05819663565333263,0.024960028197000744
HALLMARK_ANGIOGENESIS,0.04265291053113251,0.041732017442494204,0.09819461800617685,0.06568463428647775,0.0032695125912918376,0.05217905192516053,0.07705678761781828,-0.018043449821220615,-0.1392038806297326
HALLMARK_APICAL_JUNCTION,0.12212583892027525,-0.024199482642092242,0.00471231318154681,0.05731420658317585,0.05463306231914382,0.061925304052994484,0.15059422556073015,0.03382971633299842,0.049786011164565026
HALLMARK_APICAL_SURFACE,0.09121127236023659,-0.017242560282560195,0.01071532521629036,-0.07536808873721011,-0.04233844717243976,0.030524822606152868,0.14240297984688197,0.028846179394325367,0.025738839770335212
HALLMARK_APOPTOSIS,0.05521278539742942,0.015212839108530144,0.0025359226004650166,0.005276951766236354,0.03401901777677852,-0.0092584747411307,0.0305057030844663,-0.054511023348497556,0.0020987908204261147
HALLMARK_BILE_ACID_METABOLISM,0.09990033090620166,-0.0622266563121457,-0.0009267140692810297,0.07013082937100888,-0.008055641491962043,-0.011263880815299835,0.10481084516558556,0.04109458399891086,0.14678781005230668
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08390007265389106,0.03552524906430265,0.01832842417279334,0.03881758519330207,0.04658911816507134,0.008113154183786211,0.12020065821741115,0.046002146393341485,0.09813004476122018
HALLMARK_COAGULATION,0.0772809646211897,0.03234212396715577,0.014508694706723602,0.06172575160275094,-0.034216878622854704,-0.015406537767635536,0.16050664515717808,-0.03590311542719156,-0.01125321630823662
HALLMARK_COMPLEMENT,0.14596997454010605,-0.004319816005787621,-0.01690642845140175,0.04338372928353634,0.03245071725620947,0.05593457871223354,0.11556442947406925,0.027588844578021597,0.06703118596674532
HALLMARK_DNA_REPAIR,0.10516489061789287,-0.0261928606941278,0.014392872527880216,0.08714915458084328,0.041705529265869914,0.03471856719163882,0.147211119876279,0.09123963527160983,0.15899923417916073
HALLMARK_E2F_TARGETS,0.07795351649743996,-0.05727209432075965,0.037499284968339534,0.05905877373546575,0.051224899689739326,0.08366577877063791,0.10785453181787107,0.061219663386920566,0.11541172864504337
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07847228157415354,-0.02028246856723492,0.01936108415765274,0.04466510847795373,0.026458097987998,0.012732917676220009,0.07457034463452192,-0.06373502538315341,-0.06109935039292674
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.10688918280367024,0.07154068025566761,-0.012427688333001825,0.03543907258434252,0.08816054935511375,0.048630014933492414,0.09277426971078154,0.05082150413463392,0.07966871402330838
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09743100594326029,-0.04969760910014097,0.0009568999238683907,-0.02570585789364076,0.009592667253154954,0.038827479819984446,0.13166526757352284,-0.016848417840286494,0.11430637524662851
HALLMARK_FATTY_ACID_METABOLISM,0.07015718619231337,0.01734693776910871,-0.03786106026211545,0.049807071750413934,0.04191233065601567,0.034744276546407105,0.03887461204848149,0.02143355391258848,0.09675300524913628
HALLMARK_G2M_CHECKPOINT,0.1260811256137483,-0.01795115975116801,0.03274137505755382,0.08198482394082597,0.0618160658647904,0.0658578293696758,0.10495408718219335,0.028204521513653467,0.07358968542993176
HALLMARK_GLYCOLYSIS,0.10999124278102841,-0.004951824705387314,0.03535207046806392,0.04730312489595956,0.021222368640962143,0.014389662114475137,0.08926551057896952,0.02558111617368983,0.08889766179387315
HALLMARK_HEDGEHOG_SIGNALING,0.06875993856180324,0.003326820055723758,-0.06499919835560464,-0.0546595417076926,0.00692377970649187,-0.02258395548032351,0.019447963496417895,0.0696008091441145,0.07345244080722894
HALLMARK_HEME_METABOLISM,0.11228559784097356,-0.003124271941410688,0.009961354536664375,0.0873666953228268,0.06566809549520966,0.05643949566878233,0.13876366963365352,0.07316591308723583,0.13404187098047604
HALLMARK_HYPOXIA,0.016315824092641054,0.02077125141378485,0.015914053560463895,-0.03420946315862767,0.04728173903815021,0.039560470205584605,-0.04325131343093767,-0.0474465702248422,0.025721779595251217
HALLMARK_IL2_STAT5_SIGNALING,0.15230098215061175,-0.0250463487046761,0.025528059430102685,0.057914025664676724,0.08789741699046083,0.05252174145241366,0.14693560040162026,0.025457796321111854,0.08380904005897767
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.13249984135448128,0.00544271400652051,0.003631741119982959,0.04160103830807838,0.02578659454890365,0.03285319369517489,0.13329338050355982,-0.0252492316698939,0.030782123046967882
HALLMARK_INFLAMMATORY_RESPONSE,0.12259446317583218,0.0185879468982892,0.019050976998742808,0.04340643662161615,0.025553210546170664,-0.03528810771205538,0.04282394171002525,-0.007401865409181277,-0.016866838525534222
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0574784558837938,-0.05590886461835324,-0.00020391649518832207,0.09601194038607337,-0.02489376448718052,0.02571216891756753,0.1510778373961792,0.02650568866802985,0.07053627825982305
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09983794967553995,0.05641338911954042,0.02536794309266006,0.06118164729443369,-0.020654683424887063,0.052402948698261446,0.12350313601067207,-0.025589859737186697,0.0034447544987428616
HALLMARK_KRAS_SIGNALING_DN,0.0962197894421152,0.027351970226225517,0.007469916037376027,0.008304493618168936,0.0704214519819134,0.04670910974007728,0.0867989809662945,0.0557751631101473,0.1260205944049308
HALLMARK_KRAS_SIGNALING_UP,0.14320129694978717,0.011639995805272712,-0.026694174721536786,-0.014127956414739604,0.01602213068215238,-0.010446415016360006,0.1447710390623059,0.020870073776123856,0.03911654808694653
HALLMARK_MITOTIC_SPINDLE,0.1524120052408162,-0.032500313985168276,-0.014659211061013824,0.06906363160588548,0.08374545605889563,0.04933108191522725,0.13148218306765289,0.04169966777107536,0.08777839598801879
HALLMARK_MTORC1_SIGNALING,0.011021915822891222,0.00486264945234528,0.043438179746403294,0.07850150952766921,0.04981308339916723,0.02705122009573652,0.018375917070914568,-0.03978705529249881,0.07621931321860088
HALLMARK_MYC_TARGETS_V1,0.0725599195079708,-0.051795822694657316,0.026248538653685143,0.06185460043085002,0.015887172337391856,0.015526056343096215,0.11713092040391536,0.06767289295669118,0.11499135515935743
HALLMARK_MYC_TARGETS_V2,-0.02939686237423381,0.0068014043344577805,-0.01952542502823047,0.05119579747888151,0.01504733453938713,-0.02863228811230373,0.10974251462821728,0.030739895291385214,0.03867569457755216
HALLMARK_MYOGENESIS,0.06619480663455161,0.03927135101943215,-0.006461949338343305,0.002208886101208214,0.022194099886555657,0.0225235467735277,0.14719663366686792,0.01616176621487789,0.02920944056688261
