,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.0704614696196862,0.025915125708448228,0.01374933435247413,0.0071050083805371785,0.06773791944662864,0.1231881454715188,0.0798286947295927,0.3586067103585901,0.3208576496008119,0.10115552332825992
HALLMARK_ALLOGRAFT_REJECTION,-0.02490114251136473,0.01328314758706681,0.04158505186181548,0.025997013871455303,-0.01890613100706755,0.24526649376620568,0.10168492676808012,0.19360922383850956,0.24876308527771307,-0.0219636439947425
HALLMARK_ANDROGEN_RESPONSE,0.03606665505864373,-0.018793563452867326,0.019391137177817035,0.02998353598782007,0.031974959678871505,0.24343428696893116,0.15890517095302564,0.28096485461535575,0.2931995640820569,0.039682400369424636
HALLMARK_ANGIOGENESIS,-0.03140098343996334,-0.01969614660605333,0.030253396206126187,0.028072717122934708,-0.10770441935559695,0.2783443372591224,-0.032825715144656105,-0.12865525979712109,-0.1864858167164724,-0.027715317758266272
HALLMARK_APICAL_JUNCTION,0.0825954114143061,0.042895900253683686,0.029273845927637675,0.04629647181741259,0.025799993865996504,0.3075577271962193,0.0583115472130939,0.33013750520338797,0.31018078754201855,0.12377218885506226
HALLMARK_APICAL_SURFACE,0.0710772589228136,0.043125676714957255,0.009068748720597,-0.009679460410057517,0.05881897205662917,-0.033872211390691936,0.09586177885398871,0.30131144080256683,0.28532151477998996,0.06679913848066939
HALLMARK_APOPTOSIS,-0.038726409115227414,-0.016735530336268796,-0.06999748250067575,-0.028692488646350173,-0.0471199072378636,-0.0619860575126822,0.07386910361122147,-0.12787065033968903,-0.17785960086567576,-0.0014747994230922769
HALLMARK_BILE_ACID_METABOLISM,0.06228174767972013,0.055705827555241935,-0.03099857833379787,0.004336522040307037,0.04068266569227739,0.24307856548356058,0.07303945858076355,0.24672534949135227,0.30674822734365687,0.06534603680296108
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05173747248236109,0.045382073669744984,0.011022987290057205,0.006115891173664933,0.1020163611791892,0.2934720857298266,-0.0018167982169486213,0.38624077658907113,0.3850171732932041,0.04411463530732331
HALLMARK_COAGULATION,0.0455364826409579,-0.035364964721435604,-0.0510942446394773,0.00804746867305277,0.03272192334103094,0.20313393962887932,0.12252277246805703,0.20355894285082896,0.1960488616366922,-0.06207259145295947
HALLMARK_COMPLEMENT,0.06304782811400976,-0.0632356612314388,0.04499217667772773,-0.0033414180882562227,0.0008615321273476134,0.1259499842811501,0.03054965003954329,0.2746213860827917,0.23616576176367082,0.06220863254081609
