,MGH258,UKF248,UKF260,ZH1007inf,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.019653788921301856,0.006366763485331599,0.14249321301924162,0.04044283218652849,0.0957348981873959,0.025890410400501763,-0.037675132785489715
HALLMARK_ALLOGRAFT_REJECTION,0.04839844000531971,0.0897640668047655,0.1027912533443332,0.05216261061421213,0.07852224296819106,0.03508497753416485,0.0647486797906581
HALLMARK_ANDROGEN_RESPONSE,-0.0921452376508191,0.02490620284846261,0.04223102165269684,0.03672177854328647,0.11049344093192967,0.03848632120039384,0.01754595688455618
HALLMARK_ANGIOGENESIS,0.09246001030710012,0.02845441148199703,-0.03696105578753514,0.09965877246572004,0.012191632361215576,-0.018687423399804486,0.0640617076548882
HALLMARK_APICAL_JUNCTION,-0.04779393657438537,0.042849016790458716,0.08249068888790483,0.05468304271915448,0.09675336433772376,-0.03568404123153979,-0.05278929460443623
HALLMARK_APICAL_SURFACE,-0.040021845965252656,-0.03267416455787948,0.06247006347217688,0.04990302844819299,0.09556805218600169,-0.06768165499418455,-0.13075697308539289
HALLMARK_APOPTOSIS,-0.029987301883124557,0.028907214564171946,-0.07363329572050051,-0.07996718075695235,-0.00971627618281757,-0.024495326207444056,-0.0560700700631036
HALLMARK_BILE_ACID_METABOLISM,-0.03421877204064062,0.009426967450128752,0.07176108472254909,0.0153026192660822,0.08677972501006663,0.03649272410373843,0.014542409228531743
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.09660921721664326,-0.08040543855053335,0.10149944776301181,0.03697307589743249,0.07282286100959967,0.025154183371632756,-0.06726510626220593
HALLMARK_COAGULATION,-0.015217831436455177,0.0557671849610957,0.06883741654662447,0.012823623624929321,0.07028638620821713,-0.01781691637626105,-0.16589571354839913
HALLMARK_COMPLEMENT,0.04755460245827194,-0.005843756444539378,0.04053735026382285,0.07385838788468521,0.0749817056480757,0.0736956546406418,-0.003925790187968821
HALLMARK_DNA_REPAIR,-0.06377655333365544,-0.0324951051951611,0.09588939282544919,0.06110522844630357,0.09164873996845563,0.03176187990634721,0.02249670548819861
HALLMARK_E2F_TARGETS,-0.03586463201408297,-0.0004055001720500823,0.0903064456541569,0.07470554898749224,0.10968621419232258,0.008043533586927215,-0.07485893092094074
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.10241534571735306,0.07916297789388757,-0.020853014321193807,0.0015319430631391068,-0.016125474773414607,-0.03652640484919855,-0.002406686457127986
