,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0155081868728416,0.07079155154624753,0.039676785496120505,0.018599674594228937,0.07641989212940271,0.0415877291711151,0.034302501986829534,0.07040506472253302,0.06926835403067669,0.07482139643227104,0.06975514470791842,-0.012588212187217125,-0.015527228564268476,0.16533012872054434,0.061322290042211104,-0.003513770269359729
HALLMARK_ALLOGRAFT_REJECTION,-0.013312151686882852,0.048368665529392695,0.0844185034550499,0.013117564778974968,0.13815155146002334,0.09898088889642478,0.032990807556905435,0.03314375632147898,-0.0036559050555496453,0.010214155822683308,0.02187528060054444,-0.013475749836695292,0.039125076892780844,0.1380577727149021,0.07819180011374141,0.029838026383072834
HALLMARK_ANDROGEN_RESPONSE,-0.0017817166561193993,0.050687288750839866,0.049942085745942465,0.06724028576605717,0.13101420482692389,0.047612589881937485,0.02965853782415901,0.05604573215681303,0.09223339073076912,0.01683010211914009,0.04538865423238386,0.003615795065255413,-0.011003219043843361,0.12800188134527746,0.036838978730889635,-0.016533167746620257
HALLMARK_ANGIOGENESIS,0.08628614982257898,-0.015345701220056204,-0.06159453212375762,0.02517338260313209,0.1317780281440176,-0.11320043143256134,0.02980604239718858,0.049952907562579626,0.08378959170607153,-0.02069941240241765,-0.027293338377017598,0.003406143197329233,0.004813590067619406,-0.041289354683080745,-0.058621141401820155,-0.006932715793725274
HALLMARK_APICAL_JUNCTION,0.007491135237569958,0.10256949798877889,0.05791246508318436,0.07387870744487594,0.11250465251869146,-0.0035967926164582847,0.07024911748794374,0.04392284815543487,0.008986233287120513,0.0005209713925240981,0.05150438610613817,-0.019675192092847252,0.024923901703341116,0.1835998441841515,0.0945749752127855,-0.03382680060710386
HALLMARK_APICAL_SURFACE,-0.02175490270135137,0.041475045624350754,0.014234606878068587,0.05634301049990321,-0.08705570724439271,0.011234962661296723,0.05509043693232217,0.03618177203942851,-0.01587156668821407,0.09672954405217547,0.039830393486499326,-0.0314313997062699,0.005152370515685805,0.14949237739505633,-0.02373252425070087,0.019999645674805666
HALLMARK_APOPTOSIS,0.026838140198116443,0.03261781845916344,-0.005534594291080149,0.048626034227601686,0.05085031191973431,-0.06012714263652145,0.010103529721084104,0.024295623070468467,0.10366049734706194,0.034342594737017014,-0.049243832660571106,0.01992055284957856,-0.06849489102592225,0.03840757199918805,0.08804372443975697,0.03713998519928883
HALLMARK_BILE_ACID_METABOLISM,-0.006409938659112201,0.01576708955642994,-0.0018191102418870068,0.011712887428441112,0.07242894495717275,0.011852987757219963,0.0935755454750701,0.08227894922964817,-0.029718153265690366,0.07220276620895741,0.005670863164122969,-0.04164527431279648,0.01216847523438412,0.12583135082216448,0.029948500315273647,0.09154162157994788
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.011517636044156145,-0.05015317072574835,0.04534883416586674,0.057921345584026014,0.08863001032396048,-0.03822172579191613,0.03190483725793874,0.06804157621851742,0.06471566583180963,0.07036021974820408,0.08206900368652097,-0.025207471234211454,-0.09967684371251422,0.10774297966340667,0.07213531212006928,0.03833413681916073
HALLMARK_COAGULATION,0.05727776507182098,0.12340654761042397,0.030142734162748652,0.0827961760501911,0.12694030517454963,0.02578502014861487,0.0751045153633358,0.05788337655453012,0.06990137457236904,0.06531533534643345,-0.011807622610669748,0.009969026532141542,-0.026199825655583847,0.12197251219796634,0.06860885265596663,0.14774394119128692
HALLMARK_COMPLEMENT,0.054770009812290285,0.017498203363008117,0.013568247678071823,0.0345417936414077,0.12864356422844472,-0.027396696982311484,0.036914628957459644,0.021183014204451824,0.050736547097087296,0.04494952974083672,0.006347805461999431,-0.005607378654285337,-0.014579614271373798,0.09463538523751207,0.051801643093853225,-0.10271955185041136
HALLMARK_DNA_REPAIR,0.005015456892022518,0.03474575123344332,0.048166027274134965,0.08478646172806796,0.10692187071596009,0.02791516970494653,0.10652453070239876,0.07084870722816168,0.011042543443571341,0.013837049751632986,0.07855985033192417,-0.02439414435435635,-0.003981781805838988,0.13941247552850736,0.04152411559342884,-0.007022712612181076
HALLMARK_E2F_TARGETS,0.03642772132804435,0.03342663968680144,0.03401352531980935,0.060852804968969595,0.11864887925209824,0.03368008310663339,0.04435219142635533,-0.0027874915019099234,-0.06259441556512209,-0.011431444498243844,0.06836893144252007,-0.018562026323097364,-0.01967942220469309,0.11316870888475762,0.05039074048803473,-0.029452699163329946
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04475719813313958,0.12424291997761354,0.03258228016505623,0.024244581538959517,0.12843728449007477,-0.05040054369752873,0.08099760131465655,0.08428041482754968,0.0034287844583559867,0.04198581134813391,0.0027981992449904155,0.0664347376017011,0.009895011888771186,0.08701322166702861,0.04126625753353767,0.07116027629870993
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03268439512086495,0.062025343239568306,0.005593848567713251,0.02198547126513709,0.02057240253191301,0.04977449803835361,0.04275472342724275,-0.006843991054045952,0.04487483703470376,0.10615908458616846,0.051281019745971046,0.010706521495723691,-0.04623114089561697,0.15584902087378916,0.011426526040573216,-0.09035741922305286
HALLMARK_ESTROGEN_RESPONSE_LATE,0.057473728202739195,0.011342927083383232,-0.019516100738809536,0.04098544691773168,-0.01999407145293253,0.05598293611069309,-0.03967634665123218,0.01476098914425675,0.019437944622168708,-0.054638053632942905,0.05071747143252192,-0.009261602360023501,0.05018726876548518,0.03245540879967736,0.02885392971121831,0.0926801586869329
