,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.17089827149461367,-0.031690193068461374,0.14036959171590088,0.043806832674278796,0.004238105768853253,-0.002370149309093018,0.08236017666456405,0.005747348827569388,0.0957732296260229,0.08208054576737871,0.10297789351082214,-0.13992632103118519,0.3090721170834689,0.286812126749905,0.2143224604938585,0.12185407195958774,-0.019174034583345937,0.24166404259111324,0.24443444674529427
HALLMARK_ALLOGRAFT_REJECTION,-0.2059605783182805,0.05280327036675969,0.08075552607879995,-0.01010253215708778,0.03760114730334896,-0.014174754802389708,0.13505807753088528,0.006146173860317265,-0.0017900091752299774,0.10702440509065551,0.06308286136737706,0.022798886497421345,0.28586658598032566,0.21477873313853435,0.18878096909465392,0.21656059865580468,-0.037929022783107634,0.3942350140385891,0.09910482424259288
HALLMARK_ANDROGEN_RESPONSE,0.11903606118899747,0.0037709870755746003,0.12940130499300245,0.033611614086394855,0.06798303419549777,-0.039141364378058506,0.10750793027125097,-0.020993058571899294,0.0871485780665364,0.10510540255734298,0.1307445529676708,-0.07556002300760938,0.2448450780325341,0.24550526150255503,-0.021700082510009752,0.22315974775441647,0.05459983290798696,0.25864863062463245,0.2997458646489971
HALLMARK_ANGIOGENESIS,-0.07534560763267574,0.10620061155336101,-0.00955062043659212,-0.0008028389846487111,-0.0602173866864714,-0.09801782890573052,0.10703821554808726,-0.06106909157452136,-0.04084789378179829,-0.040724278260739585,-0.020015370590016245,0.07006421050790389,-0.020304173368632168,-0.16987945048927613,0.1501841069565924,0.130481761825812,-0.003564970112442108,0.01082030774063402,0.23080456571744484
HALLMARK_APICAL_JUNCTION,0.26684083482470017,0.04465244270793189,0.1575524430705902,0.04363418468083957,-0.001186176830319349,-0.08072353026635316,0.11575888580041678,-0.004182542667257705,0.1111124107026852,0.08054787117665049,0.05541132580265658,-0.061041025076032616,0.24838926451488927,0.2677764396127195,0.18467509939812315,0.17936653708661696,-0.04086532719979912,0.2557375150555197,0.31892163364510406
HALLMARK_APICAL_SURFACE,0.19644603712024722,0.09475798517920953,0.14398276666055074,0.030443990083515258,-0.024313951595861538,-0.012036858001292288,-0.011944141858283108,0.0020776045649724896,0.03692688888047725,0.04662709870075,0.07908243610003905,-0.11848489115817862,0.2008369191479572,0.22243211238578955,0.06788701615532255,-0.007466297204113343,0.007003465036444876,0.23478402764480996,0.11577696935937423
HALLMARK_APOPTOSIS,0.08598798020287862,0.10276920579489539,0.07670830425658236,0.006323743168966756,0.09373694276432781,0.021251340202501755,0.06327645757111439,0.05586570639027303,0.08599092897087333,0.0821730871980753,-0.02241773679016447,-0.0566502076052173,-0.03269534921479225,-0.025238801876727463,0.08461989161033519,0.22421251295961192,0.02809642754726103,0.3512894959028063,0.16899493248994493
HALLMARK_BILE_ACID_METABOLISM,0.2030638420061022,0.038266566855848026,0.009441906736744495,0.05068522685406695,-0.046253410603648785,-0.01701872034226665,0.1257833008148051,0.02661833000462614,0.025445339395237652,0.09965781690135926,-0.04238226235681656,-0.057762400241440776,0.25013603846366855,0.279410517269276,-0.017660428929026566,0.0859705548998298,0.004094016652319088,0.1678063015283621,0.28226973741419575
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0746396308586828,0.0335688058732883,0.013533505619725527,-0.004253915172163249,-0.06268907198770919,0.025874778628377018,0.11207978635869124,0.009785575827276629,0.013568997925639537,0.044286377537101004,0.0587751347023361,-0.14506534774585234,0.20929704956711845,0.2606753548201168,-0.06052264145269172,-0.1570804968194535,-0.039153173421417456,0.06253956284234818,0.1973778368932702
HALLMARK_COAGULATION,-0.20094853320229097,0.06664016654157745,0.14272828233904142,0.025528889819097254,0.047207300288237365,0.002289628386920716,0.14152838482118418,0.053905816910351546,0.026863254666000296,0.14035521252566147,0.16424095732719454,-0.05732271862161336,0.29287988382312896,0.2641639922570175,0.18744914573003318,0.24176518608955158,0.028674034100209567,0.3646811924783174,0.30804320718054784
