,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06667414967621205,0.1497567360758799,-0.020346132918353674,0.04393926086786992,0.08772041156244775,0.0021696180518418935,-0.002035593558149977,-0.02157664527449304,0.033002765129585505,-0.06844725831329225,0.014306154254390786,0.013871175371540582,0.022250724791462763,0.12648115508173338,-0.03461691586445558,0.10829402297310481,0.14772112280178867,0.0994457176080752,0.0210249509009665,0.13788636393834947,0.13003012726440397,0.02918749340720709
HALLMARK_ALLOGRAFT_REJECTION,0.018665098425745243,-0.04389502995019313,-0.015352479469904699,0.017446713541581088,-0.02400849144293539,-0.003486364224954866,0.07539933415025123,0.0509166359643292,0.02280823368962015,-0.043016167599946926,0.051623050320508,-0.054075900580421894,0.05030467792684491,0.06347852662160026,0.0663157960590187,0.14291265280773438,0.07584162889774274,0.009298295558550468,-0.02435201408333866,0.10952513004773663,0.028362178907449676,-0.03662843210559259
HALLMARK_ANDROGEN_RESPONSE,0.07103657514962354,0.06592870925639907,-0.0451399144920528,0.054011667749453283,0.011764029695841805,0.050110734545714804,-0.04094277906403515,0.06425473098389325,0.05431306990622281,0.0007657984210941769,0.02427543238980214,-0.038623108643477504,0.0686183612559399,0.054251215138245545,-0.047828629650640664,0.1073542145765249,0.11575112458512057,0.03257686845937585,-0.027324885275153206,0.10330340484917613,0.16902603558485077,0.06596211174165177
HALLMARK_ANGIOGENESIS,0.05168680865149377,-0.07134666587637699,-0.0035738882394126276,0.009570785309738936,-0.0021070855003512403,0.01839027820849269,0.06459904724814257,0.10629040760759244,0.011976849330072181,0.07932109126177964,-0.007063995764902123,-0.06609892756777931,0.0031634129843131063,0.029831733084830458,-0.1517642205661754,-0.014985762834532627,-0.07658594858583236,0.0640799703351662,-0.033332467983218275,-0.009660457855294175,0.11112861502626814,-0.04516580065915425
HALLMARK_APICAL_JUNCTION,0.11674854287651688,0.18533707647678946,-0.009464729416596146,0.059476046418612,0.089193544400539,0.006625475065783054,0.055670134096856644,0.0541478706245963,0.007138184164387426,-0.033843407735909034,0.060208713165896044,-0.01645846958195181,0.05650469983935463,0.06694083479955082,-0.03539139213357071,0.11325745405642865,0.11173563701779408,0.0760392806387259,0.019556929889977762,0.15486285948611148,0.17392525173563292,0.07087732267616906
HALLMARK_APICAL_SURFACE,0.021967114433215033,0.09463472744098016,0.016916681747958046,0.042142841996578764,0.033698152980506796,0.010975288891406866,-0.028784957152230176,-0.031010432054723328,0.017337031383043218,-0.03478925810879972,-0.05390741392137224,0.05367830431373119,0.039488364885673664,0.06467899099332129,-0.0793155481246528,0.05079952553662598,0.09406311365746368,0.12663093494287223,-0.01327782576549836,0.12894692675950378,0.08700147004013574,0.009359718560598326
HALLMARK_APOPTOSIS,0.003463788489337424,0.10383283688488729,-0.01718753791935641,-0.005077020681151804,0.03527382501168441,0.11383808015103504,0.043962213302107846,-0.07890991685290652,0.00794342100084313,0.04655683721101753,-0.0476218616146573,0.0039627090845717906,-0.002791620515433281,-0.03864955339487339,-0.032912778811594164,-0.04077024038606008,-0.0832393775309403,0.07963903417478473,-0.04474070317442225,0.09540136689178508,0.07196607501673295,-0.030902823219321845
HALLMARK_BILE_ACID_METABOLISM,0.07539121982609474,0.11125153948264332,-0.016328188596001273,0.05161288038688631,0.042352733336784784,-0.007935841103449658,0.027765511999328623,0.08162720758683209,0.026929133311030196,-0.039426718528337304,0.046622658628872056,0.007574764007258144,0.02995197061907324,0.10509439893797454,-0.022017301401849654,0.09031834172798772,0.1051339114721401,0.10075929276241911,0.03300784567331355,0.1461470678691549,0.12017756371275924,0.018790840157565093
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08279679409263331,0.18651556697320482,-0.01995339614969206,0.08030679232355983,0.06663854128380053,0.01930024073850615,-0.0016455098837383083,0.04470398639388072,0.059314909344872255,0.07193027997531017,-0.002684238536841689,-0.09695961581844063,0.07540152861999694,0.09794282698478143,-0.029487324959226385,0.06454981557000226,0.12488958144000975,0.07425110715221936,0.05529338139556827,0.09577315258165679,0.11786195392658591,0.0649959394057913
HALLMARK_COAGULATION,-0.014221664541872679,0.19116153633943597,-0.02117001657664735,0.024947039376519695,0.012417858622034261,0.01128917097284898,0.03378992720438916,0.04657423429433601,0.033112430875775214,-0.015390256344041287,0.021848289763919844,-0.11447633297454417,0.05614656219507111,-0.008432752427685567,-0.02924901705155666,0.09932462868286095,0.05758202121624761,0.07802898558671069,-0.05508839349601429,0.12151970543780882,0.13649872015527317,0.11882492554057351
