,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07431919379869226,0.02048993006416582,0.07299991570092319,0.0034927697754593696,0.008429385149388294,0.05036815821652543,0.01505700237835463,0.04700719151392618,0.04914616154542304,0.00022192536985480804,0.05123931237797023,-0.08495014207284107,0.09696802190821274,0.03927757407897876,0.034451112353449866
HALLMARK_ALLOGRAFT_REJECTION,-0.011605503169297768,-0.03017494823552313,0.036414873180122424,-0.08065796497652196,-0.05574543357411974,0.0581421021894728,-0.003938233810150773,0.02029204700373343,0.039833864374509316,-0.017194682449107938,-0.04979867109991132,-0.10259832240714827,0.0009090689385064795,-0.0784403355602188,-0.03955961712034031
HALLMARK_ANDROGEN_RESPONSE,0.08903202540845155,-0.025240312579260942,0.013974978800217853,0.016319832627971518,0.018565114553305857,0.11534652026028268,0.019010501631752438,0.012099440957139395,0.07123011874372887,0.05103054409304799,0.04504695900720463,-0.10850880899250215,0.04661216503771314,0.0890173893665989,-0.008233986030161393
HALLMARK_ANGIOGENESIS,0.10930045880257788,0.07113129692875078,-0.0010516507743145987,0.11130675840199243,-0.007904562577887015,0.02993109915373403,0.00748021116022113,-0.02170538536515036,0.03130834272135526,0.1422635089276388,-0.007707015718593257,0.05981397125184981,-0.060670360891121496,0.11272684181830357,0.09530643979127702
HALLMARK_APICAL_JUNCTION,0.0460267604649235,0.0035755446230537626,0.09702585389075222,0.04526522900213041,0.025484410441027394,0.046989584167719846,0.02138721544002706,0.02773381704582472,0.025001941585029077,0.09986956043561603,0.04226911239633564,-0.09046998348520914,0.05874671528471635,0.09767457533764429,0.04523304245624988
HALLMARK_APICAL_SURFACE,-0.00024335458841738027,-0.01711059292071491,0.05902857579921565,-0.04965209737616341,0.036903214563921975,-0.1102959164824941,-0.061265918040365165,0.05438093661551736,-0.015928584456631117,0.09920349419686868,0.09700605720828649,-0.07873779366627112,0.04135076295227492,0.07716477299313809,0.005597938995179405
HALLMARK_APOPTOSIS,-0.08388809713225147,-0.03740032739762169,-0.0024094121253993104,0.03614313729780754,0.008376794890511886,0.006614932007277517,-0.03350203842887095,0.0030966539882190227,0.04139686061538485,-0.03703069639053313,-0.005467002915366171,-0.044236420176620606,0.030220031735159632,0.05115775400562115,-0.044659613002886976
HALLMARK_BILE_ACID_METABOLISM,0.033770060070614616,0.014971334745893385,0.1024770816763201,0.01620754450989248,0.020296737494433875,0.08547551483254436,0.03325009060531632,0.0755600205124181,0.11985430753022114,0.05233128143161281,0.1131836911727089,-0.06208711206466524,0.09528003672957759,0.03300948360290434,0.0059082065271134155
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07799900575124727,0.06270115052448577,0.07028283607220183,0.022668610219167055,0.05644890700668655,0.08435623986931284,-0.02582736465868959,-0.0009359221593427138,0.09192810958955518,0.15061573509837514,0.13921178118464814,-0.08215398617647253,0.13713926355901274,0.04563272042644245,0.04944886122836423
HALLMARK_COAGULATION,0.02023315830076335,-0.011874342359335465,0.09076177690750496,-0.050531593888787085,0.012986384857512008,0.07002335561860115,0.047380154660626755,0.007573491036714041,0.062162547863234614,-0.0010796910244417624,-0.011627152727651618,-0.06367644862812766,0.04246566754413739,0.10499690210531151,0.02816950183909915
