,UKF248,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03006708606427461,0.11661481816213853,0.13319133624114673,0.11652740913157597,-0.0071747597250999525
HALLMARK_ALLOGRAFT_REJECTION,0.030486536529514004,0.023473755919802195,0.047133064148222104,0.07278563314890113,-0.01626916538223291
HALLMARK_ANDROGEN_RESPONSE,0.03217739680887482,0.07376307252590174,0.07297252070609554,0.0971649599081285,0.029714900429451727
HALLMARK_ANGIOGENESIS,-0.006017382988464072,-0.02055336950807705,-0.06869291959209962,-0.029945832693147482,0.08871570375206035
HALLMARK_APICAL_JUNCTION,0.030955457419436956,0.0870445710497384,0.120578301501771,0.15619059686601522,0.015563505209807652
HALLMARK_APICAL_SURFACE,0.01979913836333812,0.02655800950812074,0.1071637037514961,0.12233671075633772,0.04165984084550314
HALLMARK_APOPTOSIS,0.02110411878965825,0.0016455559754572698,-0.023597993559345457,-0.018027200355482,-0.0370657692353436
HALLMARK_BILE_ACID_METABOLISM,0.014502357266182462,0.08472384526737009,0.142876271136219,0.07741447321560903,-0.010395147384409557
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.018049956357807005,0.0650148004287764,0.1359339789093316,0.15278768540647794,0.011736451838317489
HALLMARK_COAGULATION,0.03300157555613954,0.011356621175151856,0.14484313981322922,0.08024713982346926,0.004099600158137172
HALLMARK_COMPLEMENT,0.008099272522931618,0.034264102965956916,0.0845214143417676,0.09393070259737987,-0.00607994174295475
HALLMARK_DNA_REPAIR,0.021238209510230747,0.1238131213414547,0.1483969114844453,0.14551772983991837,0.011603654096103398
HALLMARK_E2F_TARGETS,0.04639436797911812,0.08897926382517395,0.08126056341910125,0.17324764243846552,0.028570789192060436
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04513011662440668,0.11289292584238987,0.12268258481663645,0.08052762496843298,0.043849872642226694
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.054697716567094955,0.016435405241348663,0.00857275125310524,0.07361322079746788,0.03660621383912054
