,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.041794681092984856,0.15455525302462736,0.16796412703775154,0.039887465112750826,0.01208064969242185,0.030996166979596895,0.021776853520189956,0.023980340149158223,-0.052825942974034895,0.07419607962060196,0.010689102846643178,0.10396809187254755,0.16305870271176312,0.14225118210261625,0.016060884794876072
HALLMARK_ALLOGRAFT_REJECTION,0.004203310977853716,0.08004095038943237,0.1758906237476763,0.0991110074344832,0.04370057561607191,0.1131965284377191,0.05115065625429776,0.01444146409287303,0.1150530013365681,0.139502284605648,-0.03929357937015863,0.0735264217954077,0.13325490971352247,0.15122172335997344,0.07087497148424057
HALLMARK_ANDROGEN_RESPONSE,0.014620087935862076,0.04865226119168755,0.1758999930103581,0.06359650145398968,0.005025596878839927,-0.0068648134005081475,0.022717535439727907,0.05747800505509857,0.04833359604004734,0.10687522043694009,0.05984055939216522,0.024780354608834508,0.1388060813190775,0.14233115011157113,-0.014213896214693754
HALLMARK_ANGIOGENESIS,0.013189769123098999,-0.08446707588710982,0.07209994414432895,-0.005411168418493139,-0.0468307096886586,0.037755553259235235,-0.014883976636064764,-0.02528442854582088,0.08395409148983969,0.04329473173197106,0.0807665323916739,-0.05032111440568537,-0.09323648773089387,-0.045928229524938746,-0.07850129058312928
HALLMARK_APICAL_JUNCTION,0.04362529458298068,0.12291639986086164,0.2581710031327564,0.07751188389172906,-0.01961534308160912,0.0586026646376072,0.021809980386932347,0.0674008855370826,0.05365122944658661,0.12434044164722588,0.04810625280059955,0.039044658863865725,0.18894908096776286,0.15377372627689806,-0.011814405168120089
HALLMARK_APICAL_SURFACE,0.02056552202979512,0.08994080707702316,0.09049340309222592,0.014936464242768607,0.03851877870021255,0.09213471283365438,0.0381456996525154,-0.00461305866859191,-0.06263441408735203,-0.06366789495280344,-0.01819059672042403,0.044887698259264565,0.19895819200188788,0.13568878056091713,0.0038587164388585
HALLMARK_APOPTOSIS,-0.031240066996913222,0.09600299589123237,0.19444508111661432,-0.004718709149482832,-0.03690139497016673,0.015065330356443175,0.00658305035348227,0.025060248376639387,0.0806644247678799,0.0384217287138406,0.03595746108459084,-0.017519226571269596,0.05271419282419142,0.06730241190704128,-0.02214000803353715
HALLMARK_BILE_ACID_METABOLISM,0.06725653573285241,0.12178225076239604,-0.018746587335424832,0.0680498887146763,-0.003512817141097191,0.044165080825827714,-0.0063837560717556,0.04981083227103343,0.03734047545913168,0.022710226873739577,0.004892072683464608,0.06719087874754626,0.10054306553364813,0.10060925899530083,0.0009972742877104395
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0008135996341243406,0.1577816074350033,-0.04737445371180785,0.06300038186348385,0.029395763637220605,-0.008157775540234388,0.010085590169573362,-0.011624531660296877,0.09137472173366919,-0.025395746999084094,-0.057907108797082114,0.05967298995071094,0.13855341021221973,0.08548738792200562,0.0047604687543277065
HALLMARK_COAGULATION,-0.09694431796687357,0.1345350489193233,0.288985461155514,0.0434251476290657,0.03573259695143504,0.1340720874430639,0.05668113973130811,0.04224681225367503,0.0920240893442756,0.13472733376639554,0.06700074634625877,0.06634493505687994,0.1648946650491464,0.1371469238483831,-0.016257875243332134
HALLMARK_COMPLEMENT,0.019032134181964287,0.12022332211743043,0.1477082106680343,0.058976518637578294,0.008126653031108284,0.07214681398730272,0.008116140270651382,0.049900029367328715,0.11364696492922055,0.1202365308830365,0.07301706507762523,0.025539162032325216,0.12998557040059094,0.102432156920271,0.020091760859990624
HALLMARK_DNA_REPAIR,0.04765468003402811,0.12522884766729522,0.10754448087759781,0.09603942457708611,-0.03172098382810944,0.03293594122590505,0.05743804807418342,0.045595116657155425,-0.002177442773016592,0.011639823583986159,0.006391518498479159,0.019735485744785338,0.19100409061031826,0.14597742514980136,-0.005854018608614724
HALLMARK_E2F_TARGETS,0.05056683829760591,0.12088366211128435,0.04838070126717918,0.04802539910491165,-0.018819038727923364,-0.04413943759122059,0.02521260880779101,0.027535607761881905,-0.09450826342151229,-0.08669135210752835,-0.0006185393395534522,0.047606614152546765,0.15610067353474255,0.11076431060902811,0.024694979596342988
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.053899487620001824,0.056022088542854724,0.31107908619885904,0.032577676872038094,-0.05089430286068679,0.07083851515861671,0.006161736676375946,0.02925646849234959,0.13788724736118377,0.11255316235297709,0.07147072698066156,0.03423983233209594,0.14282198963008397,0.10178382132068553,-0.04581855781890224
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.011317831209687497,0.05948614973033888,0.11848840812869404,-0.0019166753602641359,-0.002601470698904216,0.011905767887717321,0.017863019211391867,0.047810659475106584,-0.08701726285091901,0.11771729203130069,0.002778085777685444,0.05852772686386399,0.090919239612802,0.11046202488605637,-0.04225914281873556
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.020765790813881035,0.13294655601994185,0.10129521201902005,0.061894288285362725,0.03070867746546329,0.05048841369750573,0.020427735322829748,0.014173579333079146,0.14050937662882593,-0.018867066448771588,0.03177521083610488,-0.019327721712709862,0.0956186860948537,0.06996907627032643,0.08299673866055089
