,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07981009379382119,0.022181812011444556,0.02051485583941364,0.03869097705111673,-0.007694900915267627,0.06018502252232433,0.03355215550352679,0.05431408390770103,0.08139979523278025,0.10034950726465464,0.037088355062370584,0.09430177189027174,0.1632832946192054,0.2659278075669975,-0.002141677834506664,0.01610401022077246,-0.014736785983684976
HALLMARK_ALLOGRAFT_REJECTION,-0.00026276992433642857,0.05514472621575756,0.022920293839894964,0.014101664017901127,0.0029223234893011136,-0.011172803130392187,0.02378761345816281,-0.14552115665713172,0.1181826684668919,-0.02078566742671178,0.09573860763957219,0.030151491301146784,0.046696574548114204,0.13687523512149807,-0.0001377579174463983,-0.040919126280933006,0.05644024723085468
HALLMARK_ANDROGEN_RESPONSE,0.08005044586742517,0.00675543425722931,0.029446103774306155,-0.010221715071568062,0.007626573858645495,-0.008131589854263316,0.06960215832449,0.026100963206157433,0.10705281299238878,0.10473474337609393,0.0877842383263854,0.0963827832440146,0.15082365509904377,0.21483694052084007,-0.0015841557186989325,0.05258236078584347,-0.0038915883973835714
HALLMARK_ANGIOGENESIS,-0.03969038522432156,-0.03901390294427525,0.016702986540896306,-0.035359734710281546,-0.01962863757490012,-0.03470929173467069,0.003375909886825827,-0.1499396898235874,0.1279903150555979,0.10879913818883825,-0.14991041675029904,-0.022527739213290553,-0.042504055217088416,-0.22258989526186787,-0.009294060440683713,-0.05724144204112986,-0.026450982868258338
HALLMARK_APICAL_JUNCTION,0.07243636469624751,0.04477493668237051,-0.006513312937009316,-0.06270148975443662,-0.01460011136603891,-0.0001976464420519646,0.09104146385651148,0.0735324530471078,0.15996855984238453,0.14697359993365544,0.1407223570998399,0.10323401358080993,0.14769679179093828,0.2720712809244734,0.0075023903866253015,0.0898279534802845,-0.032583068622687214
HALLMARK_APICAL_SURFACE,0.07451191831589521,0.004853987467875474,-0.032975184312400284,-0.05567430030420512,0.05282436048370744,0.03274696238954891,0.034249844179338004,0.10190087588484138,0.11094147989669315,0.1774497406884463,0.11752657333217353,0.0711448561008532,0.22044256833366482,0.19705314959571865,0.02562778014761204,0.06396896836686618,0.07101827191003274
HALLMARK_APOPTOSIS,0.002086246692384125,0.02270072960521943,-0.0309109700307986,-0.12036724539141809,0.018445171391863087,-0.0027609732717425533,0.009063799297855687,0.006382595103170173,-0.03513135910614654,-0.0885776783031965,0.08334182032393395,-0.017560137643406803,-0.09533775446490424,-0.12871085962633266,0.017036783618207048,-0.08257110855555862,-0.0032238658055898785
HALLMARK_BILE_ACID_METABOLISM,0.07211487217664413,0.033472297529591764,-0.00014131876469175488,0.0011564602226500158,0.05847553117858977,-0.019262228529882994,0.046983753633828965,-0.04795348358123555,0.140233999214463,0.17381998279070307,0.049341040521915715,0.09198142745469289,0.15641257527520377,0.24545834346078488,-0.016051810803872822,0.026109853664979064,-0.02547548616860473
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08749679150444552,-0.013183506609691439,-0.008048470972019729,0.009318721548377864,0.04603736384283755,-0.027372490902892278,0.026571512027652774,-0.16615022050804362,0.13759108141528947,0.1570678046820564,0.021433067322834728,0.11114958992637648,0.19389230230568136,0.27236039657505523,0.05250239487503075,0.06251202256517427,-0.035695549513051594
HALLMARK_COAGULATION,0.025281382757351537,-0.035546776646684236,0.014738030401986709,-0.05391136627484009,-0.012889828169715128,-0.03654008432262209,0.08852074662900809,-0.14376431442662868,0.06422038248105168,0.0028829596375100817,0.12419880812820568,0.07855812807320407,0.11406153574301854,0.1587726852231528,0.012041132193458851,-0.06543972095322696,-0.018112618985324496
HALLMARK_COMPLEMENT,0.04003389372313258,-0.01292122102762736,0.03582928444532012,-0.010781733940910709,-0.0039016313890652284,-0.0022773633812566987,0.017312774172154356,-0.1278964516848912,0.04151474189585179,0.009359758120058397,0.04737302368428061,0.04505435664750486,0.103257829787555,0.127533576992994,0.05962860612303047,0.019657048001779816,-0.03198784636345501
HALLMARK_DNA_REPAIR,0.11062890189366677,0.005581036755455621,0.02983622978698465,-0.025938573789557558,0.002510991264339427,0.043630488903068844,0.07592541277230756,0.11544212098931055,0.19897905210575467,0.1576373850245091,0.11735906051848144,0.14276242586199178,0.19179548672758823,0.2967410630484419,0.008918969393791781,0.14858542529651378,-0.0521751287642562
HALLMARK_E2F_TARGETS,0.09078144258509846,0.013601961211294884,0.007131948028836495,0.05662953093862705,0.008963655889905772,0.03560892518475792,0.11197806461466044,0.1208241686214613,0.09880424171376093,0.10473984146196837,0.05214456562707521,0.07608811203294695,0.09109989687642772,0.15671979704699732,-0.037535286631920385,0.057011722988703564,-0.027051281642887372
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.008405988986903312,-0.029126809053109822,0.03614132006262282,-0.11803917082707853,-0.0014268375802773403,0.0003640527922148005,0.022623628810806623,-0.12178108074743506,0.17577217696875422,0.0867034000501495,0.0380606929649896,0.0038524622130292605,-0.005205085702533957,-0.09982635487642903,-0.02559457853136572,-0.04872439166595389,-0.07431874634509897
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04731627342790093,0.017335934908376826,0.03929282982982725,-0.036322510893739,-0.011874866230074409,0.04961401603270721,0.09807540555129464,0.15396799736554484,-0.017609790764742533,0.050207582135564394,0.05654067916082285,0.05882552881604538,0.15817591129984154,0.16095902540352977,0.007523862204630047,0.07458629082290258,-0.0692941632697248
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06659403402258383,-0.014709961495457695,-0.0196614882046049,0.041471052544799346,0.02670025743149885,0.041187378731659265,0.024868201943352417,-0.04543168411317666,0.10023722230851505,-0.018893009649564058,0.014050504355734853,0.07995081174331174,0.1664994558686766,0.2196562306089163,0.027799784834601795,-0.007278928352655777,-0.002968362232488676
HALLMARK_FATTY_ACID_METABOLISM,0.023449631196093973,-0.01665470560818642,-0.0023986888044192334,0.05112760284255884,0.050011349536120256,0.005590996713381973,-0.024856782801665835,0.030762147333092245,-0.0064292694499546,0.07562034626378565,-0.017946037354059637,0.051349295729775146,0.06617231052956277,0.06445377946164621,0.028075165187255377,0.04983842059015054,0.004867506205760496
HALLMARK_G2M_CHECKPOINT,0.11266290998807618,0.0027426066814257534,0.006235379408242284,-0.04757204948378446,-0.0162696897425096,0.013447489850637599,0.07788474627759268,0.01840006708048142,0.09581637617050677,0.143056817159686,0.10122471522067016,0.04757831914460011,0.08018027418165387,0.10060280127980807,-0.011114700407923131,0.052057311334479245,-0.05177987346389824
HALLMARK_GLYCOLYSIS,0.07013258800264253,0.054253433281570514,-0.032652550771258365,-0.033045803505602205,0.022232896883860976,0.03724387583561665,0.02707919324274351,0.162857499558657,0.12192842572363898,0.19473645706327095,0.028966780606380107,0.04436478591137975,0.16351155875051987,0.20681808041953773,0.0007443754096877354,0.11999547623801383,-0.017361695920417024
