,UKF243,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07262257702775907,0.01030673094314693,0.08765998073317852,-0.04560102729885097,0.1241036120917166,-0.002636604946092713,0.17136413531920577,0.11481332384071544,0.029297587123002296,0.18075189090654947
HALLMARK_ALLOGRAFT_REJECTION,0.046117140921366345,-0.0029031181639088046,-0.03443826659329159,-0.20688855991478872,0.07355354041631208,-0.05851558904878276,-0.33165230343441077,-0.13474772698465087,0.025971479287186548,-0.026699836981904212
HALLMARK_ANDROGEN_RESPONSE,-0.019063093132033835,0.1148101516972284,0.013773864597610304,-0.18169594468263117,0.0517444448226309,0.0036561726708414827,-0.18279416341545374,-0.11885698269143434,-0.04281699199421385,0.007119224836372922
HALLMARK_ANGIOGENESIS,-0.21020543250078194,-0.14034711421853835,-0.06326285933260092,-0.2207458380426068,-0.10382341665921943,-0.09268058846144415,-0.34062850075809614,-0.2484733079333567,-0.0600721197238771,-0.21161444173788307
HALLMARK_APICAL_JUNCTION,0.004191570381779445,-0.013968381484382942,0.018266385950052668,-0.15428014090552725,-0.02328767317151943,0.030184180333239413,0.05604506045498351,-0.16196446847938903,0.006117450442958675,0.19269807758578167
HALLMARK_APICAL_SURFACE,0.19233713238856293,0.016684785424739477,0.09655441040222618,0.16614449025843106,0.030351233562521326,0.10718315108936774,0.10736013387618282,-0.034701123377401166,0.01883300067090167,0.14258420399678853
HALLMARK_APOPTOSIS,0.012265970179883578,0.045168368332411044,0.011639204146649557,-0.025979284334154047,-0.05495512273118945,-0.019892871560411824,-0.01000771244419949,0.10964902793410677,0.017194048325152717,0.17218145805123228
HALLMARK_BILE_ACID_METABOLISM,-0.0036768999190294194,-0.09013512547268357,-0.02017190756649128,-0.19866318288803048,-0.03313254694143368,-0.024939451673987183,-0.1173696519367429,-0.04153874781418181,-0.03537418417051358,-0.04317003144754303
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.11276369018669244,-0.051403983200871264,-0.03169869260729834,-0.17357234242606065,-0.07534056402323559,-0.045007390071609706,-0.2495942883721198,-0.21728880165428802,0.04301409287163764,-0.05175353422343724
HALLMARK_COAGULATION,-0.07133457054763506,0.07426344169919319,-0.0822059196027602,-0.22672415522601308,0.0247158678383488,-0.09536938881071821,-0.3661182864014975,-0.21223955763205093,0.008204408037476062,-0.22374003262606187
HALLMARK_COMPLEMENT,0.1317898105511043,0.13495617540164115,0.08968178189248938,-0.14297800494321963,-0.040929288451570796,0.06051992494067938,-0.2060165770281546,0.07811014647300912,0.06716392876013705,0.1549905468327474
HALLMARK_DNA_REPAIR,0.03759874242730556,0.0400352559492986,0.07481992720724097,-0.11685880089121986,0.05845815699766704,-0.027077759333502077,0.23312163914582468,-0.05205141760641336,-0.01846952321401126,0.18458693514458882
HALLMARK_E2F_TARGETS,0.13369702857159665,0.030417756378197516,-0.03080255004240067,-0.16849619848307415,-0.009903804584435068,0.03445406040627755,0.2781511516708605,-0.1345863367112819,-0.01409824208705762,0.09216734842416201
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.19380377686968556,-0.0699170980455589,-0.05377445028398516,-0.1683356028298903,-0.06575281363645784,-0.08551291324588058,-0.26500192736368205,-0.25002301542868155,-0.04900446384681319,-0.0014188404164895251
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.019530072547102,0.14980315011997716,0.04528097364367451,-0.05390559673190566,0.12283945805805235,-0.007183373483375946,0.2197242151860135,0.2518543705658315,-0.012302142946938276,0.16393439402147428
HALLMARK_ESTROGEN_RESPONSE_LATE,0.14730452472253905,0.0720483367631234,0.08976737815992532,0.14161418217754496,0.05316277895317145,0.022381734535536105,-0.012024773926439513,-0.13546635032678114,0.08712002482785962,0.14240655920022738
HALLMARK_FATTY_ACID_METABOLISM,-0.0890703681934354,0.11467132552763705,0.03471591810317607,-0.153147239717068,-0.04288792482558706,0.08238265457278594,-0.08473199142133132,0.19025377798338036,0.014697394296561606,0.024482474687082142
HALLMARK_G2M_CHECKPOINT,-0.07062669854516092,-0.12857477774825068,-0.010285626039899612,-0.1867781720497271,-0.05151793874072467,-0.004118077445703323,-0.029660234504565026,-0.23064201616600544,-0.06913935457819645,0.15419476181812544
HALLMARK_GLYCOLYSIS,-0.02016018024859057,0.038192167898907545,0.10311601576868736,-0.0728612505147605,0.01512213570060072,0.06633939616450797,0.32499749026958913,0.030721149411428388,0.01997046045326617,0.20117218959479485
HALLMARK_HEDGEHOG_SIGNALING,0.22171463609482484,0.14969071451304988,0.11881485339612294,0.24943626993165768,0.11007891553514022,0.11553613520218263,0.3536170791915281,0.2807329223210384,0.10124824904348824,0.2372888205709225
HALLMARK_HEME_METABOLISM,0.030859199952850077,0.10140594518419956,0.11161706405481954,-0.09317023929792513,0.07667474389794293,-0.010319578398522787,0.15259556484765127,0.04050526146906264,0.05774685949126643,0.14303148572320318
HALLMARK_HYPOXIA,-0.23222446604497587,-0.014373785256235444,0.029019949000367994,0.14622790111524359,-0.0776301867037345,0.040524073813254215,0.0768843601668108,-0.1588360339590131,-0.1018280120777778,0.2240518954531643
HALLMARK_IL2_STAT5_SIGNALING,0.027825472531483958,0.015891523768884395,0.05533372339408768,-0.17947803036523807,0.032568230644093005,0.07019328236689021,-0.11426450369809783,0.013936322693202548,0.01057797554531336,-0.069057941504369
