,UKF243,UKF255,UKF260,UKF266,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0613069034072646,0.11537805854052732,0.12721011831293794,0.07101031117390193,-0.08296410829930127,0.061153158243558506,0.18420621069630477,0.19268529650948338,-0.011159345058324294,0.11011904952319665
HALLMARK_ALLOGRAFT_REJECTION,-0.012674513973353592,0.02142712258883587,0.07905241176103739,0.09134513935243146,-0.01693863342345266,-0.0069038803956673195,0.08152130084157512,0.14021301227467814,0.027985539262601715,-0.04140980678317864
HALLMARK_ANDROGEN_RESPONSE,0.08802348990136785,0.054391074826578976,0.0727838876676079,0.1581112797997193,-0.05044256099161006,0.042699196113040676,0.12410216336753833,0.17881041231763825,0.0012938310339033088,0.11399359759721381
HALLMARK_ANGIOGENESIS,-0.03257261897187121,0.10596069914962199,-0.017772468478607965,0.14887143062759492,0.08458511781181943,-0.06713850064150023,-0.03040640483941497,-0.09915798706154437,-0.011360857491472944,0.02900965933221751
HALLMARK_APICAL_JUNCTION,0.11629614141591145,0.11091087657030516,0.06313575552983378,0.19987159219713185,0.016414066087721196,0.026612752126988753,0.15546733439418822,0.1642362141698933,0.03680109126741045,0.10743886603612116
HALLMARK_APICAL_SURFACE,-0.034881956560323155,0.0590121475460193,0.1082263476753688,0.02177165828374415,-0.0594103036217082,0.017766808977076404,0.10393135670622548,0.11528968201591824,-0.01906621431399405,0.08010972196446335
HALLMARK_APOPTOSIS,0.06296341852945199,-0.07846752677440964,-0.11128969956481974,-0.02589906204314316,0.05869129608977902,0.04232461665915405,-0.060285078307120724,-0.049801957472521016,-0.018918990607251992,0.03959078481512112
HALLMARK_BILE_ACID_METABOLISM,-0.02721056763619916,0.1286890400838192,0.12293865545864728,0.139582002613255,0.0028508048907815156,-0.025784553414167962,0.1757632726223176,0.1709140431478524,-0.0027590430832541753,0.12320992048081023
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04724594962466681,0.0667781581193517,0.08179953467268312,0.16932052240688192,0.07518555654222123,0.02900781204668231,0.16710967894922482,0.1853717062669629,0.02143866998523413,0.11179293456210483
HALLMARK_COAGULATION,0.10773751549625246,0.038493700984787306,-0.025339230613396914,0.05708398649249147,-0.01728348169798355,-0.1015002867521583,0.10093168558883643,0.10450305531590501,-0.04063056436995032,0.1152273500291002
HALLMARK_COMPLEMENT,0.06264546069420492,0.10247878311429452,-0.04038816408134372,0.07505466079390853,0.01860913139210101,0.06446876948171298,0.10909969933327732,0.12208447008654652,0.015690832840573113,0.07938037790854698
HALLMARK_DNA_REPAIR,0.03584162963018829,0.12957294463381477,0.04894599008162926,0.21017854056600493,-0.04192132078708508,0.07131249909271477,0.17204698667688245,0.19326992123125736,0.023292955773832152,0.12779669601478877
HALLMARK_E2F_TARGETS,-0.007631146278403203,0.13399006132949554,0.10025698535988121,0.20392192036021725,-0.010514651877333466,0.12096421200120873,0.0547231236511804,0.11466244555441106,0.0289929481192565,0.10158284572645991
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1657306938121951,-0.08928392573126277,-0.024889190107068044,0.15416518937865767,0.07030031444915136,-0.08922872361424997,-0.020726584098962518,-0.048741862111488926,-0.00420303418748906,0.1036487598354819
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.056959277016997295,0.07487910595972068,0.010912957458700058,0.02443936703142218,-0.004347191229869444,-0.08439704793002246,0.1436739128581351,0.07781223397247938,0.03396572869446481,0.10902830920165141
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0069684755606044466,0.11919171505517193,-0.021805456005201188,0.1376254317021185,-0.03515917302848029,0.08732717611210573,0.15372701538327485,0.1736156836912207,-0.0030181601700292383,0.07784324856904468
HALLMARK_FATTY_ACID_METABOLISM,0.038786679938788426,-0.06622167765980846,-0.035568407090817135,0.05142172476312699,0.05221209076411929,-0.011796860565206475,0.005373863105013556,-0.0032753232970906127,-0.006524972041353299,0.06718269814606029
