,MGH258,UKF248,UKF260,UKF266,UKF269,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03369898355025513,0.03131917989423975,0.006699500984307304,0.055759823489223384,0.07980156772584784,0.055527033979194416,-0.02198282468947235,0.1462681791502941,0.1285877833711883,0.12240770062471361,0.03641074712044187
HALLMARK_ALLOGRAFT_REJECTION,-0.10311001385260803,0.059404508417854926,-0.03152705647100624,0.05821174898508344,0.05830697257131774,-0.054088469654942566,0.03782744320931768,-0.025293300084871538,0.05617723017113854,0.05704813491485495,0.060194106926185216
HALLMARK_ANDROGEN_RESPONSE,0.10539437528325796,0.041164008525991155,0.006682138002871868,0.053898688141608676,0.06348795786826471,0.013119861313931702,0.047909816870626315,0.10341400935303242,0.09775090992131445,0.1000562153531377,0.07751048825594498
HALLMARK_ANGIOGENESIS,-0.04028417218511762,0.0024148734795596716,0.014360187791420578,0.045780176317174466,0.0551000965612637,0.008973177101288069,0.07200513362859638,0.04973363723277077,-0.012033562838837613,-0.026799377732663037,0.042692876833795995
HALLMARK_APICAL_JUNCTION,0.08417900527648983,0.02457544925791317,0.07798279559362603,0.055329650113803044,0.05514668094771207,0.04443672964380278,0.05773932292701403,0.075691999792927,0.09090361052581698,0.12617246818144098,0.008202921127612442
HALLMARK_APICAL_SURFACE,0.0606119610746183,0.046347694717228376,0.04523529714043895,0.04530460172880167,-0.0027291385652905118,0.024305163317778367,-0.002526390051747505,0.1364384702841536,0.08546266406399426,0.07086117252695977,-0.024268233518478392
HALLMARK_APOPTOSIS,0.016083773611587155,-0.014121683595783923,0.0025218736108589385,-0.016689210497348596,0.02830133208673722,0.03338969792029786,-0.03823278684492366,0.02342928645691542,-0.05511317841404477,-0.02247624916179576,0.007813434941954935
HALLMARK_BILE_ACID_METABOLISM,0.05580137891309318,0.014444584689068053,0.008930078314677124,0.00864684313694455,0.08508343179474372,-0.012080102691468754,0.03484662407647046,0.1338631199497647,0.0702449988697679,0.08616778397776965,0.03749986309204789
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07419434499043906,-0.005095219163993058,0.04941302900286813,0.02426826687639631,0.049765591190036214,-0.031837059489398474,0.048208533238920805,0.09544271762004297,0.1136380402328444,0.12276981478009436,-0.014053628943306307
HALLMARK_COAGULATION,-0.07794983445079258,0.053831010514152046,0.03244269815930364,0.006098504067783215,0.0523252989051726,-0.003762002798108017,0.0048763373851377035,0.1133057134168245,0.04912673151617074,0.044302866355510465,-0.02518238899495192
HALLMARK_COMPLEMENT,-0.08687369434472315,0.02682671106338219,-0.023494221472381276,0.08446963454586032,0.06815335598127249,0.00943924549761018,0.014155034167449785,0.03383938039868136,0.04434406374655359,0.0596014272923031,0.038357774879024586
HALLMARK_DNA_REPAIR,0.10028522507450265,0.025984812215987897,0.03875752889764954,0.0889652248202785,0.08272673250830713,0.059279622755179694,0.06360599432673456,0.07881069677512938,0.1253296668732763,0.10808513033727842,0.042024172892422586
HALLMARK_E2F_TARGETS,0.08050976432603349,0.027423489084743933,0.043708843742097166,0.019450149706750942,0.05394693638630417,0.010727308580181871,-0.005520631255404655,0.03696454138528052,0.08093318664570703,0.06478786983956224,0.04816556303393459
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.030638165102038834,0.004123358016669966,0.0623000658372803,0.030024512177197902,0.052850374858322544,0.048069356617313555,0.10996804395891503,0.05652178341467434,0.010547471532284079,0.0025686455852232185,0.020146850914822375
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05136803432055005,-0.04017571793304341,0.004561308536216458,0.06656251853681944,0.08424118053358928,0.02501980029615725,0.019860851174360306,0.09310756164870547,0.06187599628012093,0.09879230372947757,0.034860398943828814
HALLMARK_ESTROGEN_RESPONSE_LATE,0.008021871195238187,0.03805273382510086,0.051084972620608494,0.052238776764005325,-0.0036652935689765118,0.0007367218035234987,0.06819664552910859,-0.04093475192867394,0.11555125114833127,0.06503208529819314,0.021005332595817904
HALLMARK_FATTY_ACID_METABOLISM,0.013982728956703962,-0.00482873599446897,-0.012434087788993532,-0.017886161092865747,0.03296169194698759,0.0028671299786192234,0.005938847233859572,0.1179235727673568,-0.0406131460978411,0.009783011341623406,-0.0005964122788143703
HALLMARK_G2M_CHECKPOINT,0.04583784927746882,0.025771704931868856,0.0900838164446787,0.04297824522199357,0.05488738150590433,0.05212993599021207,0.03948878823592834,-0.03020676861847211,0.06534233594648833,0.03726523291014733,0.08528105989244096
HALLMARK_GLYCOLYSIS,0.09976987029550344,-0.04764118690174216,0.03985973566117509,0.10947157287271472,0.07266202840325363,0.03434124198150069,0.06388200130596067,0.03366113891574046,0.06825410063396833,0.0811135898823404,0.024462491595120907
HALLMARK_HEDGEHOG_SIGNALING,0.05611461717995136,0.0006796354648524313,-0.0030646689312728947,0.0549439745963997,-0.03936042377332035,0.025825984544976116,-0.02273569073917681,0.012798210315738906,0.04208168257805912,0.04097137034109353,0.0165517775629621
HALLMARK_HEME_METABOLISM,0.04935527127665376,0.033711578461170025,-0.01221357448137664,0.11586049825642611,0.0644576976326101,0.028800103979304433,0.06583435199514236,0.13592974996431176,0.11288718030325127,0.11089346249007162,0.016671428024756282
