,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03253503530661973,-0.2544328513664466,-0.29160103524311254,-0.016193526630193033,-0.18905446141163143,-0.1647852471459376,-0.34587307717014726,0.13626503620826852,-0.19295620804302746,-0.06198278432247339,0.019095218787747028,-0.029514821565730567,-0.16186110741042692,-0.02963187182447598,-0.006936598130301402,-0.10637477097179064,-0.13530248485001,-0.027389031027616344,-0.09254360140859835,0.02051364912686441,-0.009286702962545313,-0.13229986547318137
HALLMARK_ALLOGRAFT_REJECTION,-0.025887712822961133,0.22681890200129978,-0.05754510929208943,0.013007703067567489,-0.14988117261716666,-0.18326563302851429,-0.11168303034513391,0.19809531739113725,-0.0162661615262231,0.15510159247194918,0.05722799650334625,0.1319378751622682,0.021079775709062415,0.029555222451913925,0.007163643666385613,-0.1428221668416514,-0.10387738363369305,0.03087676354271097,-0.03234433379821388,0.0007930332808108612,0.03747109116640502,0.02748555789131099
HALLMARK_ANDROGEN_RESPONSE,0.0190442112924833,-0.10427810924577305,-0.11190128928374983,0.03399383661308775,0.01811257349493617,0.2228428740100488,-0.01719338610895648,0.15622705187918107,0.10324242715467018,0.06217660408950777,-0.0429733145114043,0.0472483586969749,-0.12709774953025552,-0.0339908692796034,-0.0067519557992234734,-0.04361201994159397,-0.06963417918970487,-0.047862457769843554,0.039903209814395206,0.0037152425878053705,0.10588130212326688,0.02498455400004404
HALLMARK_ANGIOGENESIS,0.007742202717668586,0.12315495915230523,0.25051048112716595,0.04217561967584187,-0.23868208643899425,0.32016595924922486,0.2915894558801194,0.17706392973480053,0.15674343427244192,0.09846552298279351,-0.0767380245016974,0.1941333610405735,0.2560092410388215,0.0942892543600764,0.1493875893073709,0.1274588634987555,0.14825852093651654,-0.025285426911372522,0.08699780570395524,0.03229263877329672,0.09767544820817481,0.34639929650512846
HALLMARK_APICAL_JUNCTION,0.06080189187973627,-0.20838012417104954,-0.31159650061504307,-0.012941276166979787,-0.15419719299883358,-0.1332015685669847,-0.11844618796260886,0.2078340846889428,0.020033978242118874,-0.03460109975345974,-0.05322601081330424,-0.014782972690612762,-0.23476810939212062,-0.06945213229923343,-0.0600648996935527,-0.07883583433506187,-0.11591960339340635,-0.02706599882462439,-0.006906228359659226,-0.040899123570432655,0.03533542287621894,-0.06089418206030298
HALLMARK_APICAL_SURFACE,0.04449919477101358,-0.2841884602108916,-0.4185606162513022,0.05719280716049817,-0.17592058535601598,-0.31628679747348476,-0.2611000953525785,-0.02983592661215454,-0.11369444202175429,-0.07750383105350465,-0.08363951296993526,-0.09111407452886873,-0.3171167688106224,-0.0590514701009706,-0.13511297291690066,-0.09081121182663783,-0.07669719665296577,-0.016356179806740187,-0.013288420754239739,-0.01576334419531371,-0.025372554244356794,-0.1861884949440944
HALLMARK_APOPTOSIS,0.015141446782288405,-0.13333702574015918,0.022971100641022077,-0.0430801529528813,0.14953611487722795,0.08750213411770477,0.31948575331681395,0.04468921710842534,0.25671266691014305,0.0794327646088315,0.056410738187162406,-0.0292209172495604,-0.03450828511006611,-0.01674884401146075,0.1255152614249954,0.1719363249990461,0.17028177181670104,-0.01380606257140383,-0.020535879378704113,0.016624598057456353,-0.07608578770214208,-0.128579616087873
HALLMARK_BILE_ACID_METABOLISM,0.03488774170306735,-0.2335688596745131,-0.27032528751233087,-0.021863920651002365,-0.21465191851865362,-0.22515457392794264,-0.3134200970160941,0.14078494895185287,-0.10078423555311787,-0.014473915241929921,0.06212528643087496,-0.0644730513862864,-0.29291402854085935,-0.04780098099353469,-0.08875005899775763,-0.05495893057693139,-0.14830595294245424,-0.007666973244471218,-0.08059130678338004,-0.05318893561854438,-0.016619254578552876,-0.13074121142202486
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0037220412553118014,-0.21733035086062832,-0.12433741398193622,-0.037424612702591814,-0.09562780564168366,-0.050780502168812566,-0.22860685593372607,0.08292438718817668,0.14966133560911818,0.12907259631466952,0.05200575478794868,-0.014098858201108516,-0.0888579438093325,-0.03757236437924362,-0.08954528041947955,-0.03245659790461917,-0.12351776631426614,0.02954245914815784,-0.08750224220551309,0.016615552723501882,-0.0011604358339078235,-0.14566013736397412
HALLMARK_COAGULATION,0.02982202675277503,-0.2915983714097114,-0.25772948131449586,0.037248352130032615,-0.19324984030619224,-0.264533189229067,-0.02034924694574375,0.16750583037124878,-0.024236081770640943,0.11125627848938592,-0.14012904216980696,-0.04535299849882996,-0.32266641164304644,-0.030973307328921416,-0.04286732442602805,-0.10442789445134945,-0.11371704593796995,-0.044199105502292585,-0.10074251234045468,0.019604177085285397,-0.010856860429836817,-0.02007870581571261
HALLMARK_COMPLEMENT,0.037761726398474825,-0.07583035895486849,-0.004701300743961778,0.06807515180262182,-0.14578264127306173,-0.09861735791898263,0.030195667206672674,0.19893070371922347,0.1363004043184393,0.10213085693670754,0.045554849531906236,0.00575458858540192,0.147975172105403,-0.02721171569116181,-0.01727949859266074,0.076480169767255,0.06239375246992088,-0.06824724017466209,-0.04925799489674641,-0.06301124782859019,-0.002582168607246691,-0.03467297931049812
