,UKF243,UKF248,UKF251,UKF255,UKF260,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1270381216515237,0.14758989714195012,-0.006016047478201898,0.08445445808123031,0.12135616121839231,0.18911999922312117,0.05287651304744247,-0.01288526028175729,0.06819979913654915,0.11339262701556498,0.12135432244019397,0.2007972854514,0.23348411365079108,0.20780868255977997,0.045510744069672426,0.05647510165334633,0.11293239105269201,0.08001406174940125
HALLMARK_ALLOGRAFT_REJECTION,-0.024035700152865044,0.09744394698103855,-0.06904621519206228,0.010250129130393878,0.07297480451807635,0.26339791383504546,0.031553124235064234,0.06465013398510949,0.07105015730173557,0.09670482872656806,0.10116325778365942,0.11719339191115682,0.20465912005751313,0.17758074281032696,0.01884546792954053,0.03353893774736743,0.09803180558931064,0.0181663020375804
HALLMARK_ANDROGEN_RESPONSE,0.097111287263376,0.12773249661951916,0.0006023551906239704,0.01490251174572367,0.07977043968255962,0.26543834819500534,0.06104923817994721,0.08283431192398376,0.040433353533148864,0.06180148697150095,0.07758204559110324,0.07232575865487031,0.22644753466969483,0.17127873714633662,0.1006563772826041,0.028533698433038494,0.052811740120814916,0.030092425146594763
HALLMARK_ANGIOGENESIS,-0.09716996528912429,0.017907613137836426,0.0774298620537604,0.08120416572944704,-0.045481340071540505,0.24126796673771156,0.021168867518849836,0.003563703329435256,0.048145644211578284,0.15747309093809794,-0.06402817133572354,-0.020414364235548814,0.04397366969069182,-0.09823569477365089,0.08898319904913225,-0.02039139401948585,-0.09659990071354124,0.07565235733006963
HALLMARK_APICAL_JUNCTION,0.1309509811964544,0.1579941572732046,-0.026819622440034663,0.07730975859885049,0.11624727327044708,0.2876977157988579,-0.007910359609813554,0.07757589913696777,0.086519708904722,0.1501921442015797,0.12754986541336388,0.23546076080954204,0.18466309492841507,0.21000674322913498,0.07817387847280959,-0.006433601252919515,0.08577785565057242,0.048318351391537305
HALLMARK_APICAL_SURFACE,0.16570745588059832,0.11151976621666136,0.015404581068618133,0.05539222433106269,0.08364144265527551,-0.08718361966532298,0.0789925666874428,-0.07762304216817972,-0.01826218800175158,0.11558657727331025,0.003531928879086023,0.20373814636047563,0.20833731283481954,0.17726622971267159,0.03609620590595079,0.01203357211109495,0.06956241312932686,-0.00603320586218781
HALLMARK_APOPTOSIS,0.020437281293911914,0.07394246040764252,-0.03207784599656294,-0.01622094953295973,-0.04152826071512142,0.1294751088023612,0.057355971320124856,0.06527467615973193,0.0038739769140152106,-0.03456636646956499,0.010369438029600346,0.08680765381051798,0.02938093131219183,-0.046734088121942415,0.05604477092369183,0.05097920875735456,-0.0031311528646757653,-0.03767091092206271
HALLMARK_BILE_ACID_METABOLISM,0.05807514358571454,0.047855589421145144,-0.04891351475803261,0.037235096729951546,0.0554427228459063,0.2705504016082064,0.030516338125796693,0.0311289547249511,0.016589475687464286,0.0353967134407787,0.05233561721456543,0.13560366114419825,0.17143042221156374,0.20255031354685743,0.023422109860210545,0.03024318483817189,0.10520276825581172,0.1164140726014625
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0629406535589187,0.003907290964465916,-0.042566032348397995,0.06503899671141192,0.059214194835892874,0.21052153761884357,-0.0023539291292862543,0.022462244595801484,0.0026918988614292863,0.1067374094713085,0.0881240058691197,0.14603254377589056,0.2023321246255738,0.2031502742372998,0.11711065780148337,0.08654337090704331,0.06809218452969275,0.08819227756121972
HALLMARK_COAGULATION,0.0696770197300611,0.14782074642447204,-0.058014712972806186,0.1149382068985724,0.01912273335070377,0.2579393321620339,0.019512441095024625,0.052070310518884194,0.07159761439172099,0.100581045426532,0.1597646271290976,0.20040569103440312,0.1845315603966237,0.1916792566304865,0.06892715966654102,0.020016537686177022,0.04917105504680207,-0.005479283091397199
