,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09603156345460855,0.15467219991256875,0.00043224459332333716,-0.020141463503814534,0.028822685609039403,0.0948192554222674,0.12477230680501736,-0.007785934795966236,0.023556319558484567,0.1069090927897408,-0.01466846919222912,-0.05445087021978957,-0.021515469788119707,0.029713397506565258,0.10108186088251038,0.0687386973058518,0.08474500737417076,0.11016736081665733
HALLMARK_ALLOGRAFT_REJECTION,0.004657372413213354,-0.017750902225768063,-0.04693461873023822,0.01648656662601152,0.034494523234717196,0.09558080634067245,0.13867475415759764,0.023244888394505395,0.02747934028083394,0.1344424208319843,-0.12479037888454747,0.004281398741666408,0.019018450009943646,0.05666266661409596,0.07219329550580443,0.0075717458724160755,0.08734228177851282,-0.0646397271950404
HALLMARK_ANDROGEN_RESPONSE,0.11398022740795871,0.16295432266484716,0.08505852970868175,0.010667911206323983,0.08896336144296223,0.08527976525010163,0.10901401691831952,0.008798001945965556,0.04880245063140497,0.12490387221675282,0.031018440157663706,-0.055475999857414575,0.0529759238747464,0.049376814000028774,0.12277800271420208,0.11499876821223369,0.07837670965725603,0.07099719320270102
HALLMARK_ANGIOGENESIS,0.0416036167836944,-0.02771905595611778,0.03692623438694116,-0.04525032878734008,-0.04347058694786811,0.07387858982935239,0.11867682866046718,-0.03974196211599603,0.06714232394471982,-0.02835420588657706,0.023701067292996408,-0.01557091389424639,0.01517288179202998,0.08749110648291303,-0.02079535547663659,0.04758658262805816,0.010484240381321834,0.07885835063517382
HALLMARK_APICAL_JUNCTION,0.08864291403685207,0.10239204917191601,0.04971307046022857,-0.003704549537403927,0.015919513480383837,0.09322388284936328,0.12398057649504853,-0.03565788109281435,0.010553549787961624,0.14010388486838893,0.021380227535390296,-0.03004159522695798,0.026451190993287316,0.009391669526489526,0.07382011416697717,0.04679398522490477,0.08087128586953686,0.10437846787086216
HALLMARK_APICAL_SURFACE,0.09356351639847264,0.1383865011842504,0.07442801889854322,0.008343740173508486,-0.010984958238732434,0.032480280166598895,-0.044711057335275965,0.041168572150397806,-0.03420978717415365,0.10283833463170608,-0.03443227419874739,0.12945182122579502,0.025916793457568074,0.033131095783051595,0.104349807163611,0.006882362338551302,0.04562575795580956,0.04297994768339007
HALLMARK_APOPTOSIS,0.008283455068010663,0.0034090303954942337,-0.05033634275342866,-0.016399126685443043,-0.06601458389154359,-2.4005229918261562e-05,0.03171059555213026,-0.006940677113595775,0.009783380321921711,0.05111169139831488,-0.01425069073286666,-0.09417262842926938,-0.05384446841218588,0.008565579741583677,0.002972061398836609,0.07655601713822678,0.04768745560459682,-0.014772501618014251
HALLMARK_BILE_ACID_METABOLISM,0.09071014826493776,0.14539865599385737,0.023634347858984345,0.06763183390381192,-0.001830424326027095,0.07950292136899523,0.12536164646919334,-0.0379405758114611,-0.03787058525895738,0.04203138114916485,-0.07247065523714344,-0.010732934114281558,0.033259124616820776,0.030503867787394504,0.09042533344269911,0.028287642134262388,0.05730768637291559,0.12090915196138627
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1425726443378013,0.1352124808102526,-0.002837311403428437,-0.0006837389054914386,-0.030895678801791972,0.05866525019960749,0.08055627574357853,-0.06232984421987634,0.06678113273544609,0.13003138655566443,-0.04677721599496136,0.11330745939500055,-0.0689898514861389,0.037646163876476804,0.11817992200261139,0.06512371312458894,0.028450241178718656,0.12266046493678136
HALLMARK_COAGULATION,-0.0002803605839470706,0.06780796209664475,-0.009059943612421887,0.013597306614123119,-0.014188989028721757,0.09309014057611796,0.12106568112592339,-0.03210381863077095,0.0699823656484034,0.10070459271694247,-0.06600449585145697,-0.07437879125448081,-0.004640718606147935,0.03124239255925528,0.06887736188199027,0.0750688144046735,0.06423124002967993,0.07794906281081874
