,UKF243,UKF248,UKF259,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.13432325536954895,0.015428951392039642,0.02297985713676272,-0.006178717539750283,0.05990787048630511,0.017650599319377156,0.09231388603311061,0.0688004298574491,0.04434309112432708
HALLMARK_ALLOGRAFT_REJECTION,0.01975236851612287,0.07609199774250276,-0.04592028088541815,-0.04457922342495255,-0.04657309759928099,-0.049783412300791,0.012544892503246826,0.06719375924574503,-0.02145074948833549
HALLMARK_ANDROGEN_RESPONSE,0.09179632496295066,0.04782514568807542,0.024056987582025048,0.02480695222620022,0.0019942579805882995,-0.0417955774922184,0.07201721853308297,0.10284334797592781,0.0038452880817894325
HALLMARK_ANGIOGENESIS,-0.048748962445693024,0.11370721191689413,0.01218354529217334,0.021077812155490903,0.11701900173208055,0.0398278538964274,0.019676746437859237,0.05916701941311464,-0.02811683335088495
HALLMARK_APICAL_JUNCTION,0.11127445581829053,0.05691059738196551,0.012137506547884435,0.08526783529773338,0.04814592255909183,0.017236689745769633,0.11036659584850364,0.15857101184284442,0.0197047502753731
HALLMARK_APICAL_SURFACE,0.1655042702079104,0.03686703455366778,0.0005230813519061352,0.10081838305014194,-0.09244238795377518,-0.006868054155087169,0.12249981644294775,0.1429224782286962,0.0286590064091597
HALLMARK_APOPTOSIS,0.09564195742385512,0.06567261254017942,0.004970496341844164,-0.0574303284809726,0.06653727980481497,0.10706901802955993,-0.03465118721035712,0.046713250738889815,0.0008655513949342894
HALLMARK_BILE_ACID_METABOLISM,0.10404687201537922,-0.038238365164057764,0.030231694468501515,0.07519001588556998,0.03372946005703136,-0.0372021115012087,0.12459602968093095,0.006803512491105255,0.006535030881229177
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12452540216629412,-0.027698140686028213,0.019455431361265763,0.11181150301344045,0.007349737610320387,-0.059522882965019716,0.06206424528161399,0.026194818461666696,0.02329409922685339
HALLMARK_COAGULATION,0.1320132758656405,0.09757249185754527,0.040615074827234844,0.009475345722755902,0.011663726179046475,0.028131407421078797,0.06858775017507993,0.13579278431974356,0.014161712675849368
HALLMARK_COMPLEMENT,0.08618140628765435,0.03297916143970082,0.0011431537972331986,0.005474026845961511,0.0025859562202898024,0.044902972468144536,0.09145127743767928,0.01525775764173809,0.059892631021869217
HALLMARK_DNA_REPAIR,0.15112465435973388,0.010383486624240304,0.03982694024235938,0.059163685278903096,0.030313008627499086,0.03522178889141661,0.10067571017206951,0.06796304560806016,0.022902274663194784
HALLMARK_E2F_TARGETS,0.1794970653233139,-0.010048523861775172,0.0034811446070896995,0.06236988660689202,-0.14618476863525753,-0.04133329622849254,0.05504680625742861,0.043618544737449735,0.025158577692727245
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.011131013337903591,0.1341484000916957,0.005880642662038825,0.026528939152681588,0.061759744177568174,0.09604226375297513,0.008584087791828615,0.13512396600990967,0.015230981542067827
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05164096574670809,-0.010844599050889515,0.06074701645487496,-0.030089820901081078,0.1294582327754451,0.04419616911450334,0.07518654498723179,0.06955625151002377,-0.017955876532881096
HALLMARK_ESTROGEN_RESPONSE_LATE,0.11471073370243272,0.02871555920240864,0.003436988413162435,0.038969692857357276,-0.035018500783988646,-0.017490947437413095,0.08782295581801197,0.005164880827991673,0.08178805339279659
HALLMARK_FATTY_ACID_METABOLISM,0.06245287474774811,0.0002043465644097039,0.00329674795117144,-0.0054497225390586854,0.06534693969695272,0.04154646062446967,-2.5707416599272803e-05,-0.020389669524447946,-0.01042511735218457
HALLMARK_G2M_CHECKPOINT,0.11909603798422949,0.012561514080632158,0.014854062759545901,0.05586798476815901,-0.07627410918050997,0.05771611643446138,0.030035813377746055,0.05790495445654423,0.009725927015493421
HALLMARK_GLYCOLYSIS,0.03771381127169635,-0.009814809573181798,0.014845235124741995,0.05590851980789155,0.13458882929649518,0.09970695866640167,0.09739726556670776,0.0500858893536929,0.02527305380473196
HALLMARK_HEDGEHOG_SIGNALING,0.13285593004872356,-0.05834168504155511,-0.012787537619828064,0.014759005509007004,-0.011905662413561354,0.060202970016244244,0.046001985419026954,0.07044635503562931,0.038519041762740236
HALLMARK_HEME_METABOLISM,0.1702500872775497,0.021175509749437705,0.0026809483439681203,0.086841884397979,0.0023060029548620377,0.05239299306441317,0.11491525393863157,0.047774821621713884,-0.026975819719443645
