,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0014406998706417806,0.05044909706376939,0.04834235210745714,0.011313979678737342,0.01903491579117075,-0.0513983918404862,0.07565318233152249,0.08193071398523744,0.09311577867385562,0.0230232814904796,-0.06988369398078896,-0.02338668685550299,0.07382224103555934,0.20267186782891405,0.14737220662098424,0.02476005209004273,0.04339511334595285,0.06916286612605883,0.142999467651039,0.08828952887691002
HALLMARK_ALLOGRAFT_REJECTION,-0.02566957302923418,-0.005854572070877795,0.08679912073527055,-0.013491256856466615,-0.06269278669226075,-0.09074075980900903,0.16405066210940067,0.02851944764119737,-0.002677201947411797,0.0280831482444436,0.09875833119898536,0.07978556124579926,0.050862135016513495,0.08215070891067677,0.04789661211609008,0.0412197692720524,0.044383645411105135,0.05748431739144501,0.052982813306807396,-0.05342700776871461
HALLMARK_ANDROGEN_RESPONSE,0.004153302375104664,0.037560540340351584,0.06504011606795888,0.04319353847470558,0.02439298124075641,0.024702622044335446,0.13020344710340315,-0.0008444594465821511,0.04485424516665453,0.10877492915477016,-0.04361257234646786,0.06374082147511141,0.036283114971051834,0.14799719561578906,0.0922063586102111,0.007196237305884559,0.03417598397062148,-0.015345528545258398,0.09658898325249818,0.021536150770868963
HALLMARK_ANGIOGENESIS,0.02513929593883598,0.03704033355210841,-0.004654766740542411,-0.10299549434751953,0.008720664759397204,0.01782787415230098,0.11992567434589856,-0.0366098155918362,-0.0034768155801792175,0.11887140712403817,0.06763296408335204,-0.09402365331652598,0.08590389866600572,-0.05544864720675171,-0.09413954040451462,0.010275497206118974,0.007623064150020337,-0.03131381436726899,-0.07659822940538236,0.004974481955780894
HALLMARK_APICAL_JUNCTION,0.04923633439992784,0.02046265445160106,0.04600815094762677,-0.012618370084188285,0.025060129381390572,-0.07224390113715345,0.16694387734663674,0.04695789191874777,0.05566191029736071,0.13213268221729368,-0.06424109595593158,0.04154663649980631,0.10635464464706046,0.1426853849618373,0.15673092559269822,0.06477461047519559,0.09425853754306524,-0.006807261900855596,0.1169984457064524,0.0795084259579395
HALLMARK_APICAL_SURFACE,-0.007598897627522073,-0.0014657041348818938,-0.016614593458759527,-0.02318416791254609,-0.002071501899309727,-0.024281506537066625,-0.014100761529351045,-0.016919467327744155,-0.034174534304929234,0.11590094013420095,-0.09354527731686098,-0.0735993492489325,0.044155207303972564,0.13807742621864993,0.12297587041219504,-0.0020986824724163826,-0.0059949339371291495,0.0109773139734878,0.09490167387571011,0.05248576514966898
HALLMARK_APOPTOSIS,0.047330615269626286,0.01878913066897315,0.027619828933528615,0.07523289065017959,0.008069844492055346,0.019869985136927372,0.06347490426421008,-0.006568433147321432,0.036311010596758495,-0.086684619871074,0.029553147912352463,0.05833055384687265,0.07574253266064446,-0.05105841933195481,-0.0607492755416392,0.07250921114987581,-0.02827747128281995,-0.01925636404939834,0.07309552276527478,-0.016425973045446456
HALLMARK_BILE_ACID_METABOLISM,0.016927172065598548,0.0737918341013358,0.05351071369648617,0.016927780056357936,0.004598782021483193,-0.011546520904886195,0.14109357071912793,0.022918014377759657,0.005435488644453111,0.11768997739792987,-0.07226312305399904,-0.09359853965258016,-0.023490094217571623,0.14773045150796657,0.1451879592030738,-0.007035591867977878,0.08078014580770948,0.0030693768681596067,0.134870115155297,0.05245206732777599
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04434237853220129,0.028027196834670826,0.06688471364009421,0.006875978782093868,0.003818925089506627,-0.06115455218104035,0.10384132474757392,0.05526228342798776,0.010813605503318767,0.1505416058383494,-0.04972714349842236,0.001194768976004825,0.009582438379382672,0.11985193253238818,0.12307125577130289,0.020561447196953096,0.04306837244103137,-0.0232443933591565,0.16299920364234768,0.09747091854653508
HALLMARK_COAGULATION,0.04057326754698477,0.018558774058314537,-0.0009942002800810822,0.024852054522055845,0.029807524404308255,-0.05184317907515968,0.17007524851678887,0.02035708444502567,0.057203150972389025,0.07168938007090483,-0.055193089080303064,0.026616947407376936,0.11595176331586458,0.1292633864007331,0.06570083866138418,0.07874625961262953,-0.0003500876226511222,0.02497738852594274,0.06594107470008223,0.08988947164115292
HALLMARK_COMPLEMENT,0.004559127432313932,0.04471859874380998,0.07416816089333701,-0.026159038774624364,-0.013689894053968737,-0.12624114963241082,0.163943055548361,0.03379459631758126,-0.00168165594993057,-0.010137355784370645,-0.012019531075721426,0.019465540713664967,0.0967673692610655,0.06913516577619354,0.06067587843810814,0.057542234845999976,-0.022239468950086574,-0.04577680655636756,0.14428937651956303,0.04031362340947428
HALLMARK_DNA_REPAIR,0.011879169524345931,-0.0016828731647349042,0.11140571601224482,0.02547378632545382,0.011277949284813007,-0.02535279487504831,0.1298960152412915,0.02041808466728386,0.09579349508344384,0.1668869190983367,-0.07399452882857269,0.12544860818529088,0.04482297068553812,0.14572652956702473,0.1643304659961588,0.020403016101717616,0.08742886534887934,0.012613802459894467,0.18800149188091428,0.08818533358511316
HALLMARK_E2F_TARGETS,-0.0406963193348426,0.018459189829352254,0.05232317794461896,-0.06528564430163995,-0.01398573257850917,-0.05196549732608897,0.10687255009355082,0.03273302213813973,-0.007218124348945855,0.13439341212150066,-0.045684199179217386,0.05814941384047517,0.04012314424803635,0.05976130068405663,0.08046882171287213,0.06269828052700503,0.09337968854667594,-0.0002524664375077101,0.16958573584266312,0.06411717518705756
