,UKF248,UKF251,UKF255,UKF259,UKF266,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03637192414200217,0.07406340256248019,-0.0356715275559721,-0.009456867710451905,0.03796671899391017,0.032056169991346695,0.060148803796805324,0.12304094799433486,0.10874279225089285,0.09258903284550013,0.0997708008488232,0.06528975035222855,0.060857542762736354,0.015304967813409677
HALLMARK_ALLOGRAFT_REJECTION,0.058478845210457014,0.03869822695871089,0.04662282240585772,0.0018107935614458351,0.129088135864232,0.002716546636266442,0.031094086471400773,0.048083592493420216,-0.005015225120500289,0.04868708086959727,0.0855113926712386,0.029452263646905376,0.11281614010967943,0.07357385779934927
HALLMARK_ANDROGEN_RESPONSE,0.05563420317580679,0.0059509341792409135,-0.03823606559557987,0.009252211242142622,0.10688440635691197,-0.009140119101712812,0.07471738190716391,0.11565971472540995,0.07415968449080189,0.05442857730820171,0.09884976737761228,0.017207433398318057,0.010022559296969684,0.03766884522202622
HALLMARK_ANGIOGENESIS,0.05330429947516293,-0.014231073977559875,-0.006822534187160434,0.018516327374276234,0.08659588681083587,0.05678427488996326,0.013950080736812613,0.10460034025062308,0.023220924334601274,-0.009491986429518354,0.0982796340919845,-0.04417348723193876,-0.08744257370832602,-0.020879621519088544
HALLMARK_APICAL_JUNCTION,0.04402242363560435,0.06802061975372864,-0.00232435298094687,-0.004789595567595344,0.10093034669585561,0.0799027294327581,0.03950713633330395,0.17364585452306827,0.16080084211548065,0.16613885022781838,0.1561969768840455,0.0523823513527728,0.05081587032590419,0.014535428159852638
HALLMARK_APICAL_SURFACE,0.02222773810265255,0.036623809021291774,0.0452118694273095,-0.024128570629281938,-0.0446957516855487,-0.028510621356405325,0.04032599216004614,0.10330518378135388,0.09987202949177003,0.07331191960581245,0.046506855653478965,-0.0254409227804194,0.01689567261726153,0.04007146782633783
HALLMARK_APOPTOSIS,-0.00610988937040511,-0.026866528619641596,-0.04613044977040982,0.06821268443587487,0.02990714858818913,0.08001370281945,-0.0027148778335083813,-0.034407264420834666,0.08424299971717504,0.00127289031493931,0.08850596428306291,0.05119949251562352,0.04408010660426315,-0.06247862243443397
HALLMARK_BILE_ACID_METABOLISM,0.005668036157570795,-0.016070507435342895,-0.026074613306205998,-0.0353828313657057,0.01353498644381247,0.08803313312719294,0.03877319637946851,0.05888918133739666,0.07580740548966787,0.15371992523130246,0.03848726344203388,0.04677042455002626,0.06567688442280521,-0.03387898919435091
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0012705522340554231,0.059100960957515734,-0.06591014458768116,-0.028172189009368603,0.03472404693466069,0.0896173720429453,0.0319725349312503,0.0531370142757651,0.0452202804680127,0.06915780874109921,0.06274166627898944,0.03137580550608392,0.02633822819034762,-0.064737117381654
HALLMARK_COAGULATION,0.03946395789657479,0.06335957810003967,-0.07070093313372508,-0.02188407454858219,0.11655258946884002,0.055542874759792,0.0679115018693991,0.048409611098382745,0.11652468202017187,0.07441746952973835,0.10509648340352831,0.09941347159900792,0.059469057730947954,-0.026100350517229656
HALLMARK_COMPLEMENT,0.06725973879819955,0.037708133292689315,-0.028928758966221657,-0.031387112579063244,0.03833846858371444,0.03451132864932707,0.05134404971865687,0.07950065110560646,0.0835366761572272,0.09161031552731864,0.12043317699651476,0.021593324838967858,0.08170399998365971,-0.025077652140067998
HALLMARK_DNA_REPAIR,0.04617327712340826,0.09098979157280795,-0.030330454315532798,0.0875683473593948,0.1018925421066351,0.10232949512542293,0.05410858505536204,0.1407808942717358,0.06000634822606547,0.125724434201521,0.13714018895688806,0.005902720663238939,0.07740159123408555,0.0015424137944378541
HALLMARK_E2F_TARGETS,-0.012968486685672716,0.10798858517549109,-0.018802255901813537,-0.03961168255851573,0.10296906347651028,0.02456639623226879,0.10305844085595682,0.11943174101027955,-0.004838917434572098,0.11744548878902329,0.12356150744428218,0.01797320125974809,0.03002348500286274,-0.0488433635805433
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05036829435362292,0.032412408564217086,-0.008007816526146544,0.07608273416294352,0.13381695480946657,0.10760128488384126,0.04041345457157837,0.1362612073848103,0.11061262814954129,0.09049675929220814,0.18882049120055427,0.027917133966995487,0.012781656977276432,-0.03504469706385492
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03727499085427706,-0.007597817898261397,0.08229124466975776,0.0294195482744276,0.01929696990917711,0.029085607200761456,0.02523816060930747,0.15867834788845359,0.16350383200496135,0.09593557661781392,0.1007275955550372,0.07379280332690068,0.047176076559842815,-0.03221743194484278
HALLMARK_ESTROGEN_RESPONSE_LATE,0.00934352321642162,0.02413294557368323,-0.009474351684479156,-0.020877330184282544,0.022516224364186554,0.035577744989977296,0.01761601816151226,-0.017270949396760563,-0.03740349343362641,0.042791007929482754,0.0393449377029348,-0.012501351910468157,0.02069943442514185,-0.014647900417283801
HALLMARK_FATTY_ACID_METABOLISM,-0.00386923096086108,0.026995905479600093,-0.033634739910729225,0.05015093834374145,0.036152038616971575,0.03645355667166998,-0.0535257740030884,0.09284120176420757,0.11190450086185538,0.07738951314549425,0.03564851138876493,0.01651876116992988,-0.00524429197243753,-0.01682673446233867
HALLMARK_G2M_CHECKPOINT,-0.0057548804526977755,0.06039294895747798,-0.04540248630677573,0.009817128915879027,0.09843455741197132,0.043436606045986315,0.048003592896173126,0.13391556808224578,-0.011592230349778517,0.11196063753167722,0.1354688147333666,0.031026041325764676,-0.02045057746309273,-0.02239567952571923
