,MGH258,UKF269,UKF275,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.007132421402685451,0.09151064551619778,0.024916323050172412,0.09344703429272595,0.10814304642841455,0.08483201859063812
HALLMARK_ALLOGRAFT_REJECTION,0.028378471722185356,0.12484830297544153,0.025953759985629602,0.11928360227655496,0.07602711198937077,-0.04589550868918946
HALLMARK_ANDROGEN_RESPONSE,-0.016426615839403167,0.07906394352474665,0.006132631415569193,0.06536069612223823,0.04256817824753326,0.030362826111509315
HALLMARK_ANGIOGENESIS,-0.058331076961737026,0.12498240769928907,0.01542796084929373,-0.046868624365438455,-0.06845548511162985,0.006172103809168987
HALLMARK_APICAL_JUNCTION,-0.01685660492410356,0.1314955434106678,0.020128297927225786,0.08084279359803893,0.0639613904049902,0.04010414789822327
HALLMARK_APICAL_SURFACE,0.023237944017107607,0.011067146678329576,0.061403806384907486,0.07684892194574094,0.07528669021065904,-0.027926696577875755
HALLMARK_APOPTOSIS,-0.0023283258549951784,0.08670135854201462,0.04742091989800081,0.0008005036017358773,0.04969804915860819,-0.036557435850741914
HALLMARK_BILE_ACID_METABOLISM,-0.02718488893353949,0.12406786566086926,0.006096149609852672,0.09157339895831025,0.09838488833234386,0.12870247572361512
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.029266400541738864,0.04526129714469636,-0.008402201811819816,0.08636541519116307,0.07805169193968989,0.1146802900215574
HALLMARK_COAGULATION,0.04032563880222162,0.1171575772816091,0.014893720108204011,0.08940830140935578,0.04800002566761197,-0.024856847257099607
HALLMARK_COMPLEMENT,-0.022695067254133852,0.15865508190708136,0.006284736426123545,0.07802561544867814,0.07875612762695018,0.019553445374986853
HALLMARK_DNA_REPAIR,-0.019008620179448335,0.12284671264839968,-0.01671538248803991,0.0920865543376566,0.09972564125534057,0.13809575973881053
HALLMARK_E2F_TARGETS,-0.0047142717099509755,0.09403996039804806,0.007598596884348836,0.08595171859971654,0.08320003090574393,0.1344147201626798
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0722805608211608,0.1402195272492463,0.010977209033750993,-0.026216890226832275,0.02910502748006573,0.006220794166629462
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0014476229662500199,0.10233678452563776,-0.06712555274536254,0.0017612510511104728,0.06258464976036804,0.07048334686312419
HALLMARK_ESTROGEN_RESPONSE_LATE,0.005068529766066246,0.03613530964673885,0.000832865536401317,0.09977280183758368,0.06986205305026276,0.03309251052169548
HALLMARK_FATTY_ACID_METABOLISM,0.030059584392743154,0.05098635298476941,0.04582043315441014,-0.038771230875798715,0.04631738612882537,0.051528124281765356
HALLMARK_G2M_CHECKPOINT,-0.03769406674170631,0.08374352469740041,-0.031113408943991963,0.055110873683910815,0.0654186681668068,0.10489022393058431
HALLMARK_GLYCOLYSIS,-0.042805793687124484,0.1314554782088482,-0.011746322413205541,0.04465136609354314,0.07876045736914249,0.04001263052598107
HALLMARK_HEDGEHOG_SIGNALING,0.001651841974586963,-0.047228954885150394,-0.0025035385614826343,0.0773417495797577,0.06409399201997744,-0.10277715142901747
HALLMARK_HEME_METABOLISM,-0.05159893041238625,0.1095593294162757,-0.005191973105323203,0.0825066520321506,0.09253986678666001,0.00890829555194284
HALLMARK_HYPOXIA,-0.009498104554333218,0.023149999953567583,0.03656485538434081,-0.12214408927636429,-0.02116957999512023,0.0779116355957091
HALLMARK_IL2_STAT5_SIGNALING,-0.012083572694605116,0.12913762515467025,0.02160127757820361,0.0445975869312287,0.04901654838960974,0.054885914640359156
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.02489250264598825,0.14592035705208203,-0.005847379901578504,0.10994068573646831,0.06766112902552647,0.06295757289369594
HALLMARK_INFLAMMATORY_RESPONSE,-0.016718176999341357,0.1129609460274623,-0.024501620034737277,0.006407665715064418,0.03088341365963643,-0.044345934101291805
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.04656385852762589,0.14083175829823535,0.017232175650632103,0.12075986854055164,0.10059130278317344,0.013143490130550793
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.010234188503429222,0.15683796168125236,-0.012967020749391241,0.010594168352125809,0.07745914487634176,0.03424671576560517
HALLMARK_KRAS_SIGNALING_DN,-0.0071641421036947,-0.033584335019356586,0.003890593264843037,0.08368919907431883,0.06843512423814273,0.014411816455338856
HALLMARK_KRAS_SIGNALING_UP,-0.010505853932796818,0.03835798463428884,0.012891452783292357,0.09881566192994205,0.08645361861046118,-0.08860447776043848
