,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.03826207464521151,0.04499492906863059,0.0228644619777006,0.06343824848695954,-0.0042754463772223545,-0.026016065946036854,0.07717945123854356,0.007902082892653754,0.04732546033116861,0.01093206896111203,-0.05418058575705103,0.05533632544618182,0.09429151804834285,0.12122647357613357,0.053223965038257576,0.14466036710909874,0.0062406963522989205,0.04694566928410962,0.005586815123600048
HALLMARK_ALLOGRAFT_REJECTION,0.15332720536389804,-0.01543346819184151,0.01701246315969165,-0.001941391166484088,0.001368372916900734,-0.01761679688655351,0.10994752601276579,0.03028636047515213,0.019045532018680568,0.08597397808078103,0.08708628214671878,0.1056099297553136,0.06748321044780452,0.12353239850879023,0.06555965377465323,0.1125143330615063,0.015084728491352112,-0.02380153837612871,-0.07004461954275351
HALLMARK_ANDROGEN_RESPONSE,-0.010887700132270728,0.06706270551748006,0.03330948931031177,0.055335483719413964,0.02930401073125825,0.027614692095036353,0.01175426694706183,0.07873891323102371,0.027362037834179825,0.015407201043707136,0.08705817843190343,0.0985095327405843,0.09594342865487375,0.09511989053361591,0.029086236389715622,0.13093355174557142,-0.013484122399686879,-0.002862055764115644,0.043047995720659774
HALLMARK_ANGIOGENESIS,0.042131506331847986,-0.049956419866177326,-0.01576154269329967,0.06611180842032732,-0.09679898604776788,0.0334495348518739,0.014379101542976468,0.04494809737871637,0.03326271465259218,0.08612692756788493,0.12114613753916036,-0.07912467068338373,0.07693433774841486,0.03900390841344465,-0.03226825260116089,-0.06828842017103895,0.052777924726935134,-0.027856285716743357,0.015572748351071183
HALLMARK_APICAL_JUNCTION,-0.027433617493901434,0.03872865660693245,0.038746778881311235,0.042357503742464206,-0.014670047245151082,0.0014011495110827625,0.019836071236393173,0.022249672062996967,0.0953525790553998,-0.005620162920847585,0.03705648255806867,0.06210214383477724,0.10046465123024181,0.07692336768209408,0.05495268175480744,0.17057081801159404,0.06219556940559113,0.017394010951421048,0.052955982342332876
HALLMARK_APICAL_SURFACE,-0.10124546824192435,0.0018904472600315702,0.007256132018168214,0.0005118002019313964,-0.053103261298353126,-0.0026042054436924804,0.056536091878468496,-0.1492614653901039,0.03925484786698573,-0.07978874277775867,0.03903785339820182,0.03216490813546998,0.01467568056487875,0.09700458975268703,0.03979636180523922,0.12704788821504517,0.10264269870822516,0.038393955730552744,0.0617350719341542
HALLMARK_APOPTOSIS,-0.04914466999130174,0.05139982050793951,0.07923788122457485,-0.027853241348847618,0.08792122357171675,0.07363732671126544,-0.05495827795599812,-0.03558737939260481,0.03515746796145338,-0.014130255128589163,0.023658066778622887,0.04670001156454343,0.10410997419376249,-0.027173934464621192,0.04498810882474,-0.018537998002013417,-0.030956848213694137,0.04350440597751121,-0.0037716740837760755
HALLMARK_BILE_ACID_METABOLISM,-0.07849194091302794,-0.01607931945220042,-0.012994771783588864,-0.028040764739428098,-0.07774619314530981,-0.05576284634284279,0.06068814226302902,0.021752017346149493,0.07082343371318883,0.05515981643776686,0.09934903685481568,0.035434814604430646,0.08817510629111747,0.09450695953204229,-0.010996891494768644,0.12719004741787332,0.030729036467708526,0.023022706110901493,0.08437290063475882
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.007767124026317166,0.06455280625928052,0.02269448895593005,0.015885973157180718,0.0014201032080577362,-0.009068135619341769,0.0261759354933913,0.035118328929235214,0.04866436192539233,0.02911591955081098,0.12340627572688795,0.07287432390959368,0.013705259112882897,0.06340329555596848,0.07847531025820446,0.14916215335540334,0.018161959159951155,0.027568371007594263,0.07754205768262219
HALLMARK_COAGULATION,0.12792196168054837,0.02314914490466066,0.04884435135964163,0.028577377381282056,-0.028604756616318613,-0.006190774282391609,0.038170797213455905,0.06327129731478418,0.06987789350273228,0.08331615281616352,0.12119715146391101,0.12752012913395167,0.1376574560205183,0.09189641620624947,0.048444690913150804,0.10372481020634591,0.032818586389667156,0.008124753584760603,0.1307815982679535
