,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.030618296367173878,0.034999025078787147,-0.03458307219467767,0.14054277645228785,0.04793462709882588,0.045448010468694566,0.03518594115388629,0.012215319212310779,-0.08329725312444965,0.060475856202082685,0.03151087001309999,0.021976158515113493,0.06216394589041317,0.016062211219884482
HALLMARK_ALLOGRAFT_REJECTION,0.020717346895191117,0.05112632873524841,0.01711350708264721,0.15526817024511144,0.06693153977138984,-0.018102740204436956,0.09070166422583778,-0.02841709259252508,-0.05830144949614088,0.07069476364417163,-0.037543853290588076,0.004410991579161331,0.08903381827593837,-0.02953544150587712
HALLMARK_ANDROGEN_RESPONSE,0.012818342058423407,0.020999320879275165,0.06016256187282438,0.12034220656910012,0.03800477480335665,0.011795346881908277,0.04643896829435031,0.015653092701005015,0.047934843092402916,0.03473171034340288,0.026395714522745452,0.046292848715937175,0.11039841476717872,0.022430364155433584
HALLMARK_ANGIOGENESIS,-0.013791689150156454,0.0032702837543545824,-0.012570475814916927,0.14335188398321091,-0.044986146830978936,0.06765370947076563,0.0285193679186167,0.031088754989529812,0.03238631488652501,-0.013387081543454684,-0.03082232391913692,0.034562201572451906,0.02807079141815527,-0.002153909748537559
HALLMARK_APICAL_JUNCTION,0.01169311719831578,0.03543008144452475,-0.0434008128889805,0.1520418604639701,-0.018257545586348345,0.012150149939621404,0.03887866247311348,-0.06622769176838753,-0.09779871818229569,0.06376071745939652,0.0195587484989951,0.05380929222497026,0.08695894565646463,0.0012852384441355306
HALLMARK_APICAL_SURFACE,0.02466623815070844,0.04195377325555352,-0.055119908164782225,0.003117705891237882,0.04087670915429246,-0.04736052523343476,-0.01307693468456212,0.10510540381413029,-0.10165244496059193,0.031365351055865805,-0.0043787390741001075,0.07240796643774348,0.05999772755732069,0.001557478816307865
HALLMARK_APOPTOSIS,0.03691445920671785,0.0332202435093686,0.0020443806460451316,0.03585963479101552,0.0020376681515641305,0.04392430376397214,0.028658809968203785,0.06004629644150234,-0.0599947352220667,-0.05069368545254182,-0.016103918549137237,-0.01193817468321728,-0.012823039372716635,0.03184348335724873
HALLMARK_BILE_ACID_METABOLISM,0.056358465351692144,-0.02910268555983861,-0.04550808752162999,0.13245334192672542,0.016350643799341518,0.02261292910276712,0.0012696727719722434,0.056518536286221666,0.014894130769313558,0.031632865138412285,0.04176163092272824,0.026661063328316578,0.01022188807460971,-0.00453430518484874
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02920611725508261,0.03613861353251958,-0.03490239591082923,0.07088944156891164,-0.019363250442087806,-0.0004894746934705325,0.024050736302735,-0.03373064027315025,-0.047677917881431726,0.059815610639790684,0.004895827614544429,0.08384755585798556,0.005551580311199168,-0.008716836651353478
HALLMARK_COAGULATION,0.01209941808218071,0.07278804032749638,-0.026363052715834244,0.12045020113831702,0.044973613033750866,0.024901290077389702,0.04579255534140516,-0.05358864078353175,-0.12062669310817634,0.04856315614962474,-0.03632915837506055,0.005804690075277429,0.07891728013585061,0.027154559261005184
HALLMARK_COMPLEMENT,0.01343167341431365,-0.01828490288596018,-0.057330920123047295,0.15763231570280864,-0.00542162709832741,0.007779504286417324,0.02841163781380619,-0.011451381045111479,-0.051550605790255125,-0.0032322505806743457,-0.005738679187256884,0.04717982815697656,0.020385452822375843,0.0512749764307919
HALLMARK_DNA_REPAIR,0.02260919395643974,0.03069504091483719,0.03421063293301726,0.18769962298610038,-0.012073650847951657,-0.0041968925025141,0.05112567432999134,0.07834900037987075,-0.0698866396937171,0.05364086311853561,0.07221705681064283,0.08100320986500584,0.06214731980304041,0.0089789577898367
HALLMARK_E2F_TARGETS,0.019214031442166348,-0.0032876576554666348,-0.04483659989108137,0.16827102668102803,-0.023935768318943815,0.03853772643590961,0.009213124019135436,0.008753930978098649,-0.06480040158458858,0.017973722307088193,0.03134962934106497,0.045036124275293625,0.0013269213393971781,-0.0025403186989089574
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0011060396605583906,-0.01489136096062491,0.04479157493674081,0.1676846692976784,-0.038131727582694355,0.0337768397750626,0.03442900206303062,-0.0476273431626809,-0.13130843274434406,-0.04194153569235981,-0.014927807351456926,0.03558541268916406,0.07788299449036608,0.03276972841946712
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.022736744785496688,0.06451041484320312,0.01599985649886243,0.0932133266696686,0.024052700915812044,-0.0017271316351000392,-0.0039083340581105375,-0.028005087714054206,-0.0760295388405016,-0.019614695498141606,0.05797586739599899,0.0441234281004521,0.06632178223497628,0.04570858655417992
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.036907396669368944,-0.0392201206467946,-0.024889857517987543,-0.01868612870508018,0.009512960401240018,0.024982171857211632,-0.015837809284538335,-0.022433835787672687,0.006936791463382682,0.012985853672621903,0.03290767143543038,0.054795900031621894,-0.013924551558456323,0.02884921966567102
HALLMARK_FATTY_ACID_METABOLISM,0.0394671147292707,0.028547618056570197,0.006886851808975902,0.07180724495770306,-0.06499188355287473,0.05376938279941871,0.010521010927020352,0.013244848536379028,-0.007602822934925165,-0.049245400557188714,0.05311875723581142,0.08610443778223027,-0.0005911873576218222,0.013760835719623516
HALLMARK_G2M_CHECKPOINT,0.01690437958980429,0.05156594702890057,-0.02515583305912792,0.14280636425019727,0.030013401897674655,-0.0036358591275180365,0.022458225750851414,0.017572129934505486,-0.062246560597333016,0.0011342832546664986,0.007369858986443818,0.07538640415925506,0.027224269662310344,-0.003972807422126248
