,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.016188342892629517,-0.014612548801779753,0.023856553590509838,0.00015962058375059527,0.0015911944805506808,-0.1466162347879501,0.07654832941587054,0.03018570179561958,0.035398716703380864,0.07843859417938423,0.051103070498717866,-0.00016449832966973052,0.09807647904581407,0.13798111326899057,-0.04876488695147125
HALLMARK_ALLOGRAFT_REJECTION,0.012798621131229171,0.038545827824132066,0.05134082386752644,0.015751290411268513,-0.0065848262704403734,-0.05166611826618107,0.09354647530652024,0.014483301735772607,0.08958851159487426,-0.01834763276649909,0.01765416053267011,0.05017288631627101,0.04158075024163621,0.045321102457524035,0.0259228916565891
HALLMARK_ANDROGEN_RESPONSE,0.04685759132403665,-0.0043352906619273605,0.07648913834552083,-0.00881887118015928,0.07330730567534559,0.06129553965538299,0.07908385026258519,0.020516975647323327,-0.031344395912294765,0.01950584352293389,0.08148306727188932,-0.009706073275766504,0.07957724980811795,0.1293098341595528,-0.017535910355310994
HALLMARK_ANGIOGENESIS,-0.07659767617218485,-0.040427419190717025,0.03366602287579751,-0.10086639398671662,0.05072572003023981,0.14201438493574892,0.05586990699983435,0.09031321515637449,0.04921255770415347,0.15029096399043748,-0.06931314800428016,0.07774667874546279,-0.11548057743686757,-0.05888320953907793,0.07999393321560613
HALLMARK_APICAL_JUNCTION,0.02581779496185839,0.014637029483552689,0.007648428842620848,-0.001808538819364353,-0.005377467976669281,-0.029406299563740346,0.04378973987768617,0.06858708075962372,-0.015732697315187918,0.08256586974560506,0.05294255424247413,-0.020874292504913874,0.09916290278401543,0.10647231612746386,-0.060703313000634196
HALLMARK_APICAL_SURFACE,-0.014474429212407578,0.005203233602952651,-0.047678909153821426,-0.01695802911767037,-0.058279036153628914,-0.1802927204764926,-0.03972335116426798,0.09325680312862959,0.04606277241451438,0.07104753356006159,0.1844352285981819,-0.014676171933267982,0.08491002331060583,0.08974413637475877,-0.10282224963909727
HALLMARK_APOPTOSIS,-0.018468803931793572,0.008662655624841682,-0.011974830795471113,0.04728663246633487,0.05080454104672952,0.1780325169873802,-0.01117203489100565,-0.028297856260227565,-0.005882090907081219,0.05712785740209581,0.040953799144122324,0.04409768353840281,-0.055515264927647336,0.043157550506368304,-0.05195329623788023
HALLMARK_BILE_ACID_METABOLISM,-0.006546084462722697,-0.05648865221299015,-0.050319031529737025,-0.03395393392439604,0.010927045076708584,-0.22248732904378896,0.042050293726473016,0.04850786979078149,0.01195208971692566,0.011965047632814635,0.10512988782460396,0.01586330934669177,0.09901001980827205,0.13282798058005318,0.010021463830869609
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.030295990040093573,-0.013579096702793302,0.04784844415568012,0.006470764234256604,0.028765435016253674,-0.13487965840541474,0.06715182013860517,0.0916530811674859,0.04244916123110654,0.07961815376668716,0.11543523336149644,-0.03273980985624569,0.10889023263582924,0.19006963131429255,-0.020001599312922447
HALLMARK_COAGULATION,-0.06079914357275691,0.003778341120568024,0.03687537662377653,-0.024379727603390012,-0.007638035662218103,0.039180131792113805,0.0668969170731445,0.030894425549863234,0.0022831480717137587,0.11484456838138359,0.0278081626253995,0.05745155206294574,0.022375935650969188,0.04105227608523072,-0.09362322060281861
