,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.005797488530632108,-0.02365936190094166,0.09552788016322485,-0.002267877732016506,0.04676995179474185,-0.0005227249133831374,-0.05734088063566563,0.04879584660348701,0.03267446633647697,0.09170283925513696,0.0073557197720095354,0.15566851649057603,0.07083573470670981,0.12476054131948947,0.15821313094599396,0.16154369711114017,0.04913968291023089,-0.0275678833852678,0.1537064917363245,0.11660737430377624
HALLMARK_ALLOGRAFT_REJECTION,-0.054492177681560214,0.0348911816570322,0.07907622270110656,0.032907922680975074,-0.02017594158047289,0.022719767813892806,-0.02793990568912128,0.011377896902148871,-0.011467636656465902,-0.08533421494851817,-0.05907958565933819,0.10607586355522514,0.04027537724408106,0.08399934515760586,0.08391741805986956,0.09741902319118861,0.006662597704257173,0.004500779066434006,0.12606194446708208,0.03497056794760765
HALLMARK_ANDROGEN_RESPONSE,-0.022257132495483296,0.011634063174933505,-0.021730479401487778,0.05109814110232787,0.0967549334078917,-0.015378836259612557,-0.02358658691794123,0.02143318172660685,-0.0334173105721793,0.02043111175099366,-0.025286564342755943,0.10603381278936837,-0.02001178168850074,0.015464230616824509,0.20675965503818486,0.13874459858811306,0.06923316497768706,0.0545686650976165,0.10172544109999508,0.13671071672491578
HALLMARK_ANGIOGENESIS,-0.010763990754869494,0.022380898399841802,0.05414827427457485,0.029074278647731506,-0.09477885607687347,0.025552955357077498,-0.026811022780150472,0.0043750025634197685,0.0007227361357149113,-0.09318376060789896,0.0947575099324437,0.013204614329875644,-0.016426812732765264,0.014765651492846078,0.10190494776461871,-0.0635802035832154,-0.07458981975803941,0.03999228931883384,-0.0637677626032171,0.015965872699438215
HALLMARK_APICAL_JUNCTION,0.020479801310236117,0.005532496359771488,0.12548100407066878,0.05167606946374152,0.011412020637429809,-0.003125439887682171,-0.008637828409342463,0.028222830515119576,-0.010394435357683874,0.07782793141602036,-0.012490868235175877,0.13029573225855473,0.09214864071045889,0.11766683520297255,0.15320802974849798,0.16584952570684253,0.03592556817527542,0.03317705960974861,0.12057902692247022,0.12650586761151122
HALLMARK_APICAL_SURFACE,0.05242352078291952,-0.011227810651807953,0.022071356188805902,-0.022026714255911493,0.000447559342513379,0.01735256834041465,0.07911366657753348,0.01875359473117436,0.03769023702905449,0.06223835889568554,0.04447717297620536,0.08495239514446916,-0.002989540225537132,0.0716252159352838,0.12914571545378184,0.12575525067213106,-0.016271751852086933,-0.013102471105690254,0.09568746318685055,0.03266078415178058
HALLMARK_APOPTOSIS,-0.008863577781914173,0.019526322143280265,-0.04780732595599994,0.007191047978440708,0.0348097893815449,-0.0073178798424763675,0.017056845247696805,0.034630522123615615,-0.0012837358969393661,-0.03503373889400775,-0.02839838531407401,-0.05771803921054805,-0.015940889125385056,0.023734140797987614,-0.0057140913418819075,-0.013063847907356428,0.017191574995757526,0.0049600493075765886,0.0936567679594433,0.060324476355789275
HALLMARK_BILE_ACID_METABOLISM,-0.033044622630985,-0.04049585821852156,0.03249768469113749,0.01954170768789963,-0.027977489384402005,-0.005642156846740342,-0.04025719175417941,0.06535603659663215,-0.0005013254637625902,0.004727601266161138,-0.04520232632513624,0.04819740456766779,0.05580399733532664,0.09965670360170333,0.18732769155019852,0.15132423625638633,0.028327975757523972,0.012860800929175204,0.11036059294724807,0.12372522660678614
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03748104470918885,-0.0027561167759433116,0.03043636397591318,0.006863586346341588,-0.034728623917924584,-0.03215907172965491,-0.03509509027183048,0.06292218194195785,0.04570914001296124,-0.035879823031843006,0.008743142716279566,0.036271394405212744,0.09146320474030031,0.09684520973615682,0.13912935264191634,0.14611026827354023,0.020262645327007254,-0.019568643510269747,0.10432444306808608,0.16115903822542055
HALLMARK_COAGULATION,-0.026955796021901363,0.037511051934219504,0.07224752279026028,0.008030252105370892,0.018403213223789704,0.04265501060956204,-0.012392505672110424,0.05308520559921793,0.030448140695117,-0.06269081884728296,-0.03113724653994795,0.01204094809818116,0.018805677301433208,0.07914198234426432,0.16983130786011283,0.10829645731608292,0.05126190032558074,-0.051667439997750975,0.11432404355353717,0.05251533136323016
