,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05566691251233201,0.04755909140789028,-0.037477690088043865,0.11033074888115099,-0.007056029847179239,0.1010799420586118,0.03252127316830288,0.06651905683021425,0.08676262081934952,0.0928510120386358,0.20963894154718865,0.1418551232805589,0.13716092403204658,-0.004636335523444434
HALLMARK_ALLOGRAFT_REJECTION,0.08178880135830197,0.05963060236181502,-0.009402516620408294,0.09952147907638674,-0.08788504715005684,0.12403376072340973,-0.041805169183139264,-0.06168971235523022,-0.0025551969953734916,0.09271639516367824,0.11208549568893113,0.07865445490073977,0.15275449856193496,0.0422786893890836
HALLMARK_ANDROGEN_RESPONSE,0.06792709717697774,0.00928581806091363,0.11677203884578449,0.15463122675610683,-0.11535037171669395,0.10219398715938659,0.014377812196773303,0.07148137331517865,-0.03022958913400735,0.04737205913919212,0.1720673650591228,0.0639797757744162,0.07917698181812363,-0.03379445311396243
HALLMARK_ANGIOGENESIS,0.046718870989478585,-0.01328054493120816,0.10220047579969119,0.09804850684065843,-0.10587136883383313,-0.11927468963542161,0.014840322534413242,-0.14299098384395084,-0.12287170195141166,-0.02878342091715551,-0.11188192978252581,-0.029846916106227188,-0.12514730246799402,-0.14690342772393414
HALLMARK_APICAL_JUNCTION,0.0418736706444766,0.023778866820111336,-0.010895052798390063,0.14242536329345765,-0.06322649167411835,0.001201580686124653,0.012048894132500388,0.11153380320794896,-0.06310069452163856,0.08636375115674619,0.21669245013730748,0.15997902590568996,0.07949750419501571,-0.038987645251025105
HALLMARK_APICAL_SURFACE,-0.013807260626490549,0.03460561070117814,-0.03067531344217607,0.014462535825294043,0.1058177619205251,0.1152587329748354,0.07057627868635515,0.02483862820730922,-0.03928354560260629,0.097204887763118,0.18844026159811636,0.13793277537369283,0.09495690983005967,-0.0346208309995747
HALLMARK_APOPTOSIS,0.06261898022149995,-0.01372625535118917,-0.0072060086708635954,-0.006529631723357318,0.017412350021295604,-0.0027023959167428034,-0.008698478193637857,0.09205612299468399,0.06179802193626807,-0.06116992066033521,-0.11923959610918568,-0.059496808602100916,0.15724858769092678,0.0596963287202189
HALLMARK_BILE_ACID_METABOLISM,0.04025884399747517,0.038545898146732385,-0.038676864293434365,0.06745195609059543,-0.07825157564056182,-0.04587418894692373,0.012467841060331447,-0.013748271776462847,-0.06652621777821797,0.059372242193519796,0.1611256830725816,0.04927516986668396,0.11472743675070556,-0.03870859191690173
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06871868315284797,-0.006472211346984669,0.02071643196744404,0.14928736342651017,-0.08115011424952663,-0.11390390545923756,0.034531013498380565,-0.006639500277097682,-0.07706542492161367,0.05636150207087373,0.21295404665745538,0.08503462117091763,0.12498252251948358,-0.03041219771140824
HALLMARK_COAGULATION,0.06897567112378722,0.006808613857365888,-0.03751299042498863,0.09285810979592446,-0.11317372042162777,-0.02419537514998972,0.04982297827454839,-0.06443681906331156,-0.05140460271308337,0.08707693575527409,0.11731498413148705,-0.05016343378358863,0.1132917719285091,-0.02701050633290205
