,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.021129972839336715,0.024708420723879965,0.002723363146751321,0.16654577026316247,0.015223962139914001,0.03747541940881721,0.0795674603266592,0.055389211963901445,0.024654868163505487,0.12909086770241324,0.23858837729837168,0.3178896176278164,0.10864865547683006,0.08730238362785153
HALLMARK_ALLOGRAFT_REJECTION,0.02286308862957429,-0.043640175158963866,0.02459988155121081,0.04008567520608247,0.007500295173256901,-0.05640591681180068,0.13357246331597392,0.1118745021974926,-0.01131591163056207,0.10354757677951028,0.1456511288553979,0.18158449550300404,0.08281059532206005,0.025662900085557203
HALLMARK_ANDROGEN_RESPONSE,0.05288265788986191,0.024845593328084108,0.06358029617794357,0.1071806629355818,-0.007584953027808321,-0.07545781099357864,0.14441689022396736,0.04896962121472823,0.00870287397424784,0.06951974871072848,0.18822576082433912,0.24375330963360348,0.018187268943700027,0.012550641344593324
HALLMARK_ANGIOGENESIS,0.03894101730714866,0.014625245359635693,-0.010124179335103118,0.13673188578416626,-0.009157543964773408,-0.013874164734438558,0.11947168944989095,0.15289476746941322,0.09942261967721364,-0.0712909074863059,-0.11193399727987656,-0.20898940064586563,0.06513164925927077,0.009104076544616065
HALLMARK_APICAL_JUNCTION,0.05676700298858381,0.02105550795650885,0.058084917386546815,0.14480572153104596,0.022286626655585208,0.03430749544556572,0.18491076659882422,0.1242352313522964,0.03419616893782152,0.11229616281527252,0.20476970255177213,0.27857770815888006,0.13216130469291662,0.058165974603791054
HALLMARK_APICAL_SURFACE,0.06970674388683364,0.06097278619822872,0.002378227080647427,0.18048342655826619,-0.01372859657052608,0.1349762456676408,0.021715993865971936,-0.011189938427513828,0.02163949619681363,0.07230411374801257,0.155039289538161,0.24348308186452228,0.048757540657149545,0.07272682824667677
HALLMARK_APOPTOSIS,0.031026768883728774,-0.05110957585668892,0.015576738931257862,-0.07036095540195192,-0.023597980701483594,-0.10886707350132449,0.010670626328370255,0.05279593386554369,0.023602188600600645,0.09211263440504584,-0.12012655595811748,-0.14589847342194667,0.054522881850400454,0.009183475024955702
HALLMARK_BILE_ACID_METABOLISM,0.04147934363017518,0.0020120436786163418,0.10609440263889831,0.1962977149470488,0.024519706988161895,0.1093363678879291,0.07262168993716951,0.12234921058265914,0.04017815158223712,0.051247846267603356,0.2068341744475148,0.2752242813181655,-0.03835696011407603,0.0772527567502532
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07446955955773883,0.10918684984671131,0.03016914548460464,0.11304793994558647,-0.014909287557380317,0.07207705557271421,0.1198975169921257,-0.017804343740255798,0.019152854943289777,0.14551651869781704,0.21822181063756527,0.31918524184844776,-0.0028835406036699226,0.0244620753488751
HALLMARK_COAGULATION,0.06147749516628308,-0.03977877610656113,-0.02062798611122014,0.11774880502941294,0.03161240383219226,-0.07446826016048429,0.11793438825859187,0.10239852427979008,0.01673305544719219,-0.05505335309962004,0.1055632052466292,0.16723190823383863,0.09465492793258609,0.04878161359902646
HALLMARK_COMPLEMENT,0.059244199665964434,0.0013982808641300373,-0.03913587936267653,0.18038277212468043,0.02430388231367344,-0.03551069693010824,0.11082568557532228,0.13121246074653045,0.04392978808108089,0.13549682305146293,0.08269145529703585,0.14435291834210343,0.12404527311101095,0.0829389078393932
HALLMARK_DNA_REPAIR,0.03714637218242751,0.06367900183610306,0.07954509380504456,0.13299818177068864,-0.0016162638462539,0.07785732373356949,0.16342216763996337,0.1005814495165189,-0.019782272841969192,0.10140390650815545,0.2216071572056743,0.34367101580961357,0.11553841884487935,0.07359508180184343
HALLMARK_E2F_TARGETS,0.037915799190984444,0.05802881846046096,0.0388501811915868,0.19505215457915762,0.02334753532297577,0.06002514992620963,0.18883480784994316,0.07202278337260706,0.021216256081983745,0.01656995472667773,0.0029674871532722968,0.18373466735263075,0.09342462455741199,0.02042932284526673
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05587077388389705,-0.02917947148140086,-0.02272517628967887,-0.06094791637131227,-0.04096823688317806,-0.02047284570499993,0.15864419468841082,0.13706404255892948,0.044583796730850916,-0.10475523603842889,-0.15270176987611836,-0.14489519038880042,0.16949841956814998,-0.0168527314037924
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02140645678042652,-0.005395679790740556,-0.03541454123082133,-0.009372419371752762,0.009388273269664418,0.014244700120152446,-0.004315739067743355,0.08096771184754734,-0.08032112377624531,-0.12799823386200448,0.11429767948459571,0.1434850317323568,0.08521925533961595,0.074390404175687
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04359385030813407,0.03332496815679465,0.07700475128461214,0.22306166741448202,-0.005073805976844579,0.10315714549319174,0.1107837800446558,0.006878140128641112,0.016593922037646557,0.11121098383457748,0.14701028912719788,0.2850776339198774,0.07524579005593379,0.023959982212592493
HALLMARK_FATTY_ACID_METABOLISM,0.06228356031829405,-0.00544467378790134,0.00445110880895245,-0.18580585866461655,-0.028556590255996345,-0.08490706604630474,-0.027456605536397196,0.07033868405401239,0.04184541123379789,-0.11246873927894563,-0.0517863189657179,-0.007853115143644803,0.09009316612453963,-0.01465313514573639
HALLMARK_G2M_CHECKPOINT,0.03838348062410907,0.06344174988588996,0.044731333045098985,0.14365937408218807,-0.013417080252778369,0.029740187316122244,0.17353288117966162,0.07493842473597079,0.0822520479034398,0.11284475113804592,-0.017328985887896102,0.09306611786689589,0.08387632261337132,0.04578050658310465
