,UKF243,UKF259,UKF269,UKF275,UKF313,UKF334,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.030909719664920704,0.03559995777638681,-0.007668016673746572,0.02025418713199458,0.008035168105471906,0.018761253837477287,0.09149442904688128,0.08399223100345976
HALLMARK_ALLOGRAFT_REJECTION,0.037040826212509724,-0.006520301566000722,0.01873006372354773,0.014604032748540913,0.01662449529280411,0.032948748038233236,0.034934557528837624,0.07231695186538821
HALLMARK_ANDROGEN_RESPONSE,0.11194967373315352,0.0143666971459203,0.017271463795507175,0.09798165842728018,-0.03681557767409329,0.026326759889836748,0.0946395269722645,0.09415482054676802
HALLMARK_ANGIOGENESIS,0.06010461995484435,0.08832104523244873,-0.0082198333029715,0.06506107002766041,-0.011264806869202483,-0.006041009461687219,-0.09557704473365733,0.04141261629229186
HALLMARK_APICAL_JUNCTION,-0.011934927497166417,0.0744673014209721,0.006857895156387897,0.07248411430625151,0.03988549180757509,0.01672952137761844,0.09793981105456347,0.10626729402227421
HALLMARK_APICAL_SURFACE,-0.047398647390882134,-0.01152976157687911,-0.0031704868497609007,-0.006453839251366925,0.013891389327784606,0.03654016470185815,0.1055686319751731,0.07579026897789029
HALLMARK_APOPTOSIS,-0.06374679860708513,0.00035598691594694473,-0.013999057390002932,0.0458494110468497,0.018415510031435753,0.00534480998105621,-0.04756138588004411,0.03187341713801369
HALLMARK_BILE_ACID_METABOLISM,-0.036902740189377524,0.014023886140730574,0.018029337200792098,0.05311277290839869,0.007682289207101218,0.023602593476771756,0.08197580179040848,0.05601174121208471
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.018170954481951947,0.059262704863277,0.02454113797771813,0.07021557192247471,-0.009525470432645691,0.015143189177767023,0.08612521835851927,0.06151835800670641
HALLMARK_COAGULATION,-0.0736527461506577,0.054967577231816556,-0.005088335901076742,0.03696035126719431,0.07760070594983963,0.0464801393933879,0.030712978209813925,0.09488689223519804
HALLMARK_COMPLEMENT,-0.006553493018380285,0.01339930625503178,0.018061144940205602,0.06258948886801653,-0.0017793833411692802,0.0648443124749164,0.07135702883193917,0.05025336784616657
HALLMARK_DNA_REPAIR,0.08338378928691742,0.04634704592006653,0.04398346366984101,0.11067642669412989,0.006472800247473241,0.033640173429280634,0.11981084082140363,0.07469617470364968
HALLMARK_E2F_TARGETS,-0.0037636462939576953,0.05689769005216843,0.047583337051492675,0.08900109650734242,0.046676686206379915,0.058152909635721554,0.06574010097714818,0.05325860390021161
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02577022684011596,0.03586072167866299,0.0035524685576232263,0.04912429038635057,0.05431611750907575,0.027583555267517684,-0.028657928436320416,0.10460981540148365
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0045849080836252954,0.034220922125414534,0.0025071799490292298,-0.0412254238558121,0.01899139491337603,0.008703600982321551,0.08746216016776644,0.06767782088318508
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.07940022631732827,0.02451358508392023,0.03682466945262435,0.03756624675355272,0.0008086183421040983,0.015347521355439849,0.0770209027442158,0.03744749669042406
HALLMARK_FATTY_ACID_METABOLISM,-0.0030654237318458403,0.018658147234883644,-0.0003808834825070371,0.05715260542140272,-0.02131024769715176,0.005659299558955877,0.04310612931819957,0.02489816669872895
HALLMARK_G2M_CHECKPOINT,0.09001380316143932,0.025390308942253748,0.029063497812114016,0.045568788821757834,-0.020388879129741314,0.015083794929368925,0.056781953189365963,0.08065698273898472
HALLMARK_GLYCOLYSIS,0.061005178499553656,0.010353706082366373,-0.010229642817395726,0.01266165966125782,0.010729334243108282,-0.007663723082901986,0.11064116395653834,0.0908143715749603
HALLMARK_HEDGEHOG_SIGNALING,-0.049351115029561764,0.05034360737365703,0.0033999702576195953,-0.05290912187644251,0.0723952319669768,0.034070814605634034,0.028716935176785086,0.014946766179695278
HALLMARK_HEME_METABOLISM,0.03557893250991108,0.0819595284662558,0.03025724592761456,0.05428944543316666,-0.012691753827934856,0.015443108348606977,0.1160882355148167,0.09346465029182371
HALLMARK_HYPOXIA,0.13237955224528067,0.04442039337238599,0.0022574585161240406,0.05667781329812139,-0.005306734541788826,-0.03487935556100797,-0.018857598659828816,0.02353351095380402
HALLMARK_IL2_STAT5_SIGNALING,-0.004804989889652846,0.043567441507081854,0.016980305161343672,0.07603411492139864,0.023591116550952924,0.04409272410936358,0.0954908601803628,0.10988527257166354
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.019446322013842655,0.044191242564020586,-0.021506158755747982,0.0681027671138757,-0.04344926002231826,0.017804089470019525,0.026104212711240846,0.09696382595332992
HALLMARK_INFLAMMATORY_RESPONSE,-0.03540071980052446,0.04333253873077514,-0.04276158434052201,0.0712121663142005,-0.002788861397886402,0.020935395960246943,-0.015680188574103807,-0.0020951427182407827
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.03012585990997172,0.05676189841662994,-0.014732477738900037,0.00907448397902387,0.034309184747832434,0.029848088344396284,0.06073694711822171,0.07492150582419486
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0670543604411422,-0.018759759318477114,0.015875190196173748,0.04093491769689491,-0.030372950399186912,0.00446396929823254,0.021873558684673493,0.08965527933313609
HALLMARK_KRAS_SIGNALING_DN,0.004418581915682713,0.07716644112389741,0.03843355491160202,0.000509510369881635,-0.06169698407451934,0.022180445362310442,0.11809209080994214,0.07426924404260415
HALLMARK_KRAS_SIGNALING_UP,0.02310394889934698,0.09678690382653958,0.019452322316976522,0.03079151930426701,0.015929260241505937,0.006130593108671368,0.044619749059006585,0.08510299305899283
HALLMARK_MITOTIC_SPINDLE,0.03259162684372783,0.08727155308832085,0.027528260357200084,0.06428970115877208,0.013435630986573596,0.028675844094356404,0.10358414223078093,0.09692504610414503
HALLMARK_MTORC1_SIGNALING,0.14456567723983793,0.002128066355826915,0.017156068541422115,0.047559393967672156,0.0017119098974010254,-0.011334701807616263,0.008717147555980615,0.05372381130326489
HALLMARK_MYC_TARGETS_V1,0.16197356131429583,-0.012679411768074135,0.06645922486746138,0.0900728008960621,-0.0006082168913228575,0.033367798754222695,0.09683496994143055,0.08054827824155932
HALLMARK_MYC_TARGETS_V2,0.017694137616112306,-0.05077712351718657,0.014251952743139971,0.06240998037221853,0.03221135843684776,-0.0035769423101041247,0.04998630398094968,0.05461403263051013
HALLMARK_MYOGENESIS,-0.08112550015464451,0.0651917884924565,0.056644045445442125,-0.017280436438634018,0.040087340490182484,0.035955626316735996,0.06111583780296749,0.10124518973751764
HALLMARK_NOTCH_SIGNALING,0.001390577301010262,0.09941569356544824,0.035256477077873785,-0.01682987364842672,0.02144574261153865,0.009688235518418105,0.09561636779518995,0.034537479831629664
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.027257613259382838,-0.015139646918763301,0.05866099424059352,0.02104355102853365,-0.0029589229483819868,0.06102928088567895,0.1049033071168191,0.06856795231808167
HALLMARK_P53_PATHWAY,0.14937901475572166,0.011730177949394563,0.00792619591053952,0.050647495179865595,-0.0034070057641080852,0.003504766080061587,0.12760306084147852,0.07718743095598998
HALLMARK_PANCREAS_BETA_CELLS,-0.04621883341682247,0.05316332514465912,0.0859918955054538,0.04239823053950141,0.0096419308627207,0.03571084759471306,0.09146832441335488,0.0693031731384678
HALLMARK_PEROXISOME,0.08319603887361764,0.002199903113974354,-0.0051119567213112225,0.007704080738065832,0.05721626930212396,0.009366485893867826,0.108851513639611,0.047288023696651874
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.08205660212848233,0.04343329711108397,0.021073970362140978,0.07184505512164803,0.0017043902761063091,0.03568310184389711,0.1008589594334987,0.09414479899976962
HALLMARK_PROTEIN_SECRETION,0.027594356843185387,0.06726416290949704,0.025202078716837367,0.01534322854745736,0.01951577314532965,0.02277892637600574,0.11478555087755705,0.08413994443057148
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.06152769947313007,-0.008935833282907119,0.0034132223944848255,0.036305876534541245,0.013284098412864114,0.006012942388913664,0.09840845818769639,0.10405227260771963
HALLMARK_SPERMATOGENESIS,-0.04472252141493833,0.08038145894738251,0.06623311446377711,0.06876492883087311,0.011168711620820306,0.02577682250512426,0.12600378810335466,0.05191366937668022
HALLMARK_TGF_BETA_SIGNALING,-0.02164194700786812,-0.014143729502535021,0.030521355254958943,0.008384249436780244,-0.01908152013362663,0.048144994217818156,0.06703532973643264,0.09719232505422686
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.050239411218822104,0.020332554863025792,0.008141725492227228,0.08297699138508746,-0.006395805624574546,-0.018181870325610923,0.06887123549076853,0.001771654952471197
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.16415554027403595,0.027955668593965907,0.045774153564269005,0.07879604475813035,0.0004467977872493464,0.015141876446068344,0.10181845018877303,0.11335693392509848
HALLMARK_UV_RESPONSE_DN,-0.019043278576002468,-0.0006737838132264294,0.021913912043158713,-0.07242722282597315,0.01556089013587323,0.027286064879019183,0.0698335793324838,0.12483845590515147
HALLMARK_UV_RESPONSE_UP,0.034230033551463486,0.030219374162192,0.033945530529955956,0.041701101619480374,-0.008698189256622498,0.014878259795470484,0.07802075752481243,0.08037827151198125
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.133600711454035,0.017946850616323614,0.0168842438953856,0.03859045763703896,0.0029144099398968662,-0.009657657331698299,0.11272635537013136,0.06456395137566759
HALLMARK_XENOBIOTIC_METABOLISM,-0.0029821410706911606,0.061765705400903065,0.032746077517216046,0.018740427090305486,0.012142241950774185,0.017738849677680975,0.08358212569911538,0.07915572832089622
