,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.08171135028821855,0.11700915857522258,0.011944784859425347,0.11969684228785751,0.016223820518580637,0.2519100161247182,0.08518670014264322
HALLMARK_ALLOGRAFT_REJECTION,-0.003426753912206199,0.06699897508105299,-0.06766154363649601,0.06324381412199327,0.034561292247427065,0.15407962754375767,0.06563068203672343
HALLMARK_ANDROGEN_RESPONSE,-0.057657607302247095,0.08765358986125538,0.025697674995741014,0.08184621348030414,0.044899574881208694,0.06693237617433359,0.09155914158145428
HALLMARK_ANGIOGENESIS,-0.019197488062664657,0.037606266795579636,-0.04107276938718882,0.08839205657585875,0.09714565006293706,-0.22536595075039953,0.02556904776539246
HALLMARK_APICAL_JUNCTION,-0.0592058761130076,0.12036363059537976,0.086351989593956,0.15526614164376948,0.09086701542394196,0.17579278874201867,0.0811091678303793
HALLMARK_APICAL_SURFACE,-0.012226940202919302,0.046158654994549006,0.09338511050693231,0.08953280325821272,0.04171569405269813,0.11365558359125735,0.02290503920090668
HALLMARK_APOPTOSIS,0.044347401527178275,-0.00046861707232135653,-0.010862288305966706,0.09900583111373515,-0.0067175219574682815,0.15117561950285668,0.03439671116675188
HALLMARK_BILE_ACID_METABOLISM,-0.05487505351890744,0.046392382526582635,0.03415078692057467,0.003919388377928965,0.04723145405069761,0.24407111930501746,0.10086969627589945
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0326067309953881,0.026613854931036192,0.06798802425996514,0.046483835457874115,0.018820003813327827,0.2116510686510294,0.10880939052171872
HALLMARK_COAGULATION,-0.043101982073381014,0.09926678973801167,-0.031858817659918735,0.14930747928306268,-0.06396612320782348,0.11527304290386922,0.09915977664450003
HALLMARK_COMPLEMENT,-0.04735733762811394,0.09816262118963369,0.010379190353996818,0.11469660484470369,0.053731251809152135,0.1851578065898918,0.03991684616541539
HALLMARK_DNA_REPAIR,-0.0396701941811605,0.09026784772600718,0.05491415960243706,0.12877057791324736,0.08968018389854729,0.2556498666336259,0.14596220508729496
HALLMARK_E2F_TARGETS,-0.03316345505629393,0.11562230917272144,0.060309306644619955,0.10219395286696412,0.10004475359341812,0.22063734330779602,0.13492053568267467
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.05646214370096482,0.09434959538658653,0.04628103871707396,0.1641913846395562,0.06035879820168434,0.01829746626836921,0.09257582605597575
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.01836777723810087,0.0075317203719278865,0.04366035457354472,0.06246863770850215,0.07883175940454698,0.1446733959076299,0.08212202122790031
HALLMARK_ESTROGEN_RESPONSE_LATE,0.009126691087658904,0.14165889925967765,0.05931605917896081,0.012927186820121932,0.05795614554015804,0.16931199798197344,0.017359622641333727
HALLMARK_FATTY_ACID_METABOLISM,0.005347857200383298,0.015716526626515986,0.0520856127311396,0.03757978768246295,0.0420796305232994,0.08166512530757014,-0.0034549787523974443
HALLMARK_G2M_CHECKPOINT,-0.004849749144051004,0.08546902179231249,0.04483615805545408,0.12627806538839353,0.062183796188375336,0.1754431838763216,0.07688670729410582
HALLMARK_GLYCOLYSIS,-0.06383897214262871,0.037113724271257136,0.14474921704047955,0.05502544622573314,0.12475012186589911,0.18466469543627181,0.029832419237819815
HALLMARK_HEDGEHOG_SIGNALING,-0.07957131153026607,-0.005111234832318637,0.08266055471783579,0.056536346438464856,0.0810128573625167,0.13339746517177523,-0.06923383123940675
HALLMARK_HEME_METABOLISM,0.009447330018062595,0.06529992534551196,0.05767917690347627,0.08744739405154782,0.05634541149792794,0.18965081443499154,0.0399055515828511
HALLMARK_HYPOXIA,0.04096870505976981,0.03217542755198664,0.00907740655968325,0.10010710626879246,0.019792309191201802,0.02305474984809469,0.05740066310014052
HALLMARK_IL2_STAT5_SIGNALING,-0.022300275498356004,0.07763194650776474,0.08586663823178702,0.057646453986070115,0.057354496876661956,0.1286386609573024,0.08488813331538834
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03618721327184519,0.0652679924648367,-0.01668269577167663,0.08414143141216188,-0.0019634267501255206,0.1566685953465553,0.051938888174450505
HALLMARK_INFLAMMATORY_RESPONSE,0.023360333569422548,0.04550943502396494,-0.010948324315956394,0.12249933333461653,-0.008809228629761162,0.042029596448069556,0.03267487085548206
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.06296820025227014,0.03842647330124662,-0.008091985385537041,-0.017761607283407317,0.007385627053174734,0.267365793562851,0.04305188564710636
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.019246612028651865,0.09769328903530979,0.0813662354777983,0.08985496808618158,0.008169721560694539,0.1865833392171963,0.06556506065391667
HALLMARK_KRAS_SIGNALING_DN,-0.07829033426001172,0.02303989742872902,0.10356067897029665,0.07002335312001699,0.08159162966929194,0.25682264859699067,0.02679945312713617
HALLMARK_KRAS_SIGNALING_UP,-0.01536750381914184,0.09280735717518253,-0.029676482444292822,0.13338626269356127,0.11155755866092118,0.14817211537783442,0.03351436624508598
HALLMARK_MITOTIC_SPINDLE,-0.11145598634995597,0.08412594881615343,0.048060390139365555,0.11133708676299464,0.06745395932036695,0.19448098052105117,0.05921173735352589
HALLMARK_MTORC1_SIGNALING,0.04166672184785725,0.05107845641577502,0.061435628728258085,0.017840815120646576,0.06455685706678321,0.06077344204759329,-0.010017723620265536
HALLMARK_MYC_TARGETS_V1,-0.005962450701030023,0.13059891959466646,0.029004740651162854,0.10306779864217375,0.09069680709910267,0.16753914108827742,0.09375804675620503
HALLMARK_MYC_TARGETS_V2,-0.04019072051289555,0.04115117409153422,0.05555373869947735,0.10652632021608316,0.050758180864322634,0.13921958046605376,0.05928365518232876
HALLMARK_MYOGENESIS,-0.08748319232226565,0.056194086022900845,0.035313872146809,0.12548084266745052,0.029655914132946756,0.14622240901583647,0.06487571510438218
HALLMARK_NOTCH_SIGNALING,-0.10419014010326884,0.08648498944494155,0.029008577193739744,0.0909888052023453,0.09783114314423086,0.22149115466853647,0.10810867234916254
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.00815331985887287,0.1091222808087073,0.05328149901329338,0.09052551752841968,0.08539535509017253,0.2598533166919592,0.12080890899055538
HALLMARK_P53_PATHWAY,0.007453852601967741,0.0988396027292116,0.04733815408370113,0.07209765406424831,0.04343759118112914,0.24932375018291714,0.07169330463323755
HALLMARK_PANCREAS_BETA_CELLS,0.031351008946900516,0.0660942324749,-0.010673410399535708,0.09704751127279025,0.09309325704100188,0.22129160081803922,-0.015973599286561127
HALLMARK_PEROXISOME,-0.028568049885508862,0.07140272565712348,0.017233619455559093,0.013792874768096012,0.05336454741018737,0.1415640287902147,0.04110076779288699
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.022107107180518334,0.09707611367696387,0.09349197619816725,0.12543254505195467,0.0865007268003999,0.1793512045925602,0.009039106926142529
