,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.012689982335876614,0.08334229114529479,0.028628416165088544,0.021827901295326996,0.12256232640783199,-0.07379507085471941,0.03950946410950153,0.06268941676168162,0.10949177135140908,0.06362513698888146,0.2050298591907761,0.22984279473118235,0.11075840886396315,0.07475727975943805,0.08590451913898228,0.03757239424612455,0.015650352133473922
HALLMARK_ALLOGRAFT_REJECTION,-0.036970839372519965,0.10886682256524992,0.06865706607853371,-0.017102327961399127,-0.10343409965929092,-0.13353377296039246,0.07392699173057375,-0.012585677492718777,-0.2132001564487655,-0.022606675887311765,0.10747300443714543,0.12156609263155589,0.04305220507945114,0.08347712417512597,0.057095629154878834,0.03767788912868181,0.006733843655705424
HALLMARK_ANDROGEN_RESPONSE,-0.014689081447658877,-0.006064763196567287,0.07697286470597278,0.1588352100140541,-0.02579013000184202,-0.13995251526701752,0.049492123219975606,-0.00024828774621385864,-0.10902779986633532,-0.034059516770951995,0.12634383139980573,0.2131565537927083,0.11176355498916632,0.03998853166343528,0.05828296579319678,-0.004047820841406754,-0.011025450416095105
HALLMARK_ANGIOGENESIS,0.041447590091782234,0.16186328764485788,-0.03092413974139299,-0.15773829932403785,-0.11987830588099463,-0.2267412444374758,-0.11526717282885406,-0.02786746887691472,-0.2637918513949074,-0.08766042722304497,-0.11218648331711233,-0.10963389406655853,0.02479218867879463,-0.062271032020523046,-0.06185682087538142,-0.17271064912389958,-0.17660496967281122
HALLMARK_APICAL_JUNCTION,0.007208503917198892,0.06374240831107549,0.0304555800711793,-0.005221307526435124,-0.06175306907095588,-0.14884025222749336,-0.09600867161298644,0.056256413981789814,0.034714022161503405,-0.060668754269124776,0.18637306321073624,0.24053972385204272,0.09662349801937242,0.046767629560818445,0.038040212856324154,-0.02309388327504388,0.04486016374582808
HALLMARK_APICAL_SURFACE,0.0444694396918974,0.10558058079955704,0.08292594784831943,0.01654859688371324,0.1328825872756819,0.17602893725940322,0.03408889924443213,0.06588573290220981,0.08827504480227068,-0.07891141030038508,0.16789787609084925,0.1663177789988745,0.10466922942470774,0.045451561318372975,0.01677610985135522,0.155215467932907,0.15601557388188017
HALLMARK_APOPTOSIS,-0.022381129315793374,-0.11205501729481464,0.029573254515284374,0.1320997054722327,0.06921615101162487,-0.017763275070602103,-0.11524714717042196,0.03534887921406568,-0.029062063982568612,0.06297453898645983,-0.0702587877971895,-0.13979020773462844,-0.011773584441598917,0.06136366113416869,0.07940865113589061,-0.001993522019331784,0.09780588720015897
HALLMARK_BILE_ACID_METABOLISM,-0.01553628435491107,0.08330956903932295,-0.010977248160670939,-0.11461267835690474,-0.045274124023105676,-0.21917494720977423,-0.031758622503514286,0.016683392318172268,-0.02409119777449926,-0.05054158919286361,0.13803871912492313,0.234294294785233,0.03816587344653387,0.03299066245303838,0.10702719606434376,-0.04826805976986076,-0.035917717538378635
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.009847929112975572,0.061820470139896916,0.03813143049388334,-0.08649148672962652,-0.05094979368448926,-0.11450849150756306,-0.15270019714995414,0.003593488751932589,-0.1747314471168376,-0.11662580850165581,0.23113303694824838,0.2615344546719109,-0.006260031728883395,0.015955894421433345,0.07760212128059775,-0.015997994619357858,-0.05029072575760219
HALLMARK_COAGULATION,-0.002308026466644619,0.02721672249634765,0.037429862058590904,0.05453560662497369,-0.0767816340566173,-0.18029859756855793,-0.04925265352593643,-0.07512903498509348,-0.2510164369678323,-0.03558819067552435,0.1552976721955885,0.12454059983107908,-0.04535677178187935,0.01208393803001259,0.058653033494126657,-0.002656536493442392,-0.19151098362874508
HALLMARK_COMPLEMENT,-0.00470155862491081,0.07507472265763185,0.04284532405919786,0.18646068553596343,-0.0056774027961855175,-0.11535558548481553,-0.07370462734916033,0.07038801526955504,-0.1503092586064633,0.02328902613775256,0.1420265503959319,0.16828269984852903,0.0946228963254091,0.018186987520461023,0.0860931830828929,0.039011215733034815,0.050902291326387454
HALLMARK_DNA_REPAIR,-0.012545416822264824,0.04251800607013217,0.07836276422663227,0.09934826449003922,0.006889288847533937,-0.09910644204203121,-0.0046224020119741615,0.03565799072932912,0.09392746412022615,-0.0434397659484314,0.20122971299986633,0.24346690896645357,0.10137804732458017,0.063308654877534,0.07781816372629463,-0.02376637651219867,0.0723016000307228
HALLMARK_E2F_TARGETS,0.027634274040395014,0.11770786158339043,0.0710942502677891,0.0017245743737443074,-0.08084495403163426,-0.1540455610151666,-0.05196271403092073,0.09640201542153304,0.18401817214124674,-0.058259389359118105,0.07160955757008085,0.15134559309798457,0.06823732191960133,0.01890894854236437,0.07896983157860785,-0.06654077540170662,0.0004026353707544815
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.013634324562706362,-0.14195253313503559,-0.0009217731697735794,-0.09262385674340484,-0.07907062861188362,-0.11920977234217826,-0.1274422078841842,-0.016414408174047428,-0.2228680793675931,-0.08276701190265655,-0.10022924687065611,-0.13405972956127793,0.036497343329090354,0.05118355574554931,0.01704589253172873,-0.12431775438958591,-0.09725340381913256
