,MGH258,UKF259,UKF269,UKF275,UKF296,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.048835546956841454,0.007884622653784862,0.0891252137587736,-0.009397324393581347,0.04984146687120583,0.034889249375338306,0.023939520475807042,0.05337255969715477,0.05633943665664309
HALLMARK_ALLOGRAFT_REJECTION,-0.09082143097873568,0.00994996785971572,0.12759178105137317,0.051774672345958034,0.021708031126210496,0.03635780012938782,-0.04410254276704284,0.06913730371455083,-0.008767952474113142
HALLMARK_ANDROGEN_RESPONSE,0.06503783099788571,0.007326994523198096,0.11912416206383719,0.034235268191102945,0.00161507187434931,0.07525697804258363,-0.019606473506738515,0.013692793927682027,0.05725009863325727
HALLMARK_ANGIOGENESIS,-0.047913296568341056,-0.008134896278508023,0.09982185100564114,-0.045103756546974696,0.00285082847982041,0.07632762619483961,-0.03720964605064447,-0.03735402083415348,0.06319441824684033
HALLMARK_APICAL_JUNCTION,0.07695428411545903,-0.014663967030527277,0.11280581946683058,0.006829735645081981,0.04138142961862497,0.019672580201068608,0.07501039634946943,0.04316591643015876,0.06141065051718166
HALLMARK_APICAL_SURFACE,0.10040009502121261,-0.05547748281490464,-0.015789781005784,0.050767792203659776,0.030238495171971268,0.062204312170966086,-0.019616468586787977,0.026175041289279787,0.09561619865896716
HALLMARK_APOPTOSIS,-0.015958276814545688,-0.004945791367871104,0.0522625926505648,0.012256439065226884,0.02077019452931203,0.03638244757140395,-0.06996974863723655,0.010580262681745983,0.016404832911263302
HALLMARK_BILE_ACID_METABOLISM,0.07483099650571896,0.04750389422791793,0.09638761138206044,0.004483476735555732,0.04766807074088421,0.05483828829337509,0.018038029843706206,0.039913983895485276,0.096938218996464
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11474064367530588,0.0414013063044138,0.11414752814392126,-0.03214679295405188,0.06062475046098836,0.05640757471812837,0.03186448966069288,-0.005271805405895923,0.10406259508000251
HALLMARK_COAGULATION,-0.13604034812993038,-0.004687945901639033,0.1122416028540644,0.010323969528757835,0.06541055055076961,0.09155913913062813,-0.06607955833265935,-0.008907789515948129,0.05448855398902778
HALLMARK_COMPLEMENT,-0.06922241335260186,-0.005615055635006921,0.11946437273928949,0.0030880651363732643,0.06695889382968445,0.050435644353366206,0.04888793931010126,0.006229102416724494,0.07141717278846017
HALLMARK_DNA_REPAIR,0.08112597999167688,0.02698108847991652,0.1322038293900049,0.05930857851309789,0.039350552614999805,0.07350489419513465,0.0679717287168172,0.04833928100707703,0.08052978384994866
HALLMARK_E2F_TARGETS,0.09346961183954165,-0.005054767288518808,0.1196457706779465,0.033446364742615864,0.04284356344863443,0.007711336645555133,0.05569008107686784,0.03221667129174464,0.07554170231986422
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06944907433897521,0.03589863803884082,0.1277569577941945,-0.020417704158815327,0.06313145736131572,0.0321086364221166,-0.08044853916523322,0.015509954116408466,0.018146186744693545
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02666074633326274,0.029954766259410487,0.07200434401786386,0.02183803630840088,0.027983417745343048,0.050638726390017146,0.08830690709670302,0.055542773495988414,0.08892444879178485
HALLMARK_ESTROGEN_RESPONSE_LATE,0.012264123936369437,-0.006823701908967679,-0.005036820592157292,0.10874825420527665,-0.00291093883282185,-0.009286497669022972,-0.04928694799810954,-0.010340898129295856,0.0316769231837076
HALLMARK_FATTY_ACID_METABOLISM,-0.0579282984608365,-0.03087795227732656,0.07421812823740996,0.05150964251063973,0.04037919438096176,0.059026986247555806,-0.026467359797527366,0.01401150419632217,-0.014823449149605277
HALLMARK_G2M_CHECKPOINT,0.06715266466388244,-0.008375828704561938,0.13309683087202484,0.029687474613659264,0.03389096319329179,0.049123511131411626,0.06527493258080164,-0.00578217727195548,0.04953331768471967
HALLMARK_GLYCOLYSIS,0.09241192682185449,0.00043079062951868134,0.04715213883947502,-0.009083669370826806,-0.02012691082428129,0.08009911349652937,0.029826224189150898,0.03999929198352644,0.07284163930435668
HALLMARK_HEDGEHOG_SIGNALING,0.018721439478322638,-0.03617329628930845,-0.08193447393688087,0.011351213819599136,-0.04770693334873913,-0.015350689164633403,0.13996944950810639,-0.03572526045130305,0.009979146277768903
HALLMARK_HEME_METABOLISM,0.05578122273306567,-0.0063347838910721935,0.11558228705676696,0.03890367505031274,0.042553132177883736,0.06530641735824502,0.10335115643330965,0.05446106272059161,0.05729744726859906
HALLMARK_HYPOXIA,0.08755360462975856,0.012981579382546694,-0.021542905463281404,0.0045950562086914965,0.06929849151623568,0.037742962527331524,-0.06673128376100539,0.01746221695462053,0.00830530763065665
HALLMARK_IL2_STAT5_SIGNALING,-0.019253046876013678,-0.004678436694152754,0.13264259759286096,-0.007347695101008865,0.039810290171329726,0.03976663749462726,-0.02369552924349218,0.03883294975774849,0.05460501383210358
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.008621296434523515,0.04351813728586709,0.0916416480845949,-0.043708058208709655,0.048531451265816775,0.013521375650922698,-0.08647622431373164,0.005690683919657515,0.04488791090230656
HALLMARK_INFLAMMATORY_RESPONSE,0.018486776514280483,-0.041938275301771175,0.06667737140039895,-0.026334771998794537,0.03983839602374477,0.010803468204964622,-0.049977149592608947,-0.03717106398121902,0.026674850363079032
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08832974473257697,0.014549839144683609,0.11105813208605778,0.010112369178928953,0.03269534509642031,0.07648381290289179,-0.025418175808577827,0.09202126102008248,0.007727709469012373
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.10085360485937582,-0.013016673082560692,0.12230738879661746,0.016016528522948936,0.05864289484775822,0.044239614281422514,-0.055278611250611794,0.02034007234906816,0.05564286031906566
HALLMARK_KRAS_SIGNALING_DN,0.04935919049448442,-0.020189689127209517,-0.03620577985328151,0.0479667991512582,0.0209252125283522,0.09316899731981981,0.09578846911557809,0.057707645837529485,-0.019687759467479183
HALLMARK_KRAS_SIGNALING_UP,-0.02837330024337473,-0.0006629518050701359,0.036810382534513075,0.01198371091837513,-0.006388603947614434,0.06264628694575852,0.019709318271323408,0.042843100563010966,0.031060162833018944
HALLMARK_MITOTIC_SPINDLE,0.026301030346311868,-0.01356422480423255,0.12565701157022963,0.054415811196666324,0.02210087679883767,0.05531981768490103,0.09557508671078586,0.05251581502282524,0.06720336549834592
