,MGH258,UKF248,UKF251,UKF259,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0419892087704098,0.03838686891431198,0.04679782076155266,-0.053743133795488236,0.07560824932509765,0.04540052194825562,0.014279164517371769,0.08672975106908432,0.06667316739991455,0.07225854898353157,0.06763823419231196,0.02743643260988275
HALLMARK_ALLOGRAFT_REJECTION,-0.016328524346538965,-0.052115386292812725,0.017452906413559444,-0.055505383267730336,-0.08429513802735031,0.012488975999088554,-0.04314704927436242,-0.22635313184338077,0.08379188503987613,-0.035410199105399165,0.0824412983545636,-0.04840411813108781
HALLMARK_ANDROGEN_RESPONSE,-0.005564862151267589,0.035724213313560564,0.021019656395769457,0.0642955393266026,0.009373470544842744,-0.011309387540859953,0.01789320442797285,-0.09240168357970326,0.0576212229302167,0.015006592641973935,0.012416477974633312,0.01879342173889902
HALLMARK_ANGIOGENESIS,-0.046408704059528495,0.0072423848549997205,0.01882589854541285,0.10236454170632056,-0.026418079196592555,-0.07636995121121304,-0.03183168108012928,-0.23601988680428065,-0.004746344477236414,-0.06707505573841045,-0.008070972094598478,0.005221103437094715
HALLMARK_APICAL_JUNCTION,0.03241209766848218,0.019995800135992184,0.009368119834662833,-0.05893473774155628,0.019460671088180125,-0.08314681448245706,0.03951385484715931,0.04121053272793888,0.11244803467252641,0.02835955300405282,0.02133779997919156,0.022604728598959265
HALLMARK_APICAL_SURFACE,0.0432591336953442,0.04643640294151054,-0.08989578776499034,-0.12388562196461791,0.11173203269543108,0.07547945065119441,0.07009487470948872,0.10181476118093705,0.08019979222018139,0.028197642934249773,0.005913655760149149,0.03253755636074285
HALLMARK_APOPTOSIS,0.007017225680126199,-0.03170867789087325,0.010870985471512324,0.06923630075835718,-0.026705997143048034,-0.04692372581667492,-0.03598253364641104,0.042897276005370875,0.021918216231069758,0.04672197027193907,0.03448016904581277,0.0265029410801813
HALLMARK_BILE_ACID_METABOLISM,0.02643424421189353,0.06934384356872043,-0.014981368181533082,-0.061197557718756596,-0.007057141604674358,-0.0018004304133025807,0.01167857121878369,-0.0576055810788355,0.06279336174304963,0.028185884805270678,0.026097571297094096,0.026622728214994555
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.00228240352234731,0.05590887622074969,0.02756952480046227,-0.02696322796326508,-0.011339853931609446,-0.06783308620111062,0.035033896972158377,-0.1929269547418723,0.11416669276173731,-0.036525824288395695,0.08867574338382184,0.0438132466909397
HALLMARK_COAGULATION,-0.013909211082651992,-0.022897700261469436,-0.0053880689595336,-0.0971007841784386,-0.0838666704526774,-0.0761973228773747,-0.01898986422438568,-0.24963729677401433,0.026113776063397768,-0.00927641816342857,0.06704340176393206,0.055844208776553404
HALLMARK_COMPLEMENT,-0.015432919918733079,0.04209532485176625,0.027185994343959657,-0.03093094467201902,0.013073191732739688,-0.006658710887757458,-0.014182414455038032,-0.1403581375599206,0.03988849732015312,0.09557682562382876,0.0667309079010669,0.01118591211050485
HALLMARK_DNA_REPAIR,0.0022959760065597397,0.05267613863508722,0.04723212462193034,0.1169949470175654,0.045212583365886634,0.0017546749142302546,-0.0034487605188434716,0.164856534487383,0.08765472932092046,0.029429182988630884,0.05440804617593086,-0.0021019069883066793
HALLMARK_E2F_TARGETS,-0.0013463688902472565,0.043480310932399235,0.033785856991705276,-0.04894857081510608,-0.03582451852442383,-0.053113117673879384,0.02475427772131118,0.15685695244106712,0.07934672478829422,0.020294464445820854,-0.019318431070509873,0.005819779390639181
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.037779332959683075,-0.05485705306738401,-0.011606937242864698,0.11017179660316516,-0.04858221897577235,-0.09073327376052313,0.020965192546649004,-0.18517173133822024,0.006897595651464019,-0.021982367347203727,0.019178691778626567,0.028610785816969773
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.043838621321546305,0.015506536011958972,-0.03728417832052638,0.0006773747887223495,0.07682209325763568,-0.03747580603831255,-0.06811013034291973,0.17408103624792906,-0.0696168988543537,0.06878388673001412,0.08307434072276822,0.04752974660465254
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0014175346672552856,0.03308393033893141,0.009164896359025572,-0.08513210952104466,0.007163472233645403,0.029534235285452737,-0.024304652525480978,-0.0066066902116899895,0.07843968586059755,0.011209666691097953,-0.0072499705585673336,-0.01236028099038199
