,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.004488270723031646,-0.023629035631249334,0.01879980507095996,0.020689966052563832,0.080271596496099,-0.037018768496114095,0.007990089153172583,0.015539425641783792,0.02530854744799662,0.04999080642613994,-0.06931437891589437,0.040355700619985835,0.16000043067328587,0.16430734010677447,0.05331784542795632,0.02690429997507983,0.12853149893543847,0.01360948610651381
HALLMARK_ALLOGRAFT_REJECTION,0.06173388641867792,-0.015457670302418812,-0.016760186927902224,0.05193825673799757,-0.07717059475781718,-0.061706908757512134,0.01007196029408753,0.052220918203279884,-0.04864549937427679,-0.04631418691765053,-0.03580537594167094,0.040867676648808034,0.07358851024942033,0.08324831973806358,0.09266232599443795,-0.0289547522889032,0.041221660792008896,-0.0013527697887043943
HALLMARK_ANDROGEN_RESPONSE,-0.012040575011538941,-0.012645926728748806,-0.0020564209461273984,-0.01312673419863665,-0.01698221996020624,-0.09162928081629829,-0.030734927666477986,0.019972466966557925,-0.08177041315437021,-0.010018473695961025,-0.09172522970311188,0.022716784680087452,0.16494837432873086,0.13546139588085318,0.06654547208972403,-0.014386608306537084,0.012933143817314212,0.04075383286514712
HALLMARK_ANGIOGENESIS,0.054251843768142134,-0.06579264829850152,0.038698551610466925,-0.043552705047119576,-0.04902203022398885,-0.04281965738986778,0.05406775360726943,-0.003114486901513919,-0.0281253749249207,-0.13025477242361505,0.11544778263304897,-0.03628859748727253,0.05335096459769937,-0.06799678994824736,-0.029671658568576398,-0.001195704453410548,-0.13402529000285904,-0.019856996063358896
HALLMARK_APICAL_JUNCTION,0.001967944758667805,-0.052584497938757566,-0.023444665083029642,0.03643182517724404,-0.024522048663325878,-0.03129914594184221,0.05502064851330712,0.025703587937723985,-0.026834301186021862,-0.07221872277500624,-0.07172279790828083,0.08076845207193041,0.19822393018683832,0.19500402548521797,0.08318518642229403,0.07312095062251242,0.05296261299469414,0.005213163577427403
HALLMARK_APICAL_SURFACE,-0.05446020297455401,-0.03451098856709327,-0.008464136876342789,0.05748315532204077,0.10581947541296656,0.04456677332472606,-0.04890129486799774,-0.004007464299792168,0.0709674448418976,-0.017271520046388406,-0.10961164620361986,0.04982789154025976,0.1856481759552202,0.13971996797166553,0.02675353045393951,-0.016609116331607995,0.005016200731557304,-0.029041452792230794
HALLMARK_APOPTOSIS,-0.05369669000144074,0.014490917623251715,0.031781054030964914,0.037269347115327256,0.05752309756716204,0.016205908013343474,0.015619770121673066,0.039017405772415574,-0.04809889454892326,0.07757148595292827,0.01322726804476194,-0.011657379329615405,-0.06295193426304126,-0.06326786313251233,0.006578481549612719,-0.022648979512235826,0.014057702788713704,0.03349226618695333
HALLMARK_BILE_ACID_METABOLISM,0.00020260325187989288,0.01689210878248959,-0.01160456559298425,-0.016385576237999647,-0.02314008792061789,-0.09985619336204998,0.040019486414114847,-0.003709854331265379,-0.048144657240608985,-0.021536977991252496,-0.045350134854214706,0.01844383944677175,0.15009624108474542,0.14808589150969098,0.10117529122621319,0.06203321981495103,0.15648368174878963,-0.0074414470039670865
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.021430146434812142,0.001286087824936295,-0.03676764373379861,0.009493543443010486,-0.01425134046931484,-0.12105239249308201,0.018203913257754313,0.059373087469350515,-0.11917292610701728,-0.07702062057178201,-0.08620368234801196,0.03119255520786328,0.18186978514672175,0.16775402836300096,0.10355336249682551,0.04496419938626475,0.09013733679679277,-0.04605643414645063
HALLMARK_COAGULATION,0.026806319051482935,-0.03427152312384758,-0.00932084465654853,-0.02111048960712286,-0.10739238092250156,-0.10836926603384422,0.07118857524126355,0.04005356031196077,-0.06482803651676193,-0.01537686866377477,-0.12522931722304892,0.05183366208701752,0.14509137840973085,0.13258322689527302,0.06632082930495799,-0.09374953066710497,0.003787292716440061,-0.01785891877279035
